patent_id,patent_chembl_id,compound_chembl_id,canonical_smiles
US-20160002201-A1,CHEMBL4256941,CHEMBL4286275,Cc1cc(O)n(-c2cc(C(=O)O)ccn2)n1
US-20160002201-A1,CHEMBL4256941,CHEMBL4293252,O=C(O)c1ccnc(-n2nc(C3CC3)cc2O)c1
US-20160002201-A1,CHEMBL4256941,CHEMBL4292883,Cc1nn(-c2cc(C(=O)O)ccn2)c(O)c1C
US-20160002201-A1,CHEMBL4256941,CHEMBL4293636,Cc1nn(-c2cc(C(=O)O)ccn2)c(O)c1-c1ccccc1
US-20160002201-A1,CHEMBL4256941,CHEMBL4288830,O=C(O)c1ccnc(-n2nc(-c3ccccc3F)cc2O)c1
US-20160002201-A1,CHEMBL4256941,CHEMBL4287794,CCCc1cc(O)n(-c2cc(C(=O)O)ccn2)n1
US-20160002201-A1,CHEMBL4256941,CHEMBL4279127,O=C(O)c1ccnc(-n2nc(-c3ccccc3Cl)cc2O)c1
US-20160002201-A1,CHEMBL4256941,CHEMBL4276814,O=C(O)c1ccnc(-n2nc(Cc3ccccc3)cc2O)c1
US-20160002201-A1,CHEMBL4256941,CHEMBL4277756,COCc1cc(O)n(-c2cc(C(=O)O)ccn2)n1
US-20160002201-A1,CHEMBL4256941,CHEMBL4278777,O=C(O)c1ccnc(-n2nc(COc3ccccc3)cc2O)c1
US-20160002201-A1,CHEMBL4256941,CHEMBL4287317,O=C(O)c1ccnc(-n2nccc2O)c1
US-20160002201-A1,CHEMBL4256941,CHEMBL4227799,Cc1ccc(-c2ccnn2-c2cc(C(=O)O)ccn2)cc1
US-20160002201-A1,CHEMBL4256941,CHEMBL4283282,Cc1cccc(-c2ccnn2-c2cc(C(=O)O)ccn2)c1
US-20160002201-A1,CHEMBL4256941,CHEMBL4228902,O=C(O)c1ccnc(-n2nccc2-c2ccc(F)cc2F)c1
US-20160002201-A1,CHEMBL4256941,CHEMBL4228839,O=C(O)c1ccnc(-n2nccc2-c2ccc(F)c(F)c2)c1
US-20160002201-A1,CHEMBL4256941,CHEMBL4227668,O=C(O)c1ccnc(-n2nccc2-c2cccc(F)c2)c1
