patent_id,patent_chembl_id,compound_chembl_id,canonical_smiles
US-8604218-B2,CHEMBL3639066,CHEMBL3689345,CS(=O)(=O)c1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689346,N#Cc1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1
US-8604218-B2,CHEMBL3639066,CHEMBL3689347,CC(=O)Nc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689348,CS(=O)(=O)c1ccc(CN2CCC(Nc3ccc4[nH]ncc4c3)C2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689349,N#Cc1cccc(CN2CCC(Nc3ccc4[nH]ncc4c3)C2)c1
US-8604218-B2,CHEMBL3639066,CHEMBL3689350,CC(=O)Nc1ccc(CN2CCC(Nc3ccc4[nH]ncc4c3)C2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689351,CN(C)CCCOc1ccc(CN2CCC(Nc3ccc4[nH]ncc4c3)C2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689352,CSc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689353,c1ccc(-c2ccc(CN3CCCC(Nc4ccc5[nH]ncc5c4)C3)cc2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689354,c1cn(-c2ccc(CN3CCCC(Nc4ccc5[nH]ncc5c4)C3)cc2)cn1
US-8604218-B2,CHEMBL3639066,CHEMBL3689355,c1cc(N2CCCC2)ccc1CN1CCCC(Nc2ccc3[nH]ncc3c2)C1
US-8604218-B2,CHEMBL3639066,CHEMBL3689356,c1cc(N2CCOCC2)ccc1CN1CCCC(Nc2ccc3[nH]ncc3c2)C1
US-8604218-B2,CHEMBL3639066,CHEMBL3689357,CC(C)Cc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689358,CCCCc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689359,CC(C)Oc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689360,Cc1cccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c1C
US-8604218-B2,CHEMBL3639066,CHEMBL3689361,CCSc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689362,OCCOc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689363,CN(C)Cc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689364,c1cc(C2CC2)ccc1CN1CCCC(Nc2ccc3[nH]ncc3c2)C1
US-8604218-B2,CHEMBL3639066,CHEMBL3689365,c1cc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc(C2CC2)c1
US-8604218-B2,CHEMBL3639066,CHEMBL3689366,FC(F)(F)Oc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689367,CC(C)c1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689368,Cc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)c(C)c1
US-8604218-B2,CHEMBL3639066,CHEMBL3689369,OCc1ccc(CN2CCCC(Nc3ccc4[nH]ncc4c3)C2)cc1
US-8604218-B2,CHEMBL3639066,CHEMBL3689370,c1cc(SC2CC2)ccc1CN1CCCC(Nc2ccc3[nH]ncc3c2)C1
