SMILES CHEMBL_ID RTB
OCC[C@H]1C[C@H](O)[C@@H](O)[C@@]2(Cc3ccccc3O2)O1 CHEMBL1903703 2
CCOC(=O)[C@H]1[C@@H]2C=C[C@@H](C2)[C@]12C(=O)Nc1ccc(F)cc12 CHEMBL3819348 2
CC(=O)N[C@H]1NC[C@@H](C(=O)O)[C@H](N)[C@@H]1O CHEMBL202303 2
CC1(C)O[C@@H]2CC3C4CCC5=CC(=O)C=CC5(C)[C@@]4(F)[C@@H](O)CC3(C)[C@]2(C(=O)CCl)O1 CHEMBL65783 2
CC(C)c1cc2c(cc1Br)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1C/C2=N\O CHEMBL1289583 2
CC(C)C(=O)c1c(O)cc(O)c2c1O[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1C2 CHEMBL3613750 2
COC(=O)N1c2c(OC)cccc2[C@@]23CCN4CC[C@H](O)[C@]5(CC[C@]12[C@](O)(C(=O)OC)[C@@H]5O)[C@H]43 CHEMBL96132 2
CN1C[C@@H]2C[C@@H](c3cccn3-c3ccccn3)N3CCC[C@@]23C1=O CHEMBL1902750 2
COC(=O)[C@@H]1[C@@H]2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)S2 CHEMBL376107 2
CS[C@@]12C[C@H]3C(=O)C[C@H](O)[C@H](O)[C@H]3N1C(=O)[C@]1(SC)C[C@H]3C(=O)C[C@H](O)[C@H](O)[C@H]3N1C2=O CHEMBL1079828 2
C[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCO CHEMBL273029 2
N[C@H]1C[C@@H](N2Cc3nn4cccnc4c3C2)CC[C@@H]1c1cc(F)ccc1F CHEMBL3806026 2
COc1cc2c(cc1C(N)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12 CHEMBL1077848 2
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CI)[C@@H](O)[C@H]1O CHEMBL1212981 2
C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](/C=C/[C@H]3CCC[C@H](C)N3C)[C@@H]12 CHEMBL277642 2
CO[C@]1(C(C)=O)OC[C@H]2C=C[C@H]3C[C@@H](C)CC[C@@H]3[C@]21C CHEMBL1087677 2
CCN[C@@H]1C(C(C)(C)C)C23C(OC(=O)[C@@H]2O)OC24C(=O)OC1C32[C@@H](O)C1OC(=O)[C@@H](C)[C@@]14O CHEMBL433516 2
CN1CCCC[C@@H]2[C@H]1[C@@H](c1ccccc1)CCN2C(=O)c1ccccc1 CHEMBL3487213 2
COC(=O)/C=C1\CC[C@H]2[C@@H](C(=O)[C@H](O)[C@H]3[C@@](C)(C(=O)OC)CCC[C@]23C)[C@H]1C CHEMBL4070469 2
C=C(C)C(=O)O[C@@H]1C[C@@]2(C)O[C@@H]2C[C@H](O)/C(C)=C/[C@H]2OC(=O)C(=C)[C@@H]21 CHEMBL1968292 2
CCC1=C2CC[C@]3(C)[C@@H](OC(C)=O)CC[C@H]3[C@@H]2CCC1=O CHEMBL2107564 2
Cc1c(-c2noc(=O)[nH]2)nc(-c2cncc(Cl)c2)c2c1nc(N1CCO[C@@H]3CCC[C@H]31)n2C[C@H]1CC[C@H](C)CC1 CHEMBL3650004 5
CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@]4(O)C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3[C@H](O)C[C@]12C CHEMBL2087139 5
CCN(CC)C(=O)CNC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4N(C)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C CHEMBL3349102 5
N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)c4c[nH]cn4)c3C2)CO[C@@H]1c1cc(F)ccc1F CHEMBL3736137 5
CN1C(=O)[C@@H](N)CCC/C=C\CC[C@@H](C(=O)NCc2ccccc2)NC(=O)[C@@H]1Cc1ccc(O)cc1 CHEMBL1782893 5
CC(=O)Oc1ccccc1C(=O)O[C@H]1CO[C@@H]2[C@H](OC(=O)c3ccccc3C)CO[C@H]12 CHEMBL566459 5
COC(=O)C1=C[C@@H](C(=O)OC)[C@@H]2C3=C(C(=O)[C@@]2(C)NC(=O)c2ccccc2)[C@H](C)[C@@H]2C(=O)N(c4ccccc4)C(=O)[C@@H]2[C@@H]3C1 CHEMBL1402499 5
COCC(=O)N1C[C@@H](OCc2ccncc2)[C@@H]2OCCC[C@@H]21 CHEMBL3555866 5
O=C(/C=C/c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O)c1ccccc1 CHEMBL3144136 5
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(Cl)cc(Cl)c4)ncnc32)[C@H](O)[C@@H]1N CHEMBL207924 5
COc1ccc(C[C@@H]2O[C@@H](c3ccc(Br)cc3)[C@@H](c3ccc(Br)cc3)N(C)C2=O)cc1 CHEMBL2347381 5
CC(=O)N1CCN(C(=O)[C@@H]2CC[C@@H](C)N2C(=O)C2=C(C(C)C)N3C(=N[C@@](C)(c4ccc(Cl)cc4)[C@H]3c3ccc(Cl)cc3)S2)CC1 CHEMBL2398345 5
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(Br)cnc2O[C@H]1CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1 CHEMBL2137884 5
Cc1nc(NC(=O)c2ccccc2)sc1C[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O CHEMBL499073 5
CC(C)CO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@@H]1CC[C@@H]1C(=O)N(Cc3ccc4c(c3)OCO4)C(=O)[C@H]12 CHEMBL1594022 5
C[C@H]1O[C@@H](Oc2ccc([C@H]3CCCN(C(=O)/C=C/c4ccccc4)CCCNC(=O)CCN3)cc2)[C@@H](O)[C@@H](O)[C@@H]1O CHEMBL552003 5
C[C@]12c3[nH]c4ccccc4c3CCN1C(=O)C(CC(=O)NCC13C[C@H]4C[C@@H](C1)C[C@@H](C3)C4)C[C@@H]2C(=O)N1CCOCC1 CHEMBL1731969 5
CN(C(=O)/C=C/c1ccc(O)cc1)[C@@H]1CC[C@@]2(O)[C@H]3[C@@H](O)c4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5 CHEMBL4098351 5
COc1c(O)cc2c(c1O)[C@@H]1O[C@H](COC(=O)/C=C/c3ccc(C)cc3)[C@@H](O)[C@H](O)[C@H]1OC2=O CHEMBL4280637 5
CC1(C)CC[C@]2(C(=O)OCc3cccc([N+](=O)[O-])c3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1 CHEMBL3634213 5
C=CC(C)(C)c1c(O)cc(O)c2c1O[C@]13C(C2=O)[C@@H](OC)[C@@H]2C[C@H]1C(C)(C)O[C@@]3(CC=C(C)C)C2=O CHEMBL4294303 5
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccccn2)Oc2cc(Br)ccc2S1(=O)=O CHEMBL2356025 5
CN1C(=O)c2cc(NC(=O)NC3CCCC3)ccc2OC[C@H]2O[C@@H](CC(=O)NC3CCC3)CC[C@@H]21 CHEMBL2356827 5
O=C(NC[C@@]12CC[C@@]3(O1)[C@H]1Cc4ccc(O)cc4[C@@]3(CCN1Cc1ccccc1)C2)c1ccc(F)cc1 CHEMBL1672491 5
CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2C[C@@H](O)[C@H](C#N)C2)CC1 CHEMBL3652309 5
O=C(N[C@H]1C2CC3CC1C[C@](O)(C3)C2)c1cnc(N[C@@H]2CCOC2)nc1C1CC1 CHEMBL2179445 5
COC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O CHEMBL489175 5
CCCCNC(=O)[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O CHEMBL609186 5
Cc1ccc(S(=O)(=O)N[C@H]2COC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@@H](C)COC(=O)C/C=C\[C@@H]2C)cc1 CHEMBL1437314 5
COC(=O)C1=C(C)N2[C@H](C(=O)O)CO[C@@]2(C)[C@H](C(=O)OC)[C@H]1c1cccc([N+](=O)[O-])c1 CHEMBL1996977 5
NC(=O)C[C@@H]1NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)CNC(=O)[C@@H]2CCN2C(=O)CNC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](N)CSSC[C@H](C(N)=O)NC1=O CHEMBL583721 5
C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C)CO[C@@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@H]4C[C@@H]5O[C@@H]5OC=C[C@@]54O)[C@@H]4[C@@](O)(C(=O)OC)OC[C@@]14[C@@H]32 CHEMBL2288847 5
CC(=O)O[C@@H]1[C@@H](O)[C@H](C)O[C@@H](OC(=O)c2cccc3nc4c(C(=O)O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)cccc4nc23)[C@@H]1O CHEMBL2334059 5
O=C(O)[C@H]1[C@H](c2ccc(O)cc2)[C@H](C(=O)Oc2cccc3ccccc23)[C@H]1c1ccc(O)cc1 CHEMBL4276753 5
C[C@]12CC[C@H]3[C@@H](C[C@H](O[N+](=O)[O-])[C@H]4C/C(=N/OCCN)CC[C@@]43C)[C@@H]1CCC2=O CHEMBL1177928 5
CC(C)=CCC[C@@H](C(=O)O)[C@H]1[C@H](O)C[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C CHEMBL497895 5
CN(C)[C@@]1(C)C[C@H](C(=O)N2CCC(c3ccnn3-c3ccc(F)c(Cl)c3)CC2)[C@@H](c2ccc(F)cc2F)C1 CHEMBL2031596 5
CC(=S)NC[C@H]1CN(c2ccc(-c3ccc([C@]4(C#N)[C@H]5CNC[C@H]54)nc3)c(F)c2)C(=O)O1 CHEMBL519487 5
CCc1cn(C2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)nc1N CHEMBL610078 5
COc1ccc(C(=O)Nc2nc(C)c([C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)s2)cc1 CHEMBL1818311 5
COC1COCCC1N[C@@H]1C[C@H]2C[C@H](OC)C[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1 CHEMBL2313780 5
COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)n(C)c3C[C@H]2CN1C(=O)c1ccccc1 CHEMBL1476206 5
CO[C@@H](C)c1nc(C)nn1-c1cc([C@@H]2C[C@H]2c2nc3ccccc3n2C)nc(C)n1 CHEMBL3935322 5
O=C(OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O)c1nn(Cc2cc(Cl)cc(Cl)c2)c2ccccc12 CHEMBL255221 5
CC(=O)N[C@H]1[C@@H](OCC(C)C)OC(C(=O)O)=C[C@H]1O CHEMBL1093460 5
C=C1[C@@H](OC(C)=O)CC[C@@]2(C)C[C@H](O)C3=C(C)C[C@H](OC(=O)/C=C/c4ccccc4)[C@@H]([C@@H](OC(C)=O)[C@H]12)C3(C)C CHEMBL396923 5
COC(=O)/C(C)=C1\C(=O)[C@H](O)[C@]2(C)C3=C(C[C@@H]4[C@]5(OC(=O)C(C)=C5C[C@H]5[C@](O)(COC(=O)/C=C(\C)CO)[C@H]6C[C@H]6[C@]45C)[C@H]31)[C@H]1C[C@H]12 CHEMBL4083078 5
O=C(NCCc1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@H](c1cc3c(cc1Br)OCO3)N2)c1ccc(I)cc1 CHEMBL571691 5
CCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O CHEMBL1170454 5
C=C1CC[C@H]2[C@@](C)(CC[C@H]3OC(C)(C)OC[C@@]23C)[C@@H]1C/C=C1/C(=O)OC[C@H]1OC(=O)/C=C/c1ccco1 CHEMBL1165702 5
CC1=C[C@H]2OC3[C@H](OC(=O)CCl)[C@@H](O)[C@@](C)(C34CO4)[C@@]2(COC(=O)CCl)CC1 CHEMBL346971 5
CC(C)C(=O)[C@H]1CCCN1C(=O)c1cccc(C(=O)N2CCC[C@H]2C(=O)N2CCC[C@@H]2C#N)c1 CHEMBL138334 5
CO/N=C1\[C@H]2CCC[C@@H]1[C@H](c1ccccc1OC)N(C)[C@@H]2c1ccccc1OC CHEMBL1761496 5
OC[C@H]1O[C@@H](n2cnc3c(CSc4ccccc4F)ncnc32)[C@H](O)[C@@H]1O CHEMBL261530 5
COc1cc([C@@H]2c3cc4c(cc3[C@@H](OC(=O)NC3CC3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O CHEMBL3093657 5
O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(-c4ccoc4)ncnc32)[C@H](O)[C@@H]1O CHEMBL3331373 5
CC(=O)N[C@@H]1[C@@H]([C@H](O)[C@H](O)CO)O[C@](O)(C(=O)O)C[C@H]1O CHEMBL307262 5
CO[C@@H]1CCN(Cc2cccc(C)n2)[C@@H]2CN(Cc3ccncc3)C[C@@H]21 CHEMBL3553543 5
C[C@H]1CC[C@H](C)N1c1nc2cc(-c3nc(=O)o[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1 CHEMBL3968578 5
COC(=O)[C@@H]1C[C@@]2(O)[C@H](O)[C@H](O)[C@H](O)C[C@H]2N1Cc1cc(OC)cc(OC)c1 CHEMBL1570116 5
COc1c([C@@H]2O[C@H](CO)[C@@H](F)[C@H](O)[C@H]2O)cc(Cc2ccc3c(c2)OCCO3)c2c1CCO2 CHEMBL4279519 5
N#C[C@@H]1CCCN1C(=O)[C@@H]1CC[C@H](COc2ccc(C(=O)O)cc2Cl)N1 CHEMBL379999 5
O=C(N[C@@H](CO)c1ccc2ccccc2c1)[C@H]1C[C@H]1c1ccccc1 CHEMBL3403796 5
CCN(CC)[C@H]1C[C@](C)(O)[C@H](C(=O)OC)c2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)O[C@@H]1O[C@@]2(C)[C@H](O)[C@@H](N(C)C)[C@@H]1O CHEMBL448069 5
O=C(c1ccco1)N1CC[C@@H]2O[C@H](COCC3CCOCC3)CC[C@@H]21 CHEMBL3441221 5
CO[C@@H]1CN[C@H](C(=O)N[C@H](C#N)Cc2ccccc2)C1 CHEMBL1079535 5
C/C=C(/C)C(=O)O[C@@]1(C)CC(=O)C2=C(C(C)C)[C@@H](OCC)C[C@]2(C)CC1=O CHEMBL469918 5
CCCc1cn(C[C@H]2O[C@@H](OC)[C@@H]3OC(C)(C)O[C@H]23)nn1 CHEMBL601301 5
O=C(O)c1cccc(NC(=O)C2C[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@@H](O6)C2=O)c1 CHEMBL3679615 5
C=C(C)[C@H]1C(=O)c2c3c(cc4c5c(n1c24)[C@@]1(C)C(CC[C@H]2[C@](C)(/C=C/C(C)=C/C(=O)NC(C)C)[C@@H](O)CC[C@@]21C)C5)C1=CC(C)(C)OC(C)(C)C1[C@@H]3O CHEMBL423663 5
Nc1nc(NCc2cccc(Cl)c2)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O CHEMBL609550 5
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)NC2CCCC2)Oc2ncc(Br)cc2C1=O CHEMBL2134735 5
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@@H](C)[C@H]2OC(=O)O[C@]12C CHEMBL2381718 5
CCOC(=O)[C@H]1[C@H]2COc3ccc(Cl)cc3[C@@H]2N2C(=O)CN(Cc3ccc(OC)cc3)C(=O)[C@@]12C CHEMBL1559921 5
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\C(F)(F)F)OC[C@H]12)c1ccc(O)cc1 CHEMBL2079644 5
CCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1 CHEMBL1830353 5
CC(C)=CCC[C@H](C(=O)O)[C@@H]1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3 CHEMBL479910 5
Cc1ccc(CSc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1 CHEMBL294755 5
CCOC(=O)O[C@@H]1CC[C@@]2(C)[C@H](/C=C/c3ccc(-c4cccc(F)c4)cn3)[C@@H](C)CC[C@@H]2C1(C)C CHEMBL4104026 5
c1cncc(CN2C[C@H]3CCC[C@@H](CNc4cnccn4)[C@H]3C2)c1 CHEMBL3554537 5
CN(Cc1ccc(O)cc1)c1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3 CHEMBL2048780 5
CC1=CC[C@H]2[C@H](CC[C@]2(C)O)C(C)(C)[C@@H]1CC[C@H]1[C@]2(C)CC[C@H](OC(=O)c3ccccc3)C(C)(C)O[C@H]2CC[C@@]1(C)O CHEMBL3113101 5
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@H](CSC4CCCC4)C3CC12 CHEMBL331492 5
CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)O[C@H](C)[C@H]1O CHEMBL1075788 5
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(C2CCCOC2)C1=O CHEMBL4113463 5
COC12[C@@H](COC(N)=O)C3=C(C(=O)C(C)=C(Nc4ccc(C#N)cc4)C3=O)N1C[C@H]1N[C@H]12 CHEMBL162576 5
CCC1C[C@@]2(C(=O)N3CCc4ncc(C(F)(F)F)cc4C3)C[C@H](NC3CCOCC3OC)C[C@H]2O1 CHEMBL3263256 5
CCC(=O)O[C@]1(C(=O)COC(C)=O)[C@@H](C)CC2C3C(C(O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3I CHEMBL136823 5
CC(=O)NCC(=O)COc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C\[C@@H](C)[C@H](C)OC2=O CHEMBL1097785 5
NC1=N[C@@](c2cc(NC3(c4ccc(Cl)cn4)COC3)ccc2F)(C(F)F)[C@H]2C[C@H]2O1 CHEMBL3688757 5
CCOC(=O)/C=C/C=C/[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O CHEMBL521828 5
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccc(OC)cc4)nc32)[C@H](O)[C@@H]1O CHEMBL573950 5
CC1=C[C@H]2O[C@@H]3C[C@@H](OC(=O)/C=C\C=C\C=C\C(=O)O)[C@@](C)([C@]34CO4)[C@@]2(C)CC1 CHEMBL478175 5
C[C@@]12OC(=O)O[C@@H]1[C@@H](COP1(=O)OCC[C@@H](c3ccncc3)O1)O[C@H]2n1cnc2c(N)ncnc21 CHEMBL390258 5
CCCNc1nc(C#Cc2ccc(Cl)s2)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(C(=O)NC)C[C@H]12 CHEMBL3612932 5
CO[C@@H]1COCC[C@@H]1N[C@@H]1C[C@H]2CCC[C@@]2(C(=O)N2C[C@@H]3C[C@H]2CN3c2ccc(F)c(Cl)c2)C1 CHEMBL3650365 5
C[C@H]1[C@H](/C=C/c2ccc(-c3ccccc3C#N)cn2)[C@@H]2[C@@H](C)OC(=O)[C@]2(NC(=O)c2cccc(F)c2)CC1(F)F CHEMBL3985965 5
COC(=O)C[C@@H]1CCN([C@H](C#CC(C)C)c2ccc(Cl)cc2)[C@H](c2ccc(C(F)(F)F)cc2)C1 CHEMBL2169960 5
Cc1ccc(CNC[C@]2(O)C[C@@H]3CCC[C@H](C2)N3C(=O)c2ccccc2)nc1 CHEMBL3084758 5
COC(=O)[C@H](O)[C@H]1C(C)(C)[C@H](C(=O)OC(C)C)[C@@H]2CC3=C4CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CC[C@@H]3[C@@]1(C)C2=O CHEMBL2271736 5
CC[C@H](C)[C@H](N)C(=O)NCC(=O)N[C@H]1C[C@@H](C(=O)NO)N(S(=O)(=O)c2ccc(OC)cc2)C1 CHEMBL3302030 10
O=C(NCC[C@H](O)CO)[C@@H]1N[C@H](CCCc2cccs2)[C@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1c1cccc(Cl)c1 CHEMBL3663815 10
NC[C@H]1O[C@H](O[C@H]2C[C@H](CO)NCC[C@@H]2N)[C@H](N)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1 CHEMBL351734 10
CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)OC(=O)[C@H](C(C)C)OC(=O)[C@H](CO)NC1=O CHEMBL1835972 10
C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)OCC(C)(C)C CHEMBL3126002 10
Cc1cn([C@H]2C[C@H](O)[C@@H](CNC(=O)[C@H](N)Cc3cn(COCc4ccccc4)cn3)O2)c(=O)[nH]c1=O CHEMBL2354585 10
N=C(N)NCCC[C@@H]1NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCCC[C@@H](C(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC1=O CHEMBL1373630 10
C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(NC(=O)Nc3ccccc3)c2O[C@@H]1CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1 CHEMBL2141840 10
Cc1cc(CN(C[C@H]2CC[C@H](C(=O)O)CC2)[C@H]2CCc3c2ccc(Cl)c3F)ccc1OCCN1C(=O)CN(C)C1=O CHEMBL3700591 10
NC(=O)c1cn([C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c(N)c1C(N)=O CHEMBL364702 10
CCO[C@H]1CC[C@@](CS)(C(=O)N[C@@H](Cc2ccccc2)C(=O)NCc2ccccc2)CC1 CHEMBL62156 10
COC1=C(OC)[C@H](O)[C@H](C/C=C(\C)CC/C=C(\C)C/C=C/C(C)(C)O)[C@@H](C)C1=O CHEMBL4159005 10
C=C(CNC(=O)[C@H](C)[C@@H](OC)[C@@H]1CCCN1C(=O)OC(C)(C)C)[C@@H]1CC[C@]2(COC(C)=O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12 CHEMBL4166901 10
NC(=O)NCCNC(=O)[C@@H]1CCCNC(=O)NCCCC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1 CHEMBL3037773 10
CC(=O)N[C@@H]1[C@@H](NC(=O)N[C@@H](CC(N)=O)C(=O)O)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO CHEMBL2041478 10
O=C(CCc1ccc(O)c(O)c1)C[C@H](CCc1ccc(O)c(O)c1)O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O CHEMBL464570 10
CSCC[C@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H]2CCCN2C1=O CHEMBL264223 10
Cc1cc(N)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC1CCCC1 CHEMBL575916 10
CCCCCCCNC(=O)N[C@H]1[C@H](O[C@H]2CC[C@@]3(C)C(=CC[C@H]4[C@@H]5C[C@@H]6O[C@]7(CC[C@@H](C)CO7)[C@@H](C)[C@@H]6[C@@]5(C)CC[C@@H]43)C2)O[C@H](CO)[C@@H](O)[C@@H]1O CHEMBL2205261 10
NC(=S)N/N=C\c1ccc(O[C@@H]2OC[C@@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1 CHEMBL569659 10
CC(=O)OC[C@H]1O[C@@H](O[C@@H]2CC[C@]3(C)C4=C(CC[C@H]3C2(C)C)[C@]2(C(=O)O)CC[C@H]([C@H](C)CC[C@H](O)C(C)(C)O)[C@@]2(C)CC4)[C@H](O)[C@@H](O)[C@@H]1O CHEMBL4104832 10
CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1 CHEMBL415281 10
CC[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)c2ccccc2F)C2CC2)C1=O CHEMBL3986817 10
CC(=O)Nc1cc(CO[C@@H]2O[C@@H](COC(=O)c3ccccc3)[C@H](O[C@H]3OC4CO[C@@H](c5ccncc5)OC4[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)ccc1Cl CHEMBL2303721 10
COC(C[C@H](O)[C@@H](C)[C@H](O)COCc1ccccc1)OC CHEMBL1429765 10
CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N(C)[C@@H](C)C(N)=O CHEMBL1084620 10
CC(=O)O[C@H]1C[C@H]2[C@@H](CC[C@@H]3C[C@]4(CC[C@]23C)OO[C@]2(CC[C@]3(C)[C@H]5C[C@H](OC(C)=O)[C@@]6(C)[C@@H](CC[C@@H]6[C@H](C)CCC(N)=O)[C@@H]5CC[C@@H]3C2)OO4)[C@@H]2CC[C@H]([C@H](C)CCC(N)=O)[C@@]12C CHEMBL1253648 10
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCc3ccccc3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O CHEMBL574025 10
COc1ccc(OC2O[C@@H](C(=O)O[C@H]3C[C@H]4[C@@H](OC(C)=O)[C@@H]5[C@@H]6CN[C@@H]6CC[C@@]5(C)[C@@H](OC(C)=O)[C@H](OC(C)=O)C(=C3C)C4(C)C)[C@H](c3ccccc3)N2C(=O)c2ccccc2)cc1 CHEMBL273828 10
CCCCCCCO[C@@H]1[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O)O[C@H](CN)[C@H]1O CHEMBL4293719 10
