molregno,MolLogP,TPSA,NumRotatableBonds,MolWt,NumHAcceptors,NumHDonors
75271,6.343600000000006,32.34,5,486.50000000000006,2,1
296708,3.7428000000000035,37.38,5,383.43500000000006,3,0
244895,3.4456000000000024,37.38,5,365.44500000000005,3,0
296798,3.8819000000000035,37.38,5,401.4250000000001,3,0
244233,3.5847000000000024,37.38,5,383.43500000000006,3,0
296864,3.614480000000003,61.17,5,408.4450000000001,4,0
296660,3.0858000000000017,54.45,5,379.42800000000005,4,0
296856,4.396200000000004,37.38,5,417.8800000000001,3,0
296631,3.8819000000000035,37.38,5,401.42500000000007,3,0
296685,3.952900000000003,40.620000000000005,6,438.5150000000002,4,0
120674,3.831000000000003,41.93000000000001,7,373.46800000000013,4,1
296630,3.8819000000000035,37.38,5,401.42500000000007,3,0
296926,3.8941000000000017,85.05,7,490.5670000000002,7,1
