molregno,MolLogP,TPSA,NumRotatableBonds,MolWt,NumHAcceptors,NumHDonors
495175,4.873800000000004,48.47,7,457.4050000000002,4,1
495176,4.220400000000003,48.47,7,422.96000000000015,4,1
495177,3.5062000000000015,58.53,7,430.55200000000013,5,2
521527,2.718300000000001,21.259999999999998,3,227.30700000000002,2,1
521528,2.718300000000001,21.259999999999998,3,227.30700000000002,2,1
521529,2.5899800000000006,45.05,3,252.31699999999998,3,1
521530,2.857400000000001,21.259999999999998,3,245.297,2,1
521532,3.382600000000002,49.410000000000004,6,346.49600000000004,3,1
521606,2.9925000000000015,49.410000000000004,6,332.469,3,1
521692,3.2182000000000013,21.259999999999998,3,241.33399999999995,2,1
521763,3.0898800000000017,45.05,3,266.34399999999994,3,1
521766,2.4266000000000005,15.27,3,258.34,2,1
521767,2.7350200000000005,15.27,3,272.367,2,1
477718,4.388900000000003,84.14,4,423.5200000000001,5,2
477859,4.279100000000004,51.379999999999995,2,357.45700000000005,4,1
477720,3.786900000000003,62.46,3,412.5370000000001,4,1
477785,3.606700000000002,89.71000000000001,6,432.5240000000001,6,2
477719,2.502700000000001,92.0,4,437.5440000000001,6,1
477784,3.527000000000001,80.48,6,416.52500000000003,5,2
477786,4.251500000000003,80.48,5,436.94300000000015,5,2
478040,3.0650000000000013,81.97000000000001,4,400.48600000000005,7,1
477787,2.9845000000000015,84.14,4,373.46000000000004,5,2
478041,2.4267000000000003,81.97000000000001,4,364.4530000000001,7,1
478038,3.014500000000001,91.2,4,416.48500000000007,8,1
478039,3.0059000000000013,81.97000000000001,3,386.45900000000006,7,1
477966,2.4503000000000004,51.38,3,269.34799999999996,4,1
477965,2.7775000000000007,62.46000000000001,2,350.466,4,1
477967,3.691620000000002,84.58,5,417.5130000000001,6,1
477969,3.3832000000000013,84.58,5,403.48600000000005,6,1
477613,2.4801,58.64,4,392.9080000000002,4,1
477692,3.2603000000000018,58.64,4,420.9620000000002,4,1
477688,2.1715,58.64,4,372.4900000000002,4,1
477611,2.4801,58.64,4,392.9080000000002,4,1
477614,2.8702000000000005,58.64,4,406.93500000000023,4,1
477612,2.4801,58.64,4,392.9080000000002,4,1
477689,2.8702000000000005,58.64,4,406.93500000000023,4,1
556181,3.3655800000000022,30.27,2,303.40900000000005,3,0
566046,2.9867000000000017,40.54,0,303.446,2,1
557240,3.2327000000000026,40.540000000000006,0,317.47300000000007,2,1
555502,2.8592000000000017,49.769999999999996,2,347.49900000000014,3,1
566053,4.594600000000004,40.54,2,411.56100000000015,2,1
555513,4.8193000000000055,40.54,1,409.54500000000013,2,1
566054,4.958400000000006,40.54,1,427.53500000000014,2,1
557247,4.680200000000005,40.54,1,391.5550000000001,2,1
567909,3.5429000000000026,40.540000000000006,0,329.4840000000001,2,1
566064,4.075200000000003,53.43,1,392.5430000000001,3,1
557255,4.075200000000003,53.43,1,392.5430000000001,3,1
562574,3.470200000000002,66.32,1,393.5310000000001,4,1
562575,4.3476000000000035,66.32,2,433.5960000000002,4,1
555526,3.4788000000000023,75.55,2,423.5570000000002,5,1
560757,3.7786200000000028,66.32,1,407.5580000000001,4,1
567925,3.5119000000000025,78.35000000000001,2,422.57300000000015,5,2
566469,4.570120000000004,38.88,4,389.4780000000001,5,0
564683,4.261700000000003,38.88,4,375.45100000000014,5,0
566468,4.261700000000003,38.88,4,375.45100000000014,5,0
568291,4.866700000000004,25.990000000000002,4,374.46300000000014,4,0
566456,3.685900000000003,27.54,7,409.5530000000001,5,0
561162,4.078200000000003,51.55,7,434.5840000000003,6,1
566455,4.208700000000003,42.32000000000001,6,422.54800000000034,5,1
557620,3.116600000000002,44.53,6,382.4830000000001,5,1
564651,3.7707000000000033,33.53,7,396.5100000000001,5,0
566439,4.420400000000004,42.760000000000005,7,448.61100000000033,6,0
561148,4.550900000000004,33.53,6,436.5750000000001,5,0
566438,3.6236000000000024,33.53,5,364.4930000000001,5,0
566437,3.923420000000003,24.3,4,348.49400000000014,4,0
566436,3.754100000000003,24.3,4,352.4570000000001,4,0
152819,3.4122000000000012,70.05,5,432.5030000000001,6,1
582866,3.6334000000000017,90.11999999999999,5,419.3950000000001,8,1
582886,3.120120000000002,103.00999999999999,5,404.4590000000001,10,1
582585,3.4440000000000026,32.34,4,296.414,2,1
582443,3.299900000000002,32.34,4,296.414,2,1
582569,1.9632999999999998,49.410000000000004,4,304.41500000000013,3,1
582570,2.410820000000001,49.410000000000004,4,336.432,3,1
582588,2.3534000000000006,49.410000000000004,4,318.4420000000002,3,1
582411,1.9632999999999998,49.410000000000004,4,304.41500000000013,3,1
582424,3.330400000000001,32.34,4,296.41400000000004,2,1
582426,2.5502000000000002,32.34,3,268.36,2,1
578234,3.7767800000000022,65.78,1,311.344,3,1
594163,3.445400000000001,79.46000000000001,10,418.3460000000001,5,3
594162,3.525800000000002,87.3,9,430.3570000000001,4,3
594040,3.999200000000002,70.23,10,416.37400000000014,4,3
594174,4.127100000000003,75.27,8,427.35300000000007,3,2
600582,3.442400000000003,70.83,7,480.5310000000003,6,1
600581,4.405100000000004,70.83,8,528.5750000000002,6,1
600580,4.623900000000004,50.6,7,504.47500000000025,5,0
600501,3.6914000000000025,50.6,6,436.47800000000007,5,0
600500,3.8632000000000035,50.6,6,440.5630000000003,5,0
600499,3.5606000000000027,41.370000000000005,4,424.44200000000006,4,0
600498,3.950700000000003,41.370000000000005,5,438.46900000000005,4,0
600427,3.301300000000002,50.6,5,422.4510000000001,5,0
600359,2.959100000000001,59.39,5,408.42400000000015,5,1
600358,3.2184000000000017,50.160000000000004,4,410.41500000000013,4,1
596544,3.116900000000001,21.259999999999998,4,286.202,2,1
611952,3.4007000000000014,59.27,5,412.57800000000015,5,1
406867,3.9966200000000027,77.73,10,508.6630000000003,7,1
622269,4.582000000000004,56.67,4,491.5820000000002,4,1
622268,4.582000000000004,56.67,4,491.5820000000002,4,1
622173,4.534900000000004,43.78,4,468.5880000000003,3,1
622027,3.2700000000000014,52.57,3,414.49600000000015,3,2
622829,4.175900000000004,56.67,3,471.59200000000027,4,1
622760,5.059100000000005,43.78,3,506.58400000000023,3,1
619908,5.086400000000005,16.130000000000003,5,336.50399999999996,3,0
620004,4.552200000000004,16.130000000000003,5,310.466,3,0
620078,4.691300000000004,16.130000000000003,5,328.456,3,0
555670,4.552200000000004,16.130000000000003,5,310.466,3,0
619907,4.2100000000000035,24.92,5,296.439,3,1
619909,4.696300000000004,16.130000000000003,5,322.477,3,0
621022,3.2891200000000023,29.020000000000003,5,293.4140000000001,3,0
621024,3.6341000000000028,29.020000000000003,5,313.8320000000001,3,0
621088,3.1198000000000015,29.020000000000003,5,297.3770000000001,3,0
621089,3.642700000000003,38.25000000000001,6,343.858,4,0
621091,3.6341000000000028,29.020000000000003,5,313.8320000000001,3,0
621093,3.850120000000003,29.020000000000003,5,307.441,3,0
621170,4.347300000000004,16.130000000000003,5,316.445,3,0
628928,3.288800000000002,33.95,3,306.413,4,0
628925,4.032900000000003,21.060000000000002,3,323.415,3,0
628854,4.032900000000003,21.060000000000002,3,323.415,3,0
628852,5.361620000000005,33.95,4,394.5880000000003,5,0
628785,5.605300000000006,30.29,5,403.5700000000003,4,0
628784,4.6810000000000045,30.29,5,363.5050000000001,4,0
628783,5.735800000000006,21.060000000000002,4,391.5340000000003,3,0
628782,4.811500000000004,21.060000000000002,4,351.4690000000001,3,0
628711,3.0245000000000015,30.290000000000003,3,299.4180000000001,4,0
628708,2.8820000000000014,30.29,5,287.40700000000004,4,0
628707,3.9245000000000028,30.290000000000003,5,335.4510000000001,4,0
154580,5.709500000000005,47.61000000000001,3,489.35300000000035,3,2
364123,4.191300000000002,60.91,2,385.32000000000005,4,1
244233,3.5847000000000024,37.38,5,383.43500000000006,3,0
296798,3.8819000000000035,37.38,5,401.4250000000001,3,0
632792,4.9680000000000035,34.14,4,356.39300000000003,2,0
632898,4.066900000000002,77.23,5,399.418,3,1
632899,4.882200000000004,54.37,5,382.456,3,1
632977,4.882200000000004,54.37,5,382.456,3,1
120674,3.831000000000003,41.93000000000001,7,373.46800000000013,4,1
632528,4.093300000000003,68.46000000000001,6,379.46000000000015,6,0
632526,3.6517000000000017,44.81,4,306.413,3,1
632527,3.6517000000000017,44.81,4,306.413,3,1
632525,3.9601200000000025,44.81,4,320.44000000000005,3,1
632472,3.970520000000003,33.95,4,334.4670000000001,4,0
403097,3.970520000000003,33.95,4,334.4670000000001,4,0
632471,4.268540000000003,44.81,4,334.4670000000001,3,1
632469,4.521600000000004,29.270000000000003,4,306.40900000000005,3,0
632470,4.990100000000004,16.130000000000003,4,322.47700000000003,3,0
632198,4.990100000000004,16.130000000000003,4,322.47700000000003,3,0
632197,3.718600000000002,41.910000000000004,4,318.42400000000004,4,0
632196,3.7272000000000025,51.14000000000001,5,348.45000000000005,5,0
403093,4.627220000000004,45.150000000000006,5,401.5580000000003,5,0
632195,5.694020000000005,41.910000000000004,5,408.54900000000015,4,0
632092,4.497900000000004,19.37,4,337.511,3,0
632091,5.918900000000007,19.370000000000005,5,399.5820000000003,3,0
632090,5.079500000000005,38.13,5,409.53300000000013,4,0
632089,6.052100000000006,29.020000000000003,5,399.5630000000001,4,0
632088,6.422020000000006,29.020000000000003,5,419.61900000000014,5,0
632622,5.1505200000000055,54.800000000000004,5,415.56600000000014,6,0
631496,4.530120000000005,41.49000000000001,5,422.5980000000003,6,0
631497,5.755520000000006,41.910000000000004,5,414.57800000000015,5,0
631498,5.755520000000006,41.910000000000004,5,414.57800000000015,5,0
631499,5.095920000000005,46.84,5,433.50600000000014,5,0
631568,6.545420000000006,42.160000000000004,5,431.9670000000002,4,0
631569,6.545420000000006,42.160000000000004,5,431.9670000000002,4,0
631570,5.982500000000007,33.95,5,430.9830000000001,4,0
631571,5.892020000000006,42.160000000000004,5,397.52200000000016,4,0
631649,5.538300000000005,29.020000000000003,4,373.5250000000001,4,0
631650,6.0994200000000065,33.43000000000001,4,426.58900000000017,5,0
631651,4.341220000000003,46.32000000000001,4,377.5170000000001,6,0
631652,4.230800000000004,33.95,4,364.51800000000014,5,0
631653,4.884720000000005,33.43000000000001,4,370.5000000000001,4,0
631732,4.871800000000005,41.910000000000004,4,368.4840000000001,4,0
403099,5.180220000000006,41.910000000000004,4,382.51100000000014,4,0
631733,4.795100000000004,34.59,4,374.4840000000002,4,0
631734,4.861780000000005,39.92,4,347.4870000000001,4,0
631735,5.351970000000006,49.21,6,393.55600000000015,5,1
631805,4.323600000000003,29.020000000000003,4,317.43600000000004,3,0
631806,5.755520000000006,41.910000000000004,5,414.57800000000015,5,0
631807,5.817020000000006,41.910000000000004,5,420.60700000000014,6,0
631808,5.348520000000006,55.050000000000004,5,404.53900000000016,6,0
631809,4.052300000000003,47.480000000000004,4,361.44500000000016,5,0
403095,4.588140000000004,46.32000000000001,4,385.51500000000016,5,0
631885,3.3663000000000016,59.21000000000001,4,358.44900000000007,6,0
267366,4.998280000000005,40.17,4,330.4310000000001,3,0
632402,4.800280000000004,39.92,4,341.4580000000001,3,0
632403,3.2616000000000023,16.130000000000003,3,240.35000000000005,2,0
632404,3.570020000000002,16.130000000000003,3,254.37700000000004,2,0
632405,4.139000000000004,16.130000000000003,4,280.41500000000013,2,0
632468,4.559100000000004,16.130000000000003,3,296.4580000000001,2,0
632620,4.385100000000004,29.020000000000003,4,323.46500000000003,4,0
632621,3.7550000000000026,28.490000000000002,4,325.4810000000001,4,0
632336,5.001940000000006,29.020000000000003,4,351.5190000000001,4,0
632337,4.323600000000003,29.020000000000003,4,317.43600000000004,3,0
632338,4.323600000000003,29.020000000000003,4,317.43600000000004,3,0
632339,4.977000000000005,29.020000000000003,4,351.88100000000003,3,0
632401,4.632020000000004,29.020000000000003,4,331.4630000000001,3,0
632262,4.940440000000005,29.020000000000003,4,345.4900000000001,3,0
632263,4.812120000000005,52.81,4,370.50000000000017,4,0
632264,4.039340000000003,72.11,5,388.5150000000002,4,1
632265,5.0480000000000045,49.25,4,401.4320000000001,4,1
632266,3.718600000000002,41.910000000000004,4,318.42400000000004,4,0
632335,6.753900000000005,41.910000000000004,5,469.44100000000014,5,0
632018,6.0521000000000065,29.020000000000003,5,399.5630000000001,4,0
632019,6.388200000000006,51.14,7,498.5740000000002,6,0
632020,7.027020000000006,16.130000000000003,5,418.63100000000014,4,0
631954,6.729520000000005,33.95,5,465.4280000000002,4,0
403091,4.817720000000004,46.84,5,397.5260000000001,5,0
632017,6.144940000000005,46.84,5,479.5500000000002,5,0
403068,4.611420000000004,68.96000000000001,7,442.5670000000003,7,0
631953,4.278720000000003,62.970000000000006,6,441.5830000000002,7,0
632618,4.533440000000004,42.160000000000004,4,335.45100000000014,4,0
632619,4.6791000000000045,42.160000000000004,4,386.29300000000006,4,0
632529,4.401720000000004,68.46000000000001,6,393.4870000000002,6,0
633300,2.9628000000000005,78.95,4,465.5750000000003,5,1
633899,2.5176,48.050000000000004,2,305.38500000000005,4,1
633822,2.7825000000000006,45.400000000000006,2,306.369,5,0
633823,3.251000000000002,32.260000000000005,2,322.43700000000007,5,0
633825,2.5176,48.050000000000004,2,305.38500000000005,4,1
633897,3.536400000000002,48.050000000000004,2,373.38200000000006,4,1
633900,2.8260200000000006,48.050000000000004,2,319.4120000000001,4,1
633901,2.0362999999999998,32.260000000000005,2,266.348,4,0
632725,2.7825000000000006,45.400000000000006,2,306.369,5,0
632726,3.251000000000002,32.260000000000005,2,322.43700000000007,5,0
632728,2.5176000000000007,48.050000000000004,2,305.38500000000005,4,1
632729,3.536400000000002,48.050000000000004,2,373.38200000000006,4,1
632813,2.5176,48.050000000000004,2,305.38500000000005,4,1
632814,2.0362999999999998,32.260000000000005,2,266.348,4,0
632815,2.7825000000000006,45.400000000000006,2,306.369,5,0
632816,3.251000000000002,32.260000000000005,2,322.43700000000007,5,0
632919,2.5176000000000007,48.050000000000004,2,305.38500000000005,4,1
632920,3.536400000000002,48.050000000000004,2,373.38200000000006,4,1
632921,2.5176,48.050000000000004,2,305.38500000000005,4,1
632922,2.641300000000001,19.37,2,265.36,3,0
632999,3.387500000000002,32.510000000000005,2,305.38100000000003,4,0
633000,3.8560000000000034,19.37,2,321.44900000000007,4,0
633001,2.5176,48.05,2,305.38500000000005,4,1
633002,3.122600000000001,35.16,2,304.39700000000005,3,1
633003,4.1414000000000035,35.16,2,372.39400000000006,3,1
633071,3.122600000000001,35.16,2,304.39700000000005,3,1
633072,3.122600000000001,35.16,2,304.39700000000005,3,1
649486,4.191200000000004,12.96,9,406.6180000000002,4,0
649485,4.8080400000000045,12.96,9,434.67200000000025,4,0
649487,4.208400000000004,31.420000000000005,11,466.67000000000024,6,0
649356,5.4980000000000055,12.96,9,475.50800000000027,4,0
649355,3.5862000000000025,25.85,9,407.6060000000002,5,0
649358,3.8946200000000033,25.85000000000001,9,421.63300000000027,5,0
651525,4.499620000000004,12.96,9,420.6450000000002,4,0
651554,4.739400000000005,25.85,9,457.66600000000034,5,0
651555,3.8946200000000033,25.85,9,421.6330000000002,5,0
651556,4.203040000000003,25.85,9,435.66000000000025,5,0
651560,5.047820000000005,25.85,9,471.69300000000027,5,0
651561,4.853200000000005,22.190000000000005,10,471.08900000000017,5,0
2261,3.7227000000000023,30.869999999999997,0,326.8310000000001,4,1
34197,3.4392200000000015,30.869999999999997,0,312.4420000000001,5,1
155006,4.859300000000004,44.81,7,448.39400000000023,4,1
494033,4.073420000000003,48.72,7,391.51500000000016,4,1
387889,6.7609000000000075,71.16,8,502.70300000000026,5,1
493093,3.2388200000000014,57.7,4,402.49800000000016,5,1
493094,3.2631200000000016,48.910000000000004,4,416.5250000000001,5,0
521630,3.2388200000000014,57.7,4,402.49800000000016,5,1
521709,3.2631200000000016,48.910000000000004,4,416.5250000000001,5,0
702138,3.9860200000000026,46.42000000000001,4,425.5360000000002,6,0
700767,4.2944400000000025,46.42000000000001,4,439.5630000000002,6,0
700768,4.602860000000003,46.42000000000001,4,453.59000000000026,6,0
700862,5.004820000000004,46.42000000000001,4,493.5330000000002,6,0
700863,3.9860200000000026,46.42000000000001,4,425.5360000000002,6,0
700960,3.689440000000002,59.31000000000001,4,440.5510000000002,7,0
700766,3.689440000000002,59.31000000000001,4,440.5510000000002,7,0
700860,2.77602,72.20000000000002,4,427.51200000000017,8,0
700861,4.162720000000003,72.72,6,497.5990000000003,8,0
700958,4.188620000000004,63.49000000000001,5,467.5730000000002,7,0
700959,4.3564200000000035,68.01,6,496.61500000000024,8,0
701047,3.687820000000002,66.73,5,496.61500000000024,7,0
701048,3.857700000000002,70.21000000000001,4,450.5460000000002,7,0
701137,3.0849200000000003,89.51,5,468.56100000000026,7,1
701223,4.124220000000004,75.52000000000001,6,510.6420000000003,7,1
701307,3.8782200000000016,75.52000000000001,6,508.6260000000003,7,1
701393,4.268320000000003,75.52000000000001,6,522.6530000000002,7,1
701484,4.658420000000003,75.52000000000001,6,536.6800000000002,7,1
701573,4.125820000000002,75.52000000000001,7,522.6530000000002,7,1
701665,3.831920000000002,66.73,5,508.6260000000004,7,0
701763,4.222020000000003,66.73,5,522.6530000000004,7,0
701854,4.6121200000000036,66.73,5,536.6800000000003,7,0
701949,3.458420000000001,75.96000000000001,5,538.6520000000003,8,0
707894,3.8134000000000023,44.81,6,419.50000000000017,4,1
155006,4.859300000000004,44.81,7,448.39400000000023,4,1
707321,4.034100000000003,27.740000000000002,6,387.52700000000004,4,1
706142,3.9525000000000023,44.81,6,437.4900000000002,4,1
707436,4.173200000000003,27.740000000000002,6,405.51700000000017,4,1
706141,4.203500000000003,44.81,7,433.5270000000002,4,1
707774,3.8134000000000023,44.81,6,419.50000000000017,4,1
707435,4.4242000000000035,27.740000000000002,7,401.55400000000026,4,1
707543,4.5633000000000035,27.740000000000002,7,419.54400000000015,4,1
707659,4.064400000000004,44.81,7,415.5370000000001,4,1
706259,4.342600000000004,44.81,7,451.51700000000017,4,1
707893,4.203500000000003,44.81,7,433.5270000000002,4,1
707544,3.6743000000000023,44.81,6,401.51000000000005,4,1
707660,3.8134000000000023,44.81,6,419.50000000000017,4,1
615595,4.452580000000004,52.81,5,374.41000000000014,4,0
615598,4.2045800000000035,52.81,5,326.48800000000017,4,0
710319,3.620180000000002,73.11999999999999,7,419.4510000000002,5,0
697248,5.190580000000004,73.11999999999999,9,495.54900000000026,5,0
710424,5.258780000000004,69.88,6,438.45300000000015,4,0
710524,2.9589800000000013,69.80000000000001,4,307.275,4,1
710526,4.271480000000003,78.67,7,390.40900000000005,4,1
615596,4.744880000000004,61.6,8,376.42600000000004,4,1
710632,3.1860800000000022,61.6,5,320.318,4,1
709083,4.118580000000002,61.6,6,388.31500000000005,4,1
709084,3.214080000000002,56.050000000000004,5,389.4250000000001,5,0
709192,3.2988800000000014,62.04,5,376.3820000000001,5,0
709193,3.2026800000000017,70.83,8,364.37100000000004,5,1
709301,3.4233800000000025,73.03999999999999,5,390.4090000000001,5,1
709302,4.473780000000003,74.49000000000001,6,383.377,5,1
709509,2.0415799999999997,104.69,7,363.343,5,2
709510,2.8201800000000006,104.69,7,391.3970000000001,5,2
709608,2.57418,104.69,7,389.38100000000003,5,2
709609,2.9642800000000005,104.69,7,403.408,5,2
709510,2.8201800000000006,104.69,7,391.3970000000001,5,2
459318,5.704270000000005,98.18,5,496.39800000000037,4,3
717067,5.154600000000003,77.24000000000001,6,475.4920000000002,7,1
715495,4.860300000000004,71.17,6,447.4820000000001,6,2
715496,5.595400000000004,71.17,6,475.5360000000002,6,2
715618,5.421300000000003,71.17,6,461.5090000000001,6,2
715619,5.570600000000002,68.01,6,459.49300000000017,6,1
715852,4.466900000000002,94.03,6,460.48100000000017,6,2
715853,4.466900000000002,94.03,6,460.48100000000017,6,2
715964,4.606000000000002,94.03,6,478.4710000000001,6,2
715965,4.606000000000002,94.03,6,478.4710000000001,6,2
716072,4.606000000000002,94.03,6,478.4710000000001,6,2
1055266,5.160220000000004,48.470000000000006,6,450.5860000000001,4,1
1055279,5.5519200000000035,60.50000000000001,6,465.6010000000001,4,2
1055274,4.925140000000004,61.36000000000001,6,471.63000000000017,6,1
1054187,3.279420000000001,65.54,6,424.5700000000001,5,1
1055276,4.049320000000003,60.50000000000001,6,417.55700000000013,4,2
1054196,3.8645200000000024,48.91000000000001,5,416.5250000000002,5,0
1055262,3.8663200000000026,48.470000000000006,5,388.51500000000004,4,1
1054194,3.437520000000001,51.71000000000001,5,415.54100000000017,4,1
1058462,3.182100000000002,79.61000000000001,5,434.46400000000017,4,1
1059279,3.410400000000002,34.15,3,280.37100000000004,3,1
1059486,3.2820800000000014,57.94,3,305.381,4,1
1059490,3.2820800000000014,57.94,3,305.381,4,1
1059493,3.153760000000001,81.72999999999999,3,330.391,5,1
1059492,3.2820800000000014,57.94,3,305.381,4,1
1057932,3.149300000000002,50.94,5,277.371,3,2
1058164,3.860400000000003,51.38,4,333.435,4,1
1057939,1.9478,60.17,2,243.30999999999995,4,2
50822,1.2187999999999997,62.300000000000004,2,291.37600000000003,4,1
562359,2.1737,68.01,3,247.34200000000004,3,2
695650,0.9243999999999994,82.53,2,307.37500000000006,5,2
1062928,3.8042000000000025,56.56,4,451.6590000000002,6,2
1069697,4.649600000000004,61.8,5,367.468,3,2
1069698,4.649600000000004,61.8,5,367.468,3,2
1072306,2.6884000000000006,99.41000000000001,7,417.8970000000002,7,1
1140097,4.926300000000005,30.29,5,399.5350000000002,5,0
1140098,5.172300000000005,30.290000000000003,7,401.5510000000002,5,0
1140103,4.268900000000004,50.519999999999996,7,419.97800000000024,6,1
1140104,4.659000000000004,50.519999999999996,8,434.0050000000003,6,1
1140105,5.047500000000005,50.519999999999996,8,448.0320000000003,6,1
1140106,4.801500000000004,50.519999999999996,5,446.01600000000025,6,1
1140107,5.455600000000006,39.519999999999996,6,460.0430000000004,6,0
1140108,4.677000000000004,39.519999999999996,5,431.9890000000002,6,0
1138802,8.29560000000001,93.05000000000001,18,734.7649999999999,7,1
1138803,7.248120000000009,78.49000000000001,18,699.7160000000001,7,1
1138804,7.163320000000009,72.5,18,712.759,7,1
1138805,6.541020000000008,115.43,20,776.8240000000001,8,2
1138806,7.310920000000008,110.39000000000001,20,769.811,7,3
1138807,7.37262000000001,89.49000000000001,17,713.7430000000002,7,2
1138808,7.800920000000009,95.56000000000002,19,767.791,8,1
1138809,7.322420000000009,106.56000000000002,18,739.7370000000002,7,2
1138810,6.869220000000008,115.87000000000002,20,824.843,9,1
1138812,8.327820000000008,121.86000000000001,20,853.881,10,1
1138813,8.226240000000008,167.42,20,895.8300000000002,11,1
1138814,7.856620000000009,106.56000000000002,19,753.764,7,2
1138815,7.712520000000009,106.56000000000002,18,741.7530000000002,7,2
1138816,8.102620000000009,106.56000000000002,19,755.7800000000001,7,2
1138817,8.49272000000001,106.56000000000002,20,769.807,7,2
1138818,8.882820000000008,106.56000000000002,21,783.8340000000002,7,2
1138819,8.636820000000007,106.56000000000002,19,781.8179999999999,7,2
1138820,7.481520000000009,115.79,20,771.7790000000001,8,2
1138958,6.3136200000000064,132.5,19,816.8450000000001,9,2
1138959,7.137720000000008,123.72000000000001,19,777.7939999999998,9,2
1138973,3.891700000000003,87.39,6,425.4510000000001,5,3
1138979,3.8933000000000026,87.39,7,437.4620000000001,5,3
1138980,4.283400000000003,87.39,7,451.48900000000015,5,3
1143056,3.605220000000002,53.080000000000005,4,345.45000000000016,5,2
1145066,3.662600000000002,70.23,7,460.4050000000002,3,3
1145067,4.151700000000002,70.23,7,486.44300000000015,3,3
1145886,5.0623200000000015,61.03,5,380.1970000000002,4,1
1138803,7.248120000000009,78.49000000000001,18,699.7160000000001,7,1
1158945,4.175100000000004,60.03,13,480.6490000000003,5,1
1158950,4.027000000000004,82.03,13,561.7230000000003,7,1
1158951,4.680400000000005,82.03,13,596.1680000000001,7,1
1158952,3.5764000000000022,54.34,5,434.3670000000002,4,1
1158953,4.155400000000003,63.57,9,506.47400000000033,5,1
1158954,3.5020000000000024,63.57,9,472.0290000000002,5,1
1158955,3.5020000000000024,63.57,9,472.0290000000002,5,1
1158956,3.7653000000000016,63.57,8,492.4470000000003,5,1
1158957,4.422680000000003,78.13,8,501.4580000000003,5,1
1158958,4.032580000000003,78.13,7,487.43100000000027,5,1
1158960,3.4749000000000017,92.67000000000002,8,535.4720000000004,6,2
1159106,3.6347000000000023,75.6,9,507.46200000000033,6,2
1159108,3.611100000000002,63.57,9,516.4800000000004,5,1
1159109,3.919520000000004,63.57,9,530.5070000000002,5,1
1159110,4.5156000000000045,63.57,10,513.6820000000002,5,1
1159111,4.001800000000004,63.57,9,487.64400000000023,5,1
1159113,3.3968000000000025,76.46000000000001,9,488.63200000000023,6,1
1159116,3.9142000000000037,68.5,9,511.0660000000003,6,1
1159117,4.023300000000003,68.5,9,555.5170000000003,6,1
1159119,4.411700000000003,59.27,7,512.6290000000002,5,1
1159120,4.550800000000004,59.27,7,530.619,5,1
1159121,4.550800000000004,59.27,7,530.619,5,1
1159123,3.806700000000002,72.16,7,513.6170000000002,6,1
1159124,3.806700000000002,72.16,7,513.6170000000002,6,1
1138973,3.891700000000003,87.39,6,425.4510000000001,5,3
1172947,4.529200000000004,15.71,7,344.5430000000002,3,0
1172946,4.785100000000004,38.77,8,367.4890000000002,4,0
1172945,5.234500000000006,32.78,7,406.5700000000004,3,0
1172944,4.6170000000000035,21.700000000000003,7,325.45200000000006,3,0
1172943,4.337100000000003,30.93,6,339.4350000000001,4,0
1172942,3.8354000000000026,21.700000000000003,6,303.446,3,0
1172941,4.183000000000003,21.700000000000003,6,303.446,3,0
1172940,3.931700000000003,15.71,6,302.46200000000005,3,0
1172939,4.989100000000005,12.47,6,301.47400000000005,2,0
1172938,4.508700000000004,12.47,6,285.431,2,0
1172937,2.7182000000000004,34.06,6,288.391,4,0
1172936,3.596400000000002,38.50000000000001,6,286.37500000000006,4,0
1172935,3.3419000000000016,30.29,6,299.418,4,0
1172934,3.331500000000002,41.15,6,285.391,3,1
1172773,3.792900000000003,21.700000000000003,6,289.419,3,0
1172772,4.201400000000003,25.61,6,285.387,3,0
1172771,4.669900000000004,12.47,6,301.4550000000001,3,0
1179170,4.154700000000004,56.75000000000001,7,420.55700000000036,4,0
27072,4.168600000000003,3.24,3,277.411,1,0
111060,7.217600000000008,29.540000000000003,9,469.6690000000001,3,0
418484,4.411120000000004,59.75000000000001,5,391.4670000000002,5,0
38764,5.3852000000000055,6.48,6,404.50400000000013,2,0
2223,4.435000000000003,21.259999999999998,6,309.33099999999996,2,1
36842,4.308100000000003,29.950000000000003,6,437.5310000000002,5,1
152751,3.6784000000000017,58.1,6,379.435,4,1
36662,3.738000000000002,75.74000000000001,10,406.482,5,3
27629,3.3542000000000023,12.47,6,255.36100000000002,2,0
469763,5.104400000000005,12.47,6,343.898,2,0
33373,1.7177999999999995,112.27000000000001,4,451.48300000000023,9,1
557741,3.358100000000001,86.05000000000001,9,465.95300000000015,6,2
165774,4.402200000000004,29.54,7,309.4940000000001,3,0
14367,3.812980000000003,36.26,5,324.399,3,0
6243,3.5328000000000026,15.27,4,266.388,2,1
2261,3.7227000000000023,30.869999999999997,0,326.8310000000001,4,1
6216,4.894400000000004,6.48,4,318.8730000000001,3,0
11005,4.697900000000004,3.24,0,287.4060000000001,1,0
6643,3.326500000000002,39.72,4,329.3710000000001,4,1
3965,2.8828400000000007,118.2,10,340.42699999999996,4,4
97,1.7845999999999997,106.95,4,383.40800000000013,8,1
10661,2.658400000000001,28.6,7,285.391,4,0
16505,3.942700000000003,29.950000000000003,6,403.9790000000002,5,1
20131,2.840420000000001,47.86,4,281.359,4,2
37266,4.580200000000004,9.72,4,373.95300000000015,4,0
4504,-0.1392,163.18,12,444.4880000000002,10,8
1052745,3.727300000000003,12.47,8,265.441,2,0
