doc_chembl_id	smarts	fraction_of_average_molecule_size
CHEMBL3421625	[#8]=&!@[#6](-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#7]1-&@[#6]-&@[#6]-&@[#7]2:&@[#6](-&@[#6]-&@1):&@[#7]:&@[#7]:&@[#6]:&@2-&!@[#6]	0.6434782608695653
CHEMBL3425511	[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@1):&@[#7]:&@[#6](:&@[#7]:&@2)-&!@[#6]#,-,=;!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.7506944444444444
CHEMBL3580651	[#6,#7]1:&@[#6,#7]:&@[#6]:&@[#6](:&@[#6,#7]:&@[#6,#7]:&@1)-&!@[#6]1:&@[#6]:&@[#7]:&@[#6](:&@[#7]:&@1)-&!@[#6]1-&@[#6]-&@[#6]2:&@[#6](-&@[#6](-&@[#7,#8]-&@1)-&!@[#6]):&@[#7]:&@[#6]1:&@[#6]:&@2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.6844850065189048
CHEMBL3580554	[#6]-&!@[#6](-&!@[#6](=&!@[#8])-&!@[#7]1-&@[#6]-,=;@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#7]1-&@[#6](=&!@[#8])-&@[#6]-&@[#6]-&@[#6]-&@1=,-;!@[#8]	0.9117647058823529
CHEMBL3603755	[#6]-&!@[#7]1-&@[#6]-&@[#6]2:&@[#6](-&@[#6]-&@1=&!@[#8]):&@[#6](:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#6](-&!@[#7])=&!@[#8]	0.5626255860683188
CHEMBL3611997	[#6,#8](-,=;!@[#6]=,-;!@[#6]-,=;!@[#6,#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.4732824427480916
CHEMBL3621069	[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#7]-&!@[#6]1:&@[#7]:&@[#6]:&@[#6]:&@[#6](:&@[#7]:&@1)-&!@[#7]1:&@[#6,#7]:&@[#6](:&@[#6](:&@[#6]:&@1)-&!@[#6]-&!@[#7])-&!@[#6]	0.6779661016949152
CHEMBL3621104	[#7,#8]-,=;!@[#6](=,-;!@[#8,#7])-&!@[#6]1-&@[#6]-&@[#6]2:&@[#6](-&@[#7]-&@1-&!@[#6](=,-;!@[#8,#6])-,=;!@[#6,#8]):&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2	0.6045627376425856
CHEMBL3632544	[#6,#8]-,=;!@[#6](=,-;!@[#8,#6])-&!@[#7]1-&@[#6]-&@[#6]-&@[#6]-&@[#7,#6]2:&@[#6,#7]-&@1:&@[#6,#7,#8,#16]:&@[#6](:&@[#7,#6]:&@2)-&!@[#6]-&!@[#8,#7,#16]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6,#7]:&@[#6,#7]:&@[#6]:&@1	0.8936170212765958
CHEMBL3734751	[#6]-&!@[#6]-&!@[#6,#8,#16]-&!@[#6]1:&@[#7]:&@[#6]2:&@[#6](:&@[#7]:&@1-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#6]):&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2-&!@[#6])-&!@[#6](=&!@[#8,#16])-&!@[#7]-&!@[#6]-&!@[#6]	0.7623369256948384
CHEMBL3758163	[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]2:&@[#6](:&@[#16]:&@1):&@[#7]:&@[#6]:&@[#7]:&@[#6]:&@2-&!@[#7]-&!@[#6]	0.5951293759512938
CHEMBL3758160	[#6](=&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]=&!@[#6]-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6,#7]:&@[#6]:&@1	0.700583819849875
CHEMBL3763144	[#6,#7]1:&@[#7,#6]:&@[#6](:&@[#7,#6]:&@[#7]:&@1-&!@[#6]1:&@[#7]:&@[#6]:&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6,#7]:,-;@[#6,#7]:,-;@[#6,#7]:,-;@1	0.7157991708889913
CHEMBL3769379	[#6,#9]-&!@[#8,#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#6,#7]:&@1):&@[#7,#6]:&@[#6]:&@[#6](:&@[#6]:&@2)-&!@[#6]1:&@[#7]:&@[#7](:&@[#6](:&@[#6]:&@1-&!@[#6](-&!@[#7])=&!@[#8])-&!@[#7])-&!@[#6]	0.8207253886010363
CHEMBL3769365	[#6,#8]-,=;!@[#6,#7]-&!@[#7,#6]1:&@[#6]:&@[#7,#6]:&@[#6]:&@[#6]:&@[#6,#7](:&@[#6](:&@[#6,#7]:&@[#6]:&@1)-&!@[#6,#17])-&!@[#6,#16,#17]	0.545679012345679
CHEMBL3774320	[#6]-&!@[#6]1:&@[#6,#7]:&@[#7,#6]:&@[#6](:&@[#7,#6]:&@1)-&!@[#6]1-&@[#6]-&@[#6]2:&@[#6](-&@[#6](-&@[#7]-&@1)-&!@[#6]):&@[#7]:&@[#6]1:&@[#6]:&@2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.6189111747851003
CHEMBL3774372	[#6]1:,-;@[#6,#7]:,-;@[#6]:,-;@[#6]:,-;@[#6](:,-;@[#6]:,-;@1)-&!@[#8,#6]-&!@[#6,#7]	0.19018715225088517
CHEMBL3785091	[#8,#6]=,-;!@[#6](-,=;!@[#8,#6,#7])-&!@[#6,#7]1-&@[#6,#7,#8]-,=;@[#6,#8,#16]=,-,:;@[#7,#6,#8,#16]-,:;@[#7,#6,#16]-&@1	0.27847013321873654
CHEMBL3784951	[#7,#8]-,=;!@[#6](=,-;!@[#8,#7])-&!@[#6]1:&@[#7,#6,#8]:&@[#7,#8]:&@[#6](:&@[#8,#6,#7]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.42073628850488354
CHEMBL3797190	[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#6]-&!@[#16]-&!@[#6]1:&@[#7]:&@[#7]:&@[#6](:&@[#16,#8]:&@1)-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6,#7]:,-;@[#6]:,-;@[#6]:,-;@1	0.7251908396946565
CHEMBL3804799	[#7,#6]-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#7](:&@[#7]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)=&!@[#8]	0.7241379310344828
CHEMBL3826935	[#8,#6,#9]-&!@[#6](-&!@[#6,#8,#9])-&!@[#6,#8]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6,#7]:&@[#6]:&@[#6,#7]:&@1	0.4377104377104377
CHEMBL3853265	[#6,#7]1:&@[#6]:&@[#6](-&!@[#7]-&!@[#16](=&!@[#8])(=&!@[#8])-&!@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2-&!@[#17,#6,#8]):&@[#6]:&@[#6,#7]:&@[#6]:&@1	0.758364312267658
CHEMBL3853327	[#6]-&!@[#6]1:&@[#6]:&@[#6](-&!@[#6]):&@[#6](:&@[#6](:&@[#6]:&@1)-&!@[#6])-&!@[#8]-&!@[#6]1:&@[#7]:&@[#6](-&!@[#7]-&!@[#6]2-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@2)-&!@[#6]-&!@[#6]2:&@[#6]:&@[#6]:&@[#7,#6]:&@[#6]:&@[#6]:&@2):&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#16]:&@[#6]:&@[#6]:&@2	0.9072164948453608
CHEMBL3853331	[#6]-&!@[#6]1-&@[#6]-&@[#6](=&@[#7]-&@[#7]-&@1-&!@[#6](=,-;!@[#8,#7])-,=;!@[#7,#6,#8,#16])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6,#7]:&@[#6,#7]:&@[#6]:&@1	0.5039787798408488
CHEMBL3856276	[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@1)-&@[#6]-&@[#6]-&@[#7]1-&@[#6]-&@2-&@[#6]-&@[#6]2:&@[#6]3:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@3:&@[#7]:&@[#6]:&@2-&@[#6]-&@1	0.7607244995233556
CHEMBL3860059	[#6]-&!@[#6]-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1-&!@[#6]1:&@[#7]:&@[#6]2:&@[#6](-&!@[#6]-&!@[#6]):&@[#7]:&@[#7](:&@[#6]:&@2:&@[#6](:&@[#7]:&@1)=&!@[#8])-&!@[#6])-&!@[#6,#7,#8,#16]	0.6551515151515152
CHEMBL3860061	[#6]-&!@[#6]-&!@[#6,#7]-&!@[#6]-&!@[#6,#7]1:,-;@[#6]:,-;@[#6]:,-;@[#6,#7](:,-;@[#6]:,-;@[#6]:,-;@1)-&!@[#8,#6]	0.4989451476793249
CHEMBL3862029	[#6]#,=;!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@1)-&@[#8]-&@[#6](-&!@[#6]-&!@[#7](-&!@[#6])-&!@[#6](=,-;!@[#8,#7,#16])-,=;!@[#7,#6,#8])-&@[#6](-&@[#6]-&@[#7](-&@[#16]-&@2(=&!@[#8])=&!@[#8])-&!@[#6](-&!@[#6])-&!@[#6]-&!@[#8,#7])-&!@[#6]	0.6877962085308057
CHEMBL3865829	[#8,#7,#17]-&!@[#6]1:&@[#7]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1-&!@[#7]-&!@[#16](=&!@[#8])(=&!@[#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#9])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@1):&@[#6](:&@[#6]:&@[#6]:&@[#7]:&@2)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]	0.84765625
CHEMBL3994586	[#8]=&!@[#6](-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#16]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6,#7]:&@[#6,#7]:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1-&!@[#9,#6])-&!@[#8]	0.8135593220338984
CHEMBL3994677	[#6](-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6]1:&@[#6](-&!@[#6]-&!@[#7]2-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@2):&@[#6](-&!@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2):&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.7600297176820208
CHEMBL4002640	[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6](:&@[#6,#7]:&@1)-&!@[#6,#7,#17])-&!@[#6]-&!@[#6](-&!@[#6]1:&@[#6]:&@[#6,#7]:&@[#6,#7]:&@[#7,#6]:&@[#6,#7]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#7,#6]:&@[#6,#7]:&@1	0.717948717948718
CHEMBL4004830	[#6]-&!@[#6]1:&@[#7]:&@[#6](:&@[#16]:&@[#6]:&@1-&!@[#6]1:&@[#6]:&@[#6]:&@[#7]:&@[#6](:&@[#7]:&@1)-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#7]:&@1)-&!@[#7,#6])-&!@[#7]-&!@[#6]	0.6694078947368421
CHEMBL4007421	[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#16](=&!@[#8])(=&!@[#8])-&!@[#6]1:&@[#6]:&@[#7]:&@[#6]2:&@[#6](:&@[#6]:&@1-&!@[#7,#6]1-,:;@[#6]-,:;@[#6]-,:;@[#8,#6]-,:;@[#6]-,:;@[#6]-,:;@1):&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2	0.8606444505645828
CHEMBL4007422	[#8]=&!@[#16,#6](-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#7]1:&@[#6,#7]:&@[#6](:&@[#6]2:&@[#6]:&@1:&@[#6,#7]:&@[#6]:&@[#6]:&@[#6,#7]:&@2)-&!@[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#7]-&@[#6]-&@[#6]-&@1	0.8092105263157894
CHEMBL4007489	[#6]-,=;!@[#7,#6]-&!@[#6](=&!@[#16,#8])-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@1):&@[#6](:&@[#7]:&@[#6]:&@[#7]:&@2)-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6,#7]:&@[#6]:&@1	0.732394366197183
CHEMBL4011608	[#8,#6]-&!@[#6,#7]1:&@[#7,#6]:&@[#6,#7,#8]:&@[#6,#8]:&@[#6,#8]:&@[#6,#7]:&@[#6,#7]:&@[#6,#8]:&@[#8,#6]:&@1	0.5477308294209703
CHEMBL4011618	[#6]-&!@[#7]-&!@[#6](=&!@[#8,#16])-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]1:,-;@[#6]:,-;@[#6]:,=;@[#7]:,-;@[#6]2:&@[#6]:,-;@1:&@[#6](:&@[#7]:&@[#7]:&@2)-&!@[#6]	0.7444987775061125
CHEMBL4011639	[#6,#8]-,=;!@[#6](=,-;!@[#8,#6])-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#7](:&@[#6](:&@[#7]:&@1)=&!@[#8])-&!@[#6]1-&@[#8]-&@[#6](-&@[#6](-&@[#6]-&@1(-&!@[#6])-&!@[#9])-&!@[#8])-&!@[#6]-&!@[#8]-&!@[#15](=&!@[#8])(-&!@[#7]-&!@[#6](-&!@[#6])-&!@[#6](=&!@[#8])-&!@[#8]-&!@[#6](-&!@[#6])-&!@[#6])-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.9117647058823529
CHEMBL4014311	[#6]-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6]1:&@[#6](-&!@[#6]2:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2)-&!@[#9]):&@[#8]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.7536231884057971
CHEMBL4014336	[#8,#7]=,-;!@[#6](-,=;!@[#8,#7])-&!@[#6]-&!@[#6]1(-&!@[#6]2:,-;@[#6]:,-;@[#6]:,-;@[#6,#7]:,-;@[#6,#7]:,-;@[#6,#7]:,-;@2)-&@[#6]2-&@[#6]-&@[#6]3-&@[#6]-&@[#6]-&@1-&@[#6]-&@[#6](-&@[#6]-&@2)-&@[#6]-&@3	0.7705479452054794
CHEMBL4017489	[#7,#6]-&!@[#6]-&!@[#6]-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]2:&@[#7]:&@[#6]3:&@[#7](:&@[#6](:&@[#6]:&@2:&@[#6]:&@[#6]:&@1-&!@[#9])=&!@[#8])-&@[#6]-&@[#6]-&@[#6]-&@3=&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6,#7,#8,#9]	0.7469740634005764
CHEMBL4017490	[#6]1:&@[#6,#7]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6](-&!@[#7]-&!@[#6](-&!@[#6])-&!@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2):&@[#6]:&@[#7]:&@[#6]:&@1-&!@[#6]	0.6584507042253521
CHEMBL4017520	[#7,#8]=&!@[#6]1:&@[#6]:&@[#6](-&!@[#6]2:&@[#6,#7]:&@[#6,#7]:&@[#7,#6]:&@[#6]:&@[#7,#6]:&@2):&@[#8]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2	0.6466257668711657
CHEMBL4020847	[#6]-&!@[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#6](-&@[#6]-&@[#6]-&@1)-&!@[#7](-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6,#7]:&@[#6]:&@1	0.7797029702970297
CHEMBL4024779	[#6]-,=;!@[#6]=,-,#;!@[#6]-&!@[#6]-&!@[#7](-&!@[#6])-&!@[#6]-&!@[#6]1:,=;@[#6]:,-;@[#8,#6,#7,#16]:,-;@[#6]:,-;@[#6,#7]:,=;@[#6,#7]:,-;@[#6,#7]:,=;@[#6,#7,#8]:,-;@[#6,#7,#8,#16]:,-;@1	0.6435331230283912
CHEMBL4024803	[#7,#6](-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#6,#7]-&!@[#6]	0.4608131997642899
CHEMBL4028808	[#16,#6,#8,#35]-&!@[#6]1:,-;@[#16,#6,#7]:,-;@[#6]:,=;@[#6,#7]-,:;@[#6,#7]-,:;@[#6,#7,#16]-,:;@[#6,#7]:,-;@[#6]-,:;@[#6]:,-;@1	0.44044044044044045
CHEMBL4028831	[#6]-&!@[#6]1:&@[#6](-&!@[#6](-&!@[#8])-&!@[#6]-&!@[#7]2-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@2):&@[#6]:&@[#6]:&@[#6]2:&@[#6]:&@1-&@[#6]-&@[#8]-&@[#6]-&@2=&!@[#8]	0.6172028890347997
CHEMBL4028850	[#6]-&!@[#6]-&!@[#7,#8]-&!@[#6]1:&@[#7]:&@[#6](-&!@[#7]):&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#7](:&@[#6]:&@[#6]:&@2)-&!@[#6]-&!@[#6]	0.6088082901554404
CHEMBL4028883	[#8,#6,#7]=,-;!@[#6,#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6]1-&@[#6]:,-;@[#6]-,:;@[#6]-&@[#6]-&@[#7]-&@1-&!@[#6](=&!@[#8])-&!@[#6]=&!@[#6]-&!@[#6]1:&@[#6]:&@[#6](-&!@[#17]):&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#7]1:&@[#6]:&@[#7]:&@[#7]:&@[#7]:&@1	0.7726249437190456
CHEMBL4028890	[#6,#7]1:&@[#6]:&@[#6]:&@[#6](:&@[#6,#7]:&@[#6,#7]:&@1)-&!@[#6]-&!@[#7]1:&@[#6]:&@[#6](:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#6]-&!@[#7]-&!@[#6]1:&@[#6,#7]:&@[#6,#7]:&@[#6,#7]:&@[#7,#6]:&@[#6,#7]:&@1	0.9661016949152543
CHEMBL4028900	[#7]-&!@[#6]1:&@[#7]:&@[#6]:&@[#6]:&@[#6](:&@[#7]:&@1)-&!@[#6]1:&@[#6]:&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#7]:&@2	0.6552901023890785
CHEMBL4033790	[#8]=&!@[#6]1:&@[#6]2:&@[#6]:&@[#7]:&@[#6]3:&@[#6](:&@[#6]-&@2:&@[#7]:&@[#7]:&@1-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#7,#6]:&@[#6]:&@1):&@[#6]:&@[#6,#7]:&@[#6]:&@[#6]:&@3	0.780209324452902
CHEMBL4038338	[#7]-&!@[#6](=&!@[#8])-&!@[#6](=,-;!@[#8])-&!@[#6](-&!@[#6]-&!@[#6])-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#7,#6]:&@[#6]:&@1-&!@[#7,#6]1:,-;@[#6,#7]:,-;@[#6,#7,#8,#16]:,-;@[#6]:,-;@[#7,#6,#16]:,-;@1	0.66110183639399
CHEMBL4041506	[#6](-&!@[#7,#6]-&!@[#6,#7]-&!@[#7,#6]-&!@[#6](-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6,#7]-&!@[#7,#6]-,=;!@[#6,#7,#8])-&!@[#5,#6](-&!@[#8,#6])-&!@[#8,#6]	0.5513833992094861
CHEMBL4043136	[#7,#6]1-&@[#6]-&@[#6,#7]-&@[#6]-&@[#7,#6](-&@[#6,#7](-&@[#6]-&@1)-&!@[#6])-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.5937794533459001
CHEMBL4043190	[#6,#7]-&!@[#6]1:&@[#6](-&!@[#17,#9]):&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#17]	0.34782608695652173
CHEMBL4043283	[#6]-&!@[#6]1:&@[#6]:&@[#6](=&!@[#8]):&@[#6]2:&@[#6](:&@[#8]:&@1):&@[#6](:&@[#6](:&@[#6]:&@[#6]:&@2-&!@[#8])-&!@[#8])-&!@[#6]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1-&!@[#8])-&!@[#6]	0.7073007367716008
CHEMBL4049409	[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]#&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.4434389140271493
CHEMBL4049436	[#6,#7,#8]-,=;!@[#16,#6]-&!@[#6]1:&@[#7,#6]:&@[#6]2:&@[#6](:&@[#16,#7]:&@1):&@[#7]:&@[#6](:&@[#6,#7]:&@[#6]:&@2)-&!@[#6]1:&@[#6,#7]:&@[#6,#8]:&@[#6]:&@[#16,#7,#8]:&@1	0.5843621399176955
CHEMBL4049449	[#6,#7]-&!@[#6]1:&@[#6]:&@[#7,#6]2:&@[#6,#7,#8]:&@[#6](:&@[#7]:&@[#6]:&@2:&@[#6]:&@[#7,#6]:&@1)-&!@[#6,#7]	0.4005602240896359
CHEMBL4049458	[#6]-&!@[#6]1:&@[#6]:&@[#6](-&!@[#6]#,=;!@[#7,#6]):&@[#6]:&@[#6](:&@[#6]:&@1-&!@[#8]-&!@[#6]1:&@[#7]:&@[#6](-&!@[#7]-&!@[#6]2-&@[#6]-&@[#6]-&@[#6,#7](-&@[#6]-&@[#6]-&@2)-&!@[#7,#6]-&!@[#6]):&@[#7]:&@[#6]2:&@[#6]:&@1:,-;@[#16,#6]:,-;@[#6]:,=;@[#6,#16]:,-;@2)-&!@[#6]	0.7648709315375982
CHEMBL4052645	[#6]-&!@[#6]1(-&!@[#6])-&@[#6](-&!@[#7]-&!@[#6]2:&@[#6](-&!@[#6](-&!@[#7])=&!@[#8]):&@[#6]:&@[#7]:&@[#7]3:&@[#6]:&@2:&@[#6]:&@[#6](:&@[#6]:&@3)-&!@[#6]2:&@[#6]:&@[#6,#7]:&@[#6,#7]:&@[#6,#7]:&@[#6]:&@2)-&@[#6]-&@[#6]-&@[#6]-&@1(-&!@[#6])-&!@[#7]	0.9645390070921985
CHEMBL4052831	[#6]-&!@[#6]1:&@[#6]:&@[#6](:&@[#7]:&@[#8,#7]:&@1)-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#7]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@2)-&!@[#8]-&!@[#6]1:&@[#7,#6]:&@[#6]:&@[#7]:&@[#6]:&@[#6,#7]:&@1	0.7805530776092774
CHEMBL4118236	[#8]=,-;!@[#6](-,=;!@[#8])-&!@[#6]-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6]1:&@[#7]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1-&!@[#8])-&!@[#6]1:&@[#6]:&@[#7](:&@[#7]:&@[#7]:&@1)-&!@[#6]	0.717391304347826
CHEMBL4130350	[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6](=&!@[#8])-&!@[#6]1:&@[#6]:&@[#6](-&!@[#6]-&!@[#6]2:&@[#7]:&@[#7]:&@[#6](:&@[#6]3:&@[#6]:&@2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@3)=&!@[#8]):&@[#6]:&@[#6](:&@[#6]:&@1-&!@[#9])-&!@[#9]	0.8285714285714286
CHEMBL4130359	[#6]-&!@[#7]1-&@[#6](=&!@[#8])-&@[#16]-&@[#6](-&@[#6]-&@1=&!@[#8])=&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@1):&@[#6]:&@[#7]:&@[#7]:&@2-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1-&!@[#6](-&!@[#9])(-&!@[#9])-&!@[#9])-&!@[#17,#6,#8]	0.8179419525065963
CHEMBL4130633	[#6]-&!@[#6]-&!@[#7]1:&@[#6](=&!@[#8]):&@[#6](:&@[#16]:&@[#6]:&@1=&!@[#6]-&!@[#6]1:&@[#16]:&@[#6]:&@[#6]:&@[#7]:&@1-&!@[#6]-&!@[#6])=&!@[#6]1-&@[#16]-&@[#6]2:&@[#6](-&@[#7]-&@1-&!@[#6]):&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2	0.7428571428571429
