assay_chembl_id	smarts	fraction_of_average_molecule_size
CHEMBL861973	[#6,#7,#8]-,=;!@[#6,#16](=,-;!@[#8,#6,#7])-&!@[#7,#6]-&!@[#6](-&!@[#6,#7]-&!@[#6,#8,#16]-,=;!@[#6,#8])-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6](-&!@[#6])-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6](-&!@[#6,#5]=,-,#;!@[#6,#7,#8])-&!@[#6]-&!@[#6](-&!@[#6])-&!@[#6]	0.5190137902214793
CHEMBL870124	[#6]-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6](-&!@[#7]-&!@[#6]2:&@[#7]:&@[#6]:&@[#6]3:&@[#6](:&@[#7]:&@2):&@[#7](:&@[#6]:&@[#6]:&@3)-&!@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#7,#6]:&@2):&@[#6]:&@[#6](:&@[#6]:&@1-&!@[#8]-&!@[#6])-&!@[#8]-&!@[#6]	0.8435054773082942
CHEMBL853189	[#6]-&!@[#6]-&!@[#7](-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6]1-&@[#6]-&@[#6]-&@[#7]-&@[#6]-&@[#6]-&@1	0.5308924485125858
CHEMBL871249	[#6,#7,#8]=,-;!@[#6]-&!@[#6]1-&@[#6]-&@[#6]-&@[#6](-&@[#7]-&@1)-&!@[#6](=&!@[#8])-&!@[#7]1-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@1-&!@[#6]#&!@[#7]	0.6686930091185411
CHEMBL853234	[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#7]:&@1):&@[#6](:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#8]-&!@[#6]-&!@[#6]1:&@[#6](-&!@[#17]):&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1-&!@[#17])-&!@[#16](=&!@[#8])(=&!@[#8])-&!@[#7]-&!@[#6](-&!@[#6])(-&!@[#6])-&!@[#6](=,-;!@[#8,#7])-,=;!@[#7,#8]	0.7421975203078238
CHEMBL870503	[#8]=&!@[#6]1-&@[#6]-&@[#6](-&@[#16](-&@[#7]-&@1)(=&!@[#8])=&!@[#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]-&!@[#6](-&!@[#7]-&!@[#16](=&!@[#8])(=&!@[#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#7]:&@[#6]2:&@[#6](:&@[#7]:&@1):&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2	0.9155575952271684
CHEMBL864183	[#6]-&!@[#6]1=,-;@[#6]-&@[#6](-&!@[#6])(-&!@[#6])-&@[#7]-&@[#6]2:&@[#6]-&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2	0.5950413223140496
CHEMBL868542	[#7]=&!@[#6](-&!@[#7])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#6]-&!@[#6](-&!@[#7]-&!@[#16](=,-;!@[#8,#6])(=&!@[#8])-,=;!@[#6,#8])-&!@[#6](=&!@[#8])-&!@[#7]1-&@[#6]-&@[#6]-&@[#7,#6]-&@[#6]-&@[#6]-&@1	0.5647058823529412
CHEMBL867484	[#8,#6,#7]=,-;!@[#6,#8,#16]-&!@[#7,#6]-&!@[#6]1:&@[#6,#7]:&@[#6,#7]:&@[#6,#7]:&@[#6,#7]:&@[#6,#7]:&@1	0.3273809523809524
CHEMBL865352	[#6,#17]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#7]:&@1-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#6](=&!@[#8])-&!@[#8])-&!@[#6]1:&@[#6]:&@[#6](-&!@[#17,#6,#16,#35]):&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#8]-&!@[#6]-&!@[#6]	0.7908611599297012
CHEMBL868607	[#6,#7,#8]-&!@[#6]1:&@[#7]:&@[#7]:&@[#6]2:&@[#7]:&@1:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2)-&!@[#6]1:&@[#8,#6,#7]:&@[#6,#7]:&@[#7,#8]:&@[#6]:&@1-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.8325508607198748
CHEMBL864855	[#8]=,-;!@[#6]1-&@[#7,#8]-&@[#6](-&@[#6]2:&@[#6]-&@1:&@[#6](-&!@[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6,#7]:,-;@[#6,#7]:,-;@[#6]:,-;@1):&@[#6]:&@[#6]1:&@[#6]:&@2:&@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2:&@[#7,#8,#16]:&@1)-,=;!@[#8]	0.8976897689768977
CHEMBL868581	[#8,#6,#7,#17]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1-&!@[#8]-&!@[#6]-&!@[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#6,#8]-&@[#6]-&@[#6]-&@1)-&!@[#6,#7]1=,-;@[#6]-&@[#6]-,=;@[#7,#6](-&@[#6]-&@1=&!@[#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.8880909634949132
CHEMBL870467	[#6,#8]-,=;!@[#6](=,-;!@[#8,#6])-&!@[#7]-&!@[#7]1-&@[#6]2:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2-&@[#7]=&@[#6](-&@[#6]2:&@[#6]-&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6])-&!@[#17]	0.792845702082221
CHEMBL911523	[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6]1=&@[#7]-&@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2-&@[#7](-&@[#6]2:&@[#6]-&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#7,#6,#16]-,=;!@[#6,#8]	0.675442578302315
CHEMBL856320	[#6]-&!@[#6](-&!@[#6])-&!@[#6]-&!@[#6](-&!@[#7])-&!@[#6]1:&@[#6]:&@[#6](-&!@[#6,#9,#17]):&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6](=&!@[#8])-&!@[#6]-&!@[#6,#7,#8,#16]	0.6848635235732009
CHEMBL908038	[#6]1:&@[#6,#7]:&@[#6,#7]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@1)-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@2)-&!@[#6]-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#17,#6,#9]	0.6727195945945946
CHEMBL869276	[#6,#7]-&!@[#6](-&!@[#7,#6])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6](=&!@[#8])-&!@[#6]-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.6951219512195123
CHEMBL909463	[#6,#7,#8]-,=;!@[#6]1:&@[#6,#7,#8]:&@[#6,#7]:&@[#6,#8]:&@[#7,#6,#8]:&@[#7,#6,#8]:&@1	0.31351351351351353
CHEMBL912951	[#8,#7]=,-;!@[#6](-&!@[#6]1:,-;@[#6]:,=;@[#6]:,-;@[#6]:,-;@[#6,#7]:,-;@[#6]:,=;@1-&!@[#7]-&!@[#16,#6](=&!@[#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-,=;!@[#7,#8]	0.6096476223058501
CHEMBL873739	[#6,#7,#8]-&!@[#7]=,-;!@[#6](-,=;!@[#7])-&!@[#6]1:&@[#6](-&!@[#8]):&@[#7]:&@[#16]:&@[#6]:&@1-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#8,#6,#7,#16]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.8125755743651754
CHEMBL856552	[#6]-&!@[#6]1:&@[#6]:&@[#6](-&!@[#7,#8]):&@[#6]2:&@[#6](:&@[#7]:&@1):&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@2)-&!@[#7,#6]-&!@[#6,#7]-&!@[#6,#7]-,=;!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.7581620314389359
CHEMBL911362	[#6]-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6](=&!@[#8])-&!@[#7](-&!@[#6]-&!@[#6]-&!@[#7])-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6,#7]:&@[#6,#7]:&@1)-&!@[#6,#7]	0.6170118995152049
CHEMBL912015	[#6,#8]-,=;!@[#6]-&!@[#7,#6]1-,:;@[#6]-,:;@[#6]-,:;@[#7,#6](-,:;@[#6]-,:;@[#6]-,:;@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.4581253466444814
CHEMBL855762	[#7,#6,#8]-,=;!@[#16,#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#7,#6,#8,#16]-&!@[#6,#7]-&!@[#6,#7]1:,-;@[#6]:,-;@[#6]:,-;@[#6,#7]:,-;@[#6]:,-;@[#6]:,-;@1	0.5879518072289157
CHEMBL920402	[#6]1-&@[#6]-&@[#6,#7,#8]-&@[#6]-&@[#6]-&@[#7]-&@1-&!@[#6]1:&@[#6,#7]:&@[#6]:&@[#7,#6]:&@[#6](:&@[#7,#6]:&@1)-&!@[#7]1:&@[#6]:&@[#6]:&@[#7]:&@[#6]:&@1	0.5063291139240506
CHEMBL916755	[#6,#7,#8]-,=;!@[#6]1:,-;@[#6,#8]:,=;@[#6](=,-;!@[#8,#6,#7]):,-;@[#6,#7,#8,#16]:,-;@[#6](:,-;@[#16,#6,#7,#8]:,-;@1)-&!@[#7,#6]1-,:;@[#6]-,:;@[#6]-,:;@[#8,#6,#16]-,:;@[#6]-,:;@[#6]-,:;@1	0.5964368706429125
CHEMBL917154	[#6]-&!@[#6]-&!@[#7]1:&@[#6](-&!@[#6]-&!@[#6]):&@[#7]:&@[#7]:&@[#6]:&@1-&!@[#6](-&!@[#6]-&!@[#6]1:&@[#6]:&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6](-&!@[#6])(-&!@[#6])-&!@[#7]	0.6624535315985131
CHEMBL919032	[#7]-&!@[#6]1:&@[#7,#6]:&@[#6](-&!@[#7]):&@[#7,#6]:&@[#6]2:&@[#7]:&@1:&@[#7]:&@[#6](:&@[#7]:&@2)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#8]:&@1	0.4911452184179456
CHEMBL915480	[#6,#7]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6,#7,#8]-,=,#;!@[#7,#6,#8,#9]	0.38759689922480617
CHEMBL914034	[#6]-&!@[#8]-&!@[#6](=&!@[#8])-&!@[#6]1=,-;@[#6](-&!@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&@[#6]-&@[#6]2-&@[#16,#6,#7,#8]-&@[#6]-&@1-&@[#6]-&@[#6]-&@2	0.8946587537091989
CHEMBL914744	[#6,#7](#,-;!@[#6]-&!@[#6]1:&@[#6,#16]:&@[#6](:&@[#6,#16]:&@[#16,#6]:&@1)-&!@[#6]1:&@[#7]:&@[#7]:&@[#6]2:&@[#6]:&@1-&@[#6]-&@[#6]1:&@[#6]-&@2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6]-&!@[#8,#6,#7]-&!@[#6,#8,#16]	0.6419753086419754
CHEMBL903910	[#6,#8,#9]-&!@[#7,#6]1-,:;@[#6]-,:;@[#6]-,:;@[#7,#6](-,:;@[#6]-,:;@[#6]-,:;@1)-&!@[#6](-&!@[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6]-&!@[#6])-&!@[#6,#7]1:,-;@[#6]:,-;@[#6]:,-;@[#6,#7](:,-;@[#6]:,-;@[#6]:,-;@1)-&!@[#9,#6,#7,#17,#35]	0.6201049656842955
CHEMBL906590	[#8]=&!@[#6](-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6,#7]:&@[#6](:&@[#6]:&@1)-&!@[#17,#6,#7,#8,#9,#35])-&!@[#7](-&!@[#6]-&!@[#6])-&!@[#6]1-&@[#6]-&@[#6]=,-;@[#6](-&@[#6]-&@[#6]-&@1)-&!@[#6]	0.5560538116591928
CHEMBL889241	[#6,#17]-,=;!@[#6]1:,-;@[#7,#6]:,-;@[#7]:,-;@[#6]2:&@[#6]:,-;@1:&@[#6]:&@[#6](:&@[#6,#7]:&@[#6]:&@2)-&!@[#6]1:&@[#6]:&@[#7]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#8]-&!@[#6]-&!@[#6](-&!@[#7])-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.8816326530612245
CHEMBL889318	[#6]-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6](-&!@[#17]):&@[#6]:&@[#6](:&@[#6]:&@1-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6]1:&@[#16]:&@[#6]:&@[#6](:&@[#6]:&@1-&!@[#17])-&!@[#6]-&!@[#7])-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#7,#6]:&@1)-&!@[#17]	0.8419958419958421
CHEMBL890447	[#6,#7]-&!@[#6]1:&@[#7]:&@[#8]:&@[#6](:&@[#7]:&@1)-&!@[#6](-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#6]1-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1)-&!@[#6]-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#8]	0.7546201232032854
CHEMBL891881	[#6,#7,#8]-,=;!@[#6]-&!@[#6](-&!@[#6](=,-;!@[#8,#7])-,=;!@[#8,#6,#7])-&!@[#7]1-&@[#6](=&!@[#8])-&@[#6](-&@[#6]-&@1-&!@[#6]=,-;!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#7]1-&@[#6](=&!@[#8])-&@[#8]-&@[#6]-&@[#6]-&@1-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.6136363636363636
CHEMBL892114	[#6,#8]-&!@[#6]1(-&!@[#8,#6])-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6](-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.7319711538461539
CHEMBL894518	[#6]-&!@[#6](-&!@[#6])-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6]1-&@[#6]-&@[#6]-&@[#6](-&@[#6]-&@[#6]-&@1)-&!@[#7]-&!@[#16](=&!@[#8])(=&!@[#8])-&!@[#6]1:&@[#6]:&@[#6,#7]:&@[#6]:&@[#6,#7]:&@[#6]:&@1	0.9222851260936696
CHEMBL894022	[#6]-&!@[#6]-&!@[#16]-&!@[#6]1:&@[#7]:&@[#7]:&@[#6](:&@[#7]:&@1)-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6,#7]:&@[#6]:&@[#6,#7]:&@[#6]:&@1	0.6703507928880347
CHEMBL895231	[#6,#7,#16]-&!@[#6]-&!@[#6]-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6](-&!@[#6])-&!@[#6]-&!@[#6](-&!@[#8])-&!@[#6](-&!@[#7])-&!@[#6]-&!@[#6](-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6](:&@[#6]:&@1)-&!@[#8]-&!@[#6]-&!@[#6,#16]-,=;!@[#8,#6,#7])-&!@[#8,#6]-&!@[#6])-&!@[#6](-&!@[#6])-&!@[#6]	0.8272910372608259
CHEMBL894220	[#6]-&!@[#6]1:&@[#7]:&@[#6](-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6]-&!@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2):&@[#6](:&@[#6](:&@[#7]:&@1-&!@[#6])=&!@[#8])-&!@[#8]	0.6988934187536401
CHEMBL895361	[#8,#6,#7,#16]=,-;!@[#6](-&!@[#7]-&!@[#6]1(-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6](-&!@[#6]-&!@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6])-&@[#6]-&@[#6]-,=;@[#6]-&@[#6]-&@1)-,=;!@[#6,#7,#8]	0.5674684060334284
CHEMBL897085	[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#7]:&@1-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#8]-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.7523650528658876
CHEMBL895641	[#7,#6]-&!@[#6]1:&@[#7]:&@[#6]2:&@[#6](:&@[#7]:&@1-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#7,#6,#8]):&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2)-&!@[#6](=&!@[#8])-&!@[#7](-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#6])-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#6]	0.6279342723004695
CHEMBL898074	[#8]=&!@[#6,#16](-&!@[#7,#6]-&!@[#6])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#7,#6,#8,#17]	0.3347039473684211
CHEMBL898226	[#6]-&!@[#8,#6]-&!@[#6]1:&@[#6](-&!@[#35,#6,#17,#53]):&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1-&!@[#35,#6,#17,#53])-&!@[#6,#7]	0.3892529488859764
CHEMBL897706	[#8]-&!@[#6](-&!@[#6]-&!@[#7](-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#6,#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#17,#6,#8,#9])-&!@[#6](-&!@[#9])(-&!@[#9])-&!@[#9]	0.6553072625698323
CHEMBL897862	[#8]=&!@[#16](=&!@[#8])(-&!@[#6])-&!@[#6]1:&@[#6]:&@[#7](:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#7]:&@2)-&!@[#6]	0.5400593471810089
CHEMBL900990	[#6,#8]-,=;!@[#6](=,-;!@[#8,#6])-&!@[#7]-&!@[#6](-&!@[#6]-&!@[#6]1:&@[#6]:&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#6]1:,=;@[#7]:,-;@[#7]:,-;@[#6](:,-;@[#7]:,-;@1-&!@[#6])-&!@[#6]-&!@[#6]-&!@[#6]	0.5714285714285714
CHEMBL899931	[#6]-&!@[#6]-&!@[#6](-&!@[#7])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6](=&!@[#8])-&!@[#6]1-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#17,#8])-&!@[#6,#16]	0.8051948051948052
CHEMBL885484	[#6]-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#6]1:,-;@[#7]:,=;@[#6](:,-;@[#7]2:,-;@[#6]:,-;@1:,-;@[#6](:,=;@[#7]:,-;@[#6]:,=;@[#6]:,-;@2)-&!@[#7])-&!@[#6]	0.6258823529411764
CHEMBL885678	[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@1):&@[#6](:&@[#6]:&@[#7]:&@2)-&!@[#6]-&!@[#6](-&!@[#7])=&!@[#8]	0.6558185404339251
CHEMBL886170	[#6]-&!@[#7](-&!@[#6])-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#7]2:&@[#6](:&@[#6]:&@1):&@[#7]:&@[#6](:&@[#6]:&@2-&!@[#6]1:&@[#6]:&@[#6]:&@[#7]:&@[#6](:&@[#7]:&@1)-&!@[#7,#16])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#9,#17]	0.8427172582619339
CHEMBL888080	[#6,#7,#8,#16](-,=;!@[#6,#7,#8,#15]=,-;!@[#6,#7,#8,#16])-&!@[#6,#7]1:,-;@[#6,#7]:,-;@[#6,#7]:,-;@[#6,#7]:,-;@[#6,#7]:,-;@[#6,#7]:,-;@1	0.31802120141342755
CHEMBL923957	[#6,#7,#8]-,=;!@[#8,#6,#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@1):&@[#6]1:&@[#6](:&@[#7]:&@2)-&@[#6](-&@[#7]-&@[#6]-&@[#6]-&@1-&!@[#6])=&!@[#8]	0.6817941952506595
CHEMBL940859	[#6,#7,#8,#16,#35]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]-&!@[#7]-&!@[#6]-&!@[#6]-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6]-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#6,#8,#16]-&!@[#9,#6]	0.7149321266968326
CHEMBL942952	[#6,#8]-,=;!@[#6,#16]-&!@[#7]-&!@[#6]-&!@[#6]1(-&!@[#7]2-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@2)-&!@[#6](=&!@[#8])-&!@[#6]2-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@2-&!@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#6,#16](-,=;!@[#6,#7,#8])-,=;!@[#6,#8])-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@1	0.804130808950086
CHEMBL925069	[#6]-&!@[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#6]-&@[#6](-&@[#6]-&@1)-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#9]	0.4218181818181818
CHEMBL925154	[#6,#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6,#7]:&@[#6]:&@1)-&!@[#6](=,-;!@[#8])-&!@[#6](-&!@[#9])(-&!@[#9])-&!@[#9]	0.4488950276243094
CHEMBL944160	[#8,#6]-&!@[#6,#7]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6,#7]-,:;@[#6]-,:;@[#6,#7]-,:;@[#6](:,-;@[#6]-,:;@[#6]:,-;@1):,-;@[#6,#8]	0.522438044206296
CHEMBL930579	[#6,#8]1:,-;@[#6,#7]:,-;@[#16,#6,#7]:,-;@[#6,#7](:,-;@[#6,#7]:,-;@1)-&!@[#6]-&!@[#6]-&!@[#7,#6]	0.5042016806722689
CHEMBL949088	[#6](-&!@[#6]-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6,#7,#8,#16])-&!@[#6]1:&@[#7]:&@[#6]:&@[#6]:&@[#8]:&@1	0.5265526552655266
CHEMBL948183	[#16,#6]-&!@[#6,#16]-&!@[#6]-&!@[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#6]2:&@[#6](-&@[#6]-&@[#6]-&@1):&@[#6]:&@[#6]1:&@[#6](:&@[#6]:&@2):,-;@[#7,#6,#8,#16]:,-;@[#6,#7]:,-;@[#8,#6,#7,#16]:,-;@1	0.4886058981233244
CHEMBL950162	[#6,#7,#8]1:,-;@[#6]:,-;@[#6]:,-;@[#6,#7](:,-;@[#6,#7]:,-;@[#6,#7]:,-;@1)-&!@[#16,#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#6]2-&@[#6](-&@[#6]-&@1)(-&@[#6]-&@[#6]1:&@[#6](-&@[#6]=&@2):&@[#7](:&@[#7]:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#9])-&!@[#6]	0.7718405428329093
CHEMBL937605	[#6]1:&@[#6]:&@[#6](:&@[#7]:&@[#7]:&@1-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6](-&!@[#17,#35]):&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#8]-&!@[#6]-&!@[#6])-&!@[#6,#7]=,-;!@[#8,#6,#7]	0.5942376950780313
CHEMBL947228	[#6]-&!@[#6]-&!@[#7,#8,#16]-&!@[#6]1:&@[#6]:&@[#6](-&!@[#6,#7,#8,#17]):&@[#7]:&@[#6](:&@[#7]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#16](-&!@[#6,#7])(=&!@[#8])=&!@[#8]	0.7125700560448359
CHEMBL948917	[#6,#8,#16]-,=;!@[#6,#16]-&!@[#6,#7]-&!@[#6](-&!@[#7,#6]-&!@[#6,#16])-&!@[#6](=&!@[#8])-&!@[#6,#7]1:,-;@[#7,#6,#16]:,-;@[#6]:,-;@[#6]:,-;@[#16,#6,#7,#8]:,-;@1	0.3198818897637795
