chembl_id canonical_smiles
CHEMBL4579773 Cc1cnc2cc(CC[C@H]3C[C@@H](n4ccc5c(N)ncnc54)[C@H](O)[C@@H]3O)ccn12
CHEMBL3939304 CC1CN(c2ccc(C(F)(F)F)c(-c3cnc(N)c(C(=O)Nc4ncccc4N4CCC(C)(N)CC4)n3)n2)CCO1
CHEMBL5404247 CC1CN(c2cccc(OCc3ccc(C#N)cc3F)n2)C=NN1Cc1nc2ccc(C(=O)O)cc2n1C[C@@H]1CCO1
CHEMBL6009736 CC1CN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CCN1CCC(C)(C)C
CHEMBL6021805 CC1CN(c2ccc(NC(=O)c3n[nH]c4ccc(-c5cncc(CN6CCCCC6)c5)cc34)cn2)CC(C)O1
CHEMBL595689 Cc1cnc2c(C(F)(F)F)cccc2c1-c1cccc(Oc2cccc(S(C)(=O)=O)c2)c1
CHEMBL5847280 Cc1cnc2cc(Nc3cc(C)[nH]n3)nc(N[C@@H]3C[C@H]4CC[C@@H](C3)N4Cc3ccncc3)c2c1
CHEMBL5274596 CC1CN(c2ccncc2NC(=O)c2ccnn3cc(C4CC4)nc23)CCO1
CHEMBL1088737 Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCC(N(C)C)CC3)n2)ccc2[nH]ccc12
CHEMBL1082225 Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCNCC3)n2)ccc2[nH]ccc12
CHEMBL1091481 Cc1c(Nc2c(C#N)cncc2/C=C/c2cccc(CN3CCN(CCO)CC3)n2)ccc2[nH]ccc12
CHEMBL321744 Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)OCCCCO)O2)c(=O)[nH]c1=O
CHEMBL5273135 Cc1cn(C2CC(N=[N+]=[N-])C(CO[PH](=O)OC3CCC4(C)C(C=CC5C4CCC4(C)C(C(C)CCCC(C)C)CCC54)C3)O2)c(=O)[nH]c1=O
CHEMBL5877426 Cc1cnc2cc(OC[C@H]3O[C@@H](n4ccc5c(N)ncnc54)[C@H](O)[C@]3(C)O)ccn12
CHEMBL5437916 Cc1cn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)nc1[C@H](C)O
CHEMBL5891579 Cc1cnc2c(C(=O)Nc3cc4c(cc3OC(C)C)C(=O)N(C[C@@H](F)C(C)(C)O)C4)cnn2c1
CHEMBL5806587 Cc1c(Nc2c(F)ccc(NS(=O)(=O)c3ccco3)c2Cl)ccc2ncn(C)c(=O)c12
CHEMBL4797724 Cc1cnc2nn(CC(=O)N[C@@H](C)c3ccc(Cl)c(F)c3)c(=O)n2c1
CHEMBL4799144 Cc1cnc2nn(CC(=O)N[C@@H](C)c3ccc(OC(F)(F)F)cc3)c(=O)n2c1
CHEMBL484727 Cc1c(/N=C2\O[C@H](C(F)(F)F)[C@@H]3[C@@H](O)CCN23)ccc(C#N)c1Cl
CHEMBL1818443 Cc1cnc([C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)o1
CHEMBL5172091 Cc1cnc(-c2ccc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3F)c3c2C(=O)NC3)[nH]1
CHEMBL5820093 Cc1cnc(-c2ccc(-c3ccc(NC(=O)Nc4c(F)ccc(F)c4Cl)cc3F)c3c2C(=O)NC3)[nH]1
CHEMBL6011164 Cc1c(NCc2ccccc2CN2CCC2)cc(F)c(S(=O)(=O)Nc2ncns2)c1F
CHEMBL1081186 Cc1cn(Cc2ccc(Cl)cc2Cl)c2c(-c3cc(NS(=O)(=O)c4ccc(F)c(F)c4)no3)cc(F)cc12
CHEMBL4739884 Cc1cnc(-c2ccc(Cl)c(F)c2)n1Cc1ccccc1OCCC[C@@H](C)CC(=O)O
CHEMBL2324349 Cc1c(N(Cc2ccc(F)c(C(F)(F)F)c2)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12
CHEMBL5960815 Cc1cnc(-c2ccc(Nc3cc(Nc4cc5n(n4)CCOC5)nc4[nH]c(C(F)F)nc34)c(S(C)(=O)=O)c2)s1
CHEMBL6000040 Cc1cnc(-c2ccc(Nc3cc(NC(=O)C4CC4)nc4[nH]c(C(F)F)nc34)c(S(C)(=O)=O)c2)n1C
CHEMBL6021645 Cc1cnc(-c2ccc(Nc3cc(NC(=O)C4CC4)nc4[nH]c(C(F)F)nc34)c(S(C)(=O)=O)c2)s1
CHEMBL5834676 Cc1cncc2ccc(NC(=O)[C@@H]3CC3c3ccc(S(=O)(=O)Nc4cccnn4)cc3)cc12
CHEMBL3397335 Cc1cn(Cc2ccc(O)c(C(C)C)c2)c2ccc(OCC(=O)O)cc12
CHEMBL3397341 Cc1cn(Cc2ccc(O)c(C(C)C)c2)c2c(Cl)cc(OCC(=O)O)cc12
CHEMBL4649683 Cc1cnc(-c2ccc(OC(F)(F)F)cc2)n1Cc1ccccc1OCCC[C@@H](C)CC(=O)O
CHEMBL3923600 Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(-c3noc(=O)[nH]3)nc2)sc2ccccc12
CHEMBL5881847 Cc1cn(Cc2cc(C(=O)N[C@H](c3ccc(F)c(C)c3)C3CC3)cc(-c3cccnc3C(F)(F)F)c2)c(=N)o1
CHEMBL4102696 Cc1cnc(-c2cc(F)ccc2F)cc1Nc1ccnc2cn[nH]c12
CHEMBL5821659 CC1(CNCc2ccn3nc(-c4ccccn4)nc(Nc4ccncc4F)c23)CCC1
CHEMBL5927162 Cc1cnc(C2CCOCC2)c(NC(=O)N[C@@H]2c3cc(F)ccc3C(C)(C)C[C@H]2O)c1
CHEMBL5851919 Cc1cnc(C2(C)C(=O)Nc3nc(-c4cn5ccnc5c(Cc5cccc(F)c5)n4)nc(N)c32)cc1O
CHEMBL3908105 Cc1c(N(Cc2c(F)c(F)c(F)c(F)c2F)S(=O)(=O)c2ccc(C(=O)O)cc2)sc2ccccc12
CHEMBL5742314 Cc1cnc(-c2c[nH]c3nccc(N4CC[C@@]5(CCCCN5)C4)c23)[nH]1
CHEMBL5872303 Cc1cnc(-c2c[nH]c3nccc(N4CCCC5(CCCCN5)C4)c23)s1
CHEMBL5563712 Cc1cnc(-c2cnn(C)c2)cc1Nc1ncc2c(n1)n(C1CCOCC1)c(=O)n2C
CHEMBL456162 CC1CN(Cc2nc(Nc3ccc(C(F)(F)F)cc3)c3ccc(-c4ncccc4C(F)(F)F)cc3n2)CC(C)O1
CHEMBL5859650 Cc1cnccc1-c1noc(-c2ccc(-c3ccccc3)c(C(F)(F)F)c2)n1
CHEMBL5999955 Cc1cnccc1CN1C[C@@H](c2cc(F)c(F)c(F)c2)CC1=O
CHEMBL3978766 Cc1cncc(-c2cc3c(-c4cccc(N5CCCNCC5)n4)n[nH]c3cn2)n1
CHEMBL4081716 Cc1cncc(-c2cc3c(-c4cccc(N5CCCNCC5)n4)nsc3cn2)n1
CHEMBL3906127 Cc1cncc(-c2cc3c(cn2)cnn3-c2cc(C3COC3)cc(N3CCC[C@H](N)C3)n2)n1
CHEMBL3922549 Cc1cncc(-c2cc3c(cn2)cnn3-c2ccc(C3CC3)c(N3CCCNCC3)n2)n1
CHEMBL3929011 Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(C3CCCC(N)C3)n2)n1
CHEMBL3934315 Cc1cncc(-c2cc3c(cn2)cnn3-c2ccc(C(F)(F)F)c(N3CCNCC(O)C3)n2)n1
CHEMBL3982105 Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCC4(CCNC4)CC3)n2)n1
CHEMBL3949274 Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CCNC[C@@H]3C)n2)n1
CHEMBL3934298 Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(N3CC(O)C(O)C3)n2)n1
CHEMBL3924903 Cc1cncc(-c2cc3c(cn2)cnn3-c2cccc(OC3CCCC(N)C3)n2)n1
CHEMBL3920778 Cc1cncc(-c2cc3c(cn2)cnn3-c2cnc(C3CC3)c(N3CCC[C@H](N)C3)n2)n1
CHEMBL4097308 Cc1cncc(-c2ccc3cnn(-c4cccc(N5CCCNCC5)n4)c3c2)n1
CHEMBL429356 Cc1cn(CCc2ccccc2)c2cc(C(=O)Nc3c(Cl)cncc3Cl)ccc12
CHEMBL5885679 Cc1cn(C)c(-c2ccc(Nc3cc(NC(=O)C4CC4)nc4[nH]c(C(F)F)nc34)c(S(C)(=O)=O)c2)n1
CHEMBL2146867 CC1CN(CCc2ccc([N+](=O)[O-])cc2)CCN1CCc1ccc([N+](=O)[O-])cc1
CHEMBL5857189 CC1=CN=C(C)C2NC(CCc3nc(-c4ccco4)cn3C)=NN12
CHEMBL3686925 Cc1cncc(-c2nccnc2C2CN(c3ccc4ccccc4n3)C2)c1
CHEMBL3689618 Cc1cncc(C)c1-c1ccc2cc(NC(=O)C3CC3)ncc2c1
CHEMBL329470 CC1CN(CCCc2ccccc2)C2C[C@@H](NC(=O)C3(c4ccccc4)CCCC3)CC1(c1cccc(O)c1)C2
CHEMBL5766447 Cc1cnc(CC(=O)Nc2cc([C@@H]3CC[C@H](OC(=O)NC4(C)CCOC4)C3)[nH]n2)o1
CHEMBL5789965 Cc1cnc(CC(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)NC4(CC(F)(F)F)CC4)C3)[nH]n2)cn1
CHEMBL5928753 Cc1cnc(CC(=O)Nc2cc([C@@H]3CC[C@H](OC(=O)NC(C)C)C3)[nH]n2)o1
CHEMBL6036699 Cc1cnc(CC(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)NC(C)(C)C)C3)[nH]n2)cn1
CHEMBL5902415 Cc1cnc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4ccc(OC5CCC5)nc4CC3)CC2)o1
CHEMBL5794309 Cc1cnc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4ccc(OCC(F)F)nc4CC3)CC2)o1
CHEMBL5780626 Cc1cnc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4nc(OCCC(F)(F)F)sc4CC3)CC2)o1
CHEMBL5873012 Cc1cnc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4nc(OCC(C)(F)F)sc4CC3)CC2)o1
CHEMBL6013123 Cc1cnc(CC(=O)N[C@H]2CC[C@](F)(CCN3CCc4nc(OCC(F)F)sc4CC3)CC2)o1
CHEMBL5833484 Cc1c(N(C)[C@H]2CCN(Cc3ccccc3)C2)cc(F)c(S(=O)(=O)Nc2ncns2)c1F
CHEMBL5891455 Cc1cnc([C@@H](C)[C@H](C)S(=O)(=O)Nc2nnc(-c3cncc(C)c3)n2-c2c(OC(F)F)cccc2OC(F)F)nc1
CHEMBL47060 Cc1cn(C[C@@H](CC(=O)O)NC(=O)OCc2ccccc2)c(=O)nc1N1CCC(Nc2nc3ccccc3[nH]2)CC1
CHEMBL46333 Cc1cn(C[C@H](NC(=O)OCc2ccccc2)C(=O)O)c(=O)nc1N1CCC(Nc2nc3ccccc3[nH]2)CC1
CHEMBL6028711 Cc1cnc([C@@H](O)[C@@H](C)O)nc1
CHEMBL2016893 Cc1c(NCCN2CCCC2)cc(C(=O)CCC(F)(F)F)cc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1
CHEMBL2016886 Cc1c(NCCN2CCCC2)cc(OCC(C)C)cc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1
CHEMBL5947779 CC1CN(CCN2CCC(c3noc4ccccc34)CC2)C(=O)c2ncccc21
CHEMBL3896596 Cc1cncc(-n2c([C@H](C)Nc3nc(N)nc(N)c3C#N)nc3cccc(Cl)c3c2=O)c1
CHEMBL3936878 Cc1cncc(N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5c4NCCC5)ccc3F)CC2)n1
CHEMBL3892294 Cc1cnc(CNc2cc(OC[C@@H]3C[C@H]3c3nn(C)c4ccccc34)nn(C)c2=O)s1
CHEMBL3087948 Cc1cncc(NC(=O)C[N+]23CCC(CC2)[C@@H](OC(=O)C2(C4=CC=CC4)CCCCCC2)C3)n1
CHEMBL3666999 Cc1cnc(COc2ccc3nc([C@@H]4CCCC[C@@H]4C(=O)O)n(Cc4ccc(N5CCC(F)CC5)cc4F)c3c2)c(F)c1
CHEMBL3666952 Cc1cnc(COc2ccc3nc([C@H]4CCCC[C@@H]4C(=O)O)n(Cc4c(F)cc(Br)cc4F)c3c2)c(F)c1
CHEMBL1915725 Cc1cnc(COc2ccc(-c3nn(CCF)cc3-c3ccncc3)cc2)c(C)c1
CHEMBL178677 Cc1cnc(COc2nn3c(-c4ccccc4)nnc3c3c2C2CCC3CC2)c(C)c1
CHEMBL83473 Cc1cncc(OC[C@@H]2CCCN2C)c1
CHEMBL5847510 C=C1CN(C)C(=O)Cn2nc(Nc3cc4cc(-c5cnccc5C)c(F)c(N)c4cn3)cc21
CHEMBL238220 Cc1cnc(C(=O)N2C[C@H](C(=O)N(C)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccccc3)C2)cn1
CHEMBL3948411 Cc1cnc(C(=O)Nc2cccc(C(=O)c3ccc4c(/C=C/c5ccccc5)n[nH]c4c3)c2)s1
CHEMBL3896103 Cc1cnc(C(=O)Nc2cccc(N(C)c3ccc4c(/C=C/c5ccccc5)n[nH]c4c3)c2)s1
CHEMBL2036234 CC1CN(CC(=O)N[C@H]2C3CC4CC2C[C@](C(N)=O)(C4)C3)S(=O)(=O)N(c2c(Cl)cc(Cl)cc2Cl)C1
CHEMBL3765171 Cc1c(N[C@@H]2CCC[C@]2(C)O)ccc(C#N)c1Cl
CHEMBL5169599 Cc1c(N[C@H]2CCC[C@@]2(C)O)ccc(C#N)c1Cl
CHEMBL3702996 CC1(CN[C@@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)[C@@H](C#N)C2)COC1
CHEMBL2179276 Cc1cn([C@H]2CCCN([C@@H](CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O
CHEMBL2179278 Cc1cn([C@H]2CCCN([C@@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O
CHEMBL2179277 Cc1cn([C@H]2CCCN([C@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O
CHEMBL105318 Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O
CHEMBL104245 Cc1cn([C@@H]2C[C@@H](N=[N+]=[N-])[C@H](CO)O2)c(=O)[nH]c1=O
CHEMBL478007 Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)(OCCSC(=O)C(C)(C)C)Oc3ccccc3)O2)c(=O)[nH]c1=O
CHEMBL5830009 Cc1cn([C@@H]2C[C@H](Oc3ccc(F)c4c3CNCC4)[C@@H](O)[C@H]2O)c2ncnc(Cl)c12
CHEMBL72086 Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)nc1N
CHEMBL4745141 Cc1cn([C@H](C)[C@@H]2CCNC[C@H]2F)c2nc(C(N)=O)cc(Cl)c12
CHEMBL4083646 Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CCc4cc(-c5cc6ccccn6n5)sc4-c4ccccc43)cc2)c1
CHEMBL4291143 Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CCc4cc(C(=O)Nc5c(C)cccc5F)sc4-c4ccccc43)cc2)c1
CHEMBL5816902 Cc1cnc(N2CCC=C(c3cc(NC(=O)c4c[nH]c(=O)cc4C(F)(F)F)c(N4C[C@@H](C)N(C)[C@@H](C)C4)cc3F)C2)nc1
CHEMBL5850382 Cc1cnc(-n2cccc(C3CCOCC3)c2=O)cc1-n1c(C)cc(OCc2ncc(F)cc2F)c(Cl)c1=O
CHEMBL5803440 Cc1cnc(-n2ccnc(C(C)(C)O)c2=O)cc1-n1c(C)cc(OCc2ncc(Cl)cc2F)c(Cl)c1=O
CHEMBL2441267 Cc1cnc(Nc2cc(Cc3ccccc3)nc(N[C@H]3CC[C@H](O)CC3)n2)s1
CHEMBL1995703 Cc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1
CHEMBL1287853 Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1
CHEMBL2058631 CC1CNC(Nc2c(Cl)cccc2Cl)=N1
CHEMBL5395308 Cc1cnc(Nc2cnn(C)c2)nc1-c1cnn([C@H](CC#N)C2CCCC2)c1
CHEMBL3963780 Cc1cnc(Nc2cnn(C)c2)nc1NC1CC2CN(c3ccc(C#N)cn3)CC2C1
CHEMBL5869445 Cc1c(N)cncc1-c1cc2cc(Nc3cc4n(n3)Cc3nccn3CC4)ncc2c(N)c1F
CHEMBL6055934 Cc1c(N)cncc1-c1cc2cc(Nc3cc4n(n3)CC(=O)N(C3CC3)CC4)ncc2c(N)c1F
CHEMBL5950739 Cc1c(N)cncc1-c1cc2cc(Nc3cc4n(n3)CC(=O)N(C)CC4F)ncc2c(N)c1F
CHEMBL5203557 Cc1c(N)cncc1-c1cc2cc(Nc3cc4n(n3)CC(=O)N(C(C)C)CC4)ncc2c(N)c1F
CHEMBL5876869 Cc1c(N)cncc1-c1cc2cc(Nc3cc4n(n3)CC(=O)N(C)C(C)(C)C4)ncc2c(N)c1F
CHEMBL5913053 Cc1c(N)cncc1-c1cc2cc(Nc3cc4n(n3)CS(=O)(=O)N(C)C4)ncc2c(N)c1F
CHEMBL6010767 Cc1c(N)cncc1-c1cc2cc(NC(=O)[C@H]3C[C@@H]3CC#N)ncc2c(N)c1Cl
CHEMBL19359 Cc1cnc(NCCc2ccccc2)c(=O)n1CC(=O)NCc1ccc(C(=N)N)cc1
CHEMBL116258 Cc1cnc(NCCc2ccccc2)c(=O)n1CC(=O)NCc1cc(Cl)ccc1CN
CHEMBL1682692 Cc1cnc(NCCc2ccccn2)c(=O)n1CC(=O)NCc1cc(Cl)ccc1OCC(=O)NC1CCCNC1
CHEMBL3647440 Cc1cnc(NC(=O)c2ccc3c(c2)CC[C@@H]2C[C@@](O)(C(F)(F)F)CC[C@@]32Cc2ccccc2)c(C)n1
CHEMBL5782315 Cc1cnc(NC(=O)[C@H]2CCC[C@@H](NC(=O)N3CCOCC3)C2)cc1-c1cc(F)c2ncn(C(C)C)c2c1
CHEMBL3780613 Cc1cnc(N)nc1NCC(C)(C)C
CHEMBL3780596 Cc1cnc(N)nc1N(C)CC(C)(C)CO
CHEMBL1213592 CC1(C)N=C(N)N=C(N)N1OCc1ccc(Cl)c(Cl)c1
CHEMBL129788 CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl
CHEMBL3959915 CC1CNC(=O)c2cc3ccc(C(=O)Nc4nc5ccccc5[nH]4)cc3n21
CHEMBL6001386 Cc1c(NC(=O)c2cc(C3CC3)c(CN3CCCC[C@H]3C(=O)O)cn2)cccc1-c1cccc(NC(=O)c2cc(C3CC3)c(CN3CCCC[C@H]3C(=O)O)cn2)c1C
CHEMBL5772585 Cc1c(NC(=O)c2cc(C3CC3)c(CNCCO)cn2)cccc1-c1cccc(NC(=O)c2cc(C3CC3)c(CNCCO)cn2)c1C
CHEMBL3946923 Cc1c(NC(=O)c2ccc(C3(F)CC3)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12
CHEMBL5632420 CC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(-c3cccs3)n21
CHEMBL4067557 CC1(C)NC(=O)c2c(Cl)cc(Nc3cc(N)ncn3)c(=O)n21
CHEMBL5924093 Cc1cnc(OCc2cn(-c3ccc(Cl)c(C(F)F)c3)nn2)nc1
CHEMBL5571416 Cc1c(NC(=O)/C=C/CN(C)C)ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12
CHEMBL75154 CC1(C)NC(=O)N(CC(CS(=O)(=O)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)N(O)C=O)C1=O
CHEMBL311618 CC1(C)NC(=O)N(CC(CS(=O)(=O)c2ccc(Oc3ccc(C#N)cc3)cc2)N(O)C=O)C1=O
CHEMBL3121182 CC1CN(C(=O)O[C@@H]2C[C@H]3C(=O)N[C@]4(C(=O)NS(=O)(=O)C5CC5)C[C@H]4/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N3C2)Cc2ccccc21
CHEMBL5593141 Cc1cnc(S(C)(=O)=O)nc1N1CCC[C@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
CHEMBL3972345 C[C@]1(C#N)CS(=O)(=O)CC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1
CHEMBL1762204 Cc1c[nH]c2c(-c3c(F)cc4c(c3F)/C(=N/OC(C)C)CC(C)(C)N4)cccc12
CHEMBL1762209 Cc1c[nH]c2c(-c3c(F)cc4c(c3F)/C(=N/OC(C)(C)CO)CC(C)(C)N4)cccc12
CHEMBL6040705 Cc1c[nH]c(/C=C2\C(=O)Nc3c(F)cc(-c4cnc5c(c4C)NCCO5)c(C)c32)c1
CHEMBL361015 Cc1c[nH]c(COc2nn3c(-c4ccccc4)nnc3c3c2C2CCC3CC2)n1
CHEMBL5777874 Cc1c[nH]c(C(=O)Nc2cn3nc(-c4c(-c5ccc(F)cc5)nc(C)n4C)ccc3n2)c1
CHEMBL392828 Cc1c[nH]c(=O)c(CCCCNC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)n1
CHEMBL55629 Cc1c[nH]c(=O)n(CC2(CN3CCN(c4ccccc4OCC(F)(F)F)CC3)CC2)c1=O
CHEMBL24777 Cc1c[nH]c(=O)n(CCCN2CCN(c3ccc(F)cc3OCC(F)(F)F)CC2)c1=O
CHEMBL5869397 Cc1cnn2nc(N)n(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c12
CHEMBL5803662 Cc1cnn(-c2ccccc2C(=O)N2C[C@H](Oc3nccc(C#N)c3C)CC[C@H]2C)c1
CHEMBL1818453 Cc1cnn(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)c1
CHEMBL3982813 Cc1cnn(Cc2ccc(Cn3cc(C(=O)NCc4c(C)cc(N)nc4C)cn3)cc2)c1
CHEMBL5984706 Cc1cnn(CC2CCC(N3C=CC(=O)C4C=Nc5[nH]ccc5C43)CC2)c1
CHEMBL2036465 Cc1c(N)nc(Nc2ccc(C#N)cc2)nc1[C@H](C)c1c(F)cccc1F
CHEMBL5196479 Cc1cn(S(=O)(=O)c2cccc(F)c2)c2cccc(N3CCNCC3)c12
CHEMBL596387 CC1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1
CHEMBL353876 CC1(C)OC23CCC4(CC2C1(C)C)C1Cc2ccc(O)c5c2C4(CCN1CC1CC1)C3O5
CHEMBL3416128 CC1(C)Oc2cc([C@]34CC5CC(C[C@@](CN=C=S)(C5)C3)C4)cc(O)c2[C@@H]2C[C@H](O)CC[C@H]21
CHEMBL5183405 CC1(C)Oc2cc(C3(CCCCCC#N)CCC3)cc(O)c2[C@@H]2C[C@@H](O)CC[C@H]21
CHEMBL5077315 CC1(C)Oc2cc(C3(CCCCCCN=[N+]=[N-])CCCC3)cc(O)c2[C@@H]2C[C@H](CO)CC[C@H]21
CHEMBL522772 Cc1c(Oc2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1ccc(Cl)c(O[C@@H](C)C(=O)O)c1
CHEMBL371341 Cc1c(Oc2ccc(Cl)c(O[C@@H](C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12
CHEMBL5403965 CC1COc2ccc(CNC(=O)N(Cc3ccc(F)cc3)C3CCN(C)CC3)cc21
CHEMBL3290717 Cc1coc2cc(Cl)c(Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc43)cc12
CHEMBL3650845 CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@@]2(COC(N)=N2)C12COC2
CHEMBL3354713 CC1(COc2cc(F)c3c(c2)[C@]2(COC(N)=N2)c2cc(-c4cccnc4)ccc2O3)COC1
CHEMBL5775768 CC1(C)OC2(CCN(C3=NC(=O)C4(Cc5ccccc5C4)O3)CC2)c2cccnc21
CHEMBL2158790 Cc1c(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(Cl)c1Cl
CHEMBL4792305 CC1(C)Oc2cnccc2-c2[nH]c(C(N)=O)c(C3CC3)c21
CHEMBL5612804 Cc1c(Oc2ncc(Cl)cc2OCC(F)F)cc(F)c2nc(C(=O)NC3(C)CCS(=O)(=O)CC3)cn12
CHEMBL3933415 Cc1c(OCC2CCCCC2)cccc1-c1ccc(N2CCc3cccc(C(=O)Nc4nc5ccccc5s4)c3C2)nc1C(=O)O
CHEMBL5987420 C[C@]1(CO)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3C[C@H]4C[C@@H]3CN4CC(F)(F)F)cc2O1
CHEMBL5396904 CC1COC(c2cncc(-c3ccc(C#N)c(F)c3)c2)O1
CHEMBL49744 Cc1c(O)cccc1C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1C
CHEMBL368169 Cc1c(O)cccc1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N(Cc1ccccc1)NC(=O)c1cccc(O)c1C
CHEMBL6002924 CC1COCC(CCN2CCNC(=O)c3oc4ccc(C(F)(F)F)cc4c32)O1
CHEMBL6011788 CC1COC(CCN2CCNC(=O)c3oc4ccc(C(F)(F)F)cc4c32)CC1O
CHEMBL5801284 CC1(C)OCCN(c2cc(-c3cc(C#N)c4c(N)ncnn34)ccc2C#N)C1=O
CHEMBL5440088 Cc1c(OCCN(C)CCCF)ccc(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1C[C@H](C)C(=O)O
CHEMBL6006227 Cc1c(OCCN(C)CCCF)ccc(F)c1[C@@H]1c2[nH]c3ccc(F)cc3c2C[C@@H](C)N1C[C@H](C)C(=O)O
CHEMBL5864559 Cc1c(OCCN(C)CCCF)ncc(F)c1[C@@H]1c2[nH]c3ccc(F)cc3c2C[C@@H](C)N1C[C@@H](C)C(=O)O
CHEMBL5423660 Cc1c(OCCNCCCF)cccc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F
CHEMBL5940386 Cc1c(OCCNCCCF)ccc(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(C)(C)C(=O)O
CHEMBL5432663 Cc1c(OCCNCCCF)ccc(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1C[C@@H](C)C(=O)O
CHEMBL5426160 Cc1c(OCCNCCCF)ncc(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1C[C@H](C)C(=O)O
CHEMBL3627877 Cc1coc(CN(C)C(=O)c2cccc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(CO)cc3)c2)n1
