chembl_id canonical_smiles
CHEMBL5867420 CC#CCn1c(=O)c2c(ncn2[C@@H](C)C(=O)Nc2csc(-c3cnc(N4CCC[C@H]4C(F)(F)F)nc3)n2)n(C)c1=O
CHEMBL5073669 CCCCn1c(=O)c2nc(C34CCC(C(=O)NCCCN=[N+]=[N-])(CC3)CC4)[nH]c2n(CCCNC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O
CHEMBL4469602 CC(C)(C)N1C(=O)C=C(c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)S1(=O)=O
CHEMBL112237 CCCCn1c(=O)cc(C(=O)OC2CC3CCC(C2)N3C)c2ccccc21
CHEMBL85915 CCCCN1C(=O)N(Cc2ccc3ccccc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1
CHEMBL218468 CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccc(F)cc34)sc21
CHEMBL219098 CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Oc3cccc4ccccc34)sc21
CHEMBL218573 CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccccc3C(F)(F)F)sc21
CHEMBL1092270 CCCCn1c(=S)sc2c1ncn1nc(-c3ccco3)nc21
CHEMBL3642200 CC(C)Cn1nc(-c2ccccn2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1
CHEMBL5835545 CCCCn1nc(-c2nc(N)c3c(n2)NC(=O)C3(C)c2ccc(CC(C)(C)C(=O)O)cc2)c2ccc(Cl)cc21
CHEMBL5912084 CCCCn1nc(-c2nc(N)c3c(n2)NC(=O)[C@@]3(C)c2ccc(CCC(=O)O)cc2)c2ccc(Cl)nc21
CHEMBL4794417 CCCCn1nccc1COc1ccccc1C[C@@H](Oc1ncnc2sc(-c3ccc(F)o3)c(-c3ccc(OCCN4CCN(C)CC4)c(Cl)c3C)c12)C(=O)O
CHEMBL3650118 CCCCn1nc(C(C)(C)C)s/c1=N/C(=O)c1cc(C(F)(F)F)ccc1NNC(=O)OC(C)(C)C
CHEMBL3650093 CCCCn1nc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1ONC(C)=O
CHEMBL5965172 CC(C)(C)n1nc([C@H]2CC[C@@H](OC(=O)ON3C(=O)CCC3=O)C2)cc1NC(=O)OCc1ccccc1
CHEMBL5169682 CCCCn1nc(C(=O)N[C@H](C(N)=O)C(C)(C)C)c2ccccc21
CHEMBL5863060 CC(C)(C)n1nnc(-c2ccc(OC/C(=C/F)CN)cc2)n1
CHEMBL6020114 CC(C)(C)n1nnc(-c2ccc(OC/C(=C\F)CN)cc2)n1
CHEMBL183773 C=C(C)CN(C1Cc2cc(C#N)ccc2N(Cc2cncn2C)C1)S(C)(=O)=O
CHEMBL182813 C=C(C)CN(C1Cc2cc(C#N)ccc2N(Cc2cncn2C)C1)S(=O)(=O)c1ccccn1
CHEMBL378681 CC(C)(C#N)c1cc(-c2cccc(CN(Cc3ccc(F)cc3)c3ccc(S(C)(=O)=O)cc3)c2)c2ncccc2c1
CHEMBL4454440 CC(C)(C)Nc1cc(-c2ccncc2)nc2cnccc12
CHEMBL5902774 CC(C)(C)Nc1cc(C(F)F)c(-c2sc(C(=O)N[C@@H]3CC[C@@H](O)C3)nc2C(=O)N2C3CCC2CC3)cn1
CHEMBL597416 CC(C)(C#N)c1cc(Cn2cncn2)cc(-c2ccc(O)c(Cl)c2)c1
CHEMBL4106804 CC(C)(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O
CHEMBL1783868 C=C(C)CNc1ccnc2sc3c(=O)n(-c4ccc(C)cc4)cnc3c12
CHEMBL5567557 CC[C@](C)(N)c1ccnc(Nc2cc3cc(-c4cnnn4C)nc(N)c3cn2)c1
CHEMBL4522327 CC(C)(C#N)C1CCN(C(=O)c2cnn(-c3nn4cccc4c(=O)[nH]3)c2)CC1
CHEMBL4571232 CCC(C#N)C1CCN(C(=O)c2cnn(-c3nn4cccc4c(=O)[nH]3)c2C)CC1
CHEMBL5886960 CC[C@](C)(N)c1cnc(OC2CC2)c2cnc(Nc3ccc4c(n3)C3(CC3)[C@H](C)OC4=O)cc12
CHEMBL5787506 CC[C@@](C)(N)c1cnc(OC2CC2)c2cnc(Nc3ccc4c(n3)[C@@H](C)C(C)(C)OC4=O)cc12
CHEMBL5806010 CC[C@@](C)(N)c1cnc(OC2CC2)c2cnc(Nc3ccc4c(n3)[C@@H](C)[C@H](C)OC4=O)cc12
CHEMBL5982841 CC[C@](C)(N)c1cnc(OC2CC2)c2cnc(Nc3ccc4c(n3)[C@@H](C)[C@H](C)OC4=O)cc12
CHEMBL6065850 CC[C@@](C)(N)c1cnc(OC)c2cnc(Nc3ccc4c(n3)CC(C)(C)OC4=O)cc12
CHEMBL6025275 CC[C@](C)(N)c1cnc(OC)c2cnc(Nc3ccc4c(n3)CC(C)(C)OC4=O)cc12
CHEMBL9476 CCC(C)/N=c1\c(O)c(O)\c1=N/[C@@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)O
CHEMBL9348 CCCC/N=c1\c(O)c(O)\c1=N/[C@@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)O
CHEMBL5855696 CCCCNc1ncc2c(-c3ccc(S(=O)(=O)N4CCOCC4)c(F)c3)cn(C3CCC(N)CC3)c2n1
CHEMBL5871924 CCCCNc1ncc(-c2ccc(C3(N4CCOCC4)CCC3)cn2)c(NC2CCC(O)CC2)n1
CHEMBL5851446 CCCCNc1ncc(-c2ccc(C3(N4CCOCC4)CCCC3)cn2)c(NC2CCC(O)CC2)n1
CHEMBL5951577 CCCCNc1ncc(-c2ccc(CN3C4CCCC3CC4)cn2)c(N[C@H]2CC[C@H](O)CC2)n1
CHEMBL3092793 CCCCNc1ncc(-c2ccc(C(=O)NC3CCN(C)CC3)cn2)c(N[C@H]2CC[C@H](O)CC2)n1
CHEMBL251024 CCCCNc1nc(SCCC)nc2c1nnn2[C@@H]1O[C@H](/C=C/C(=O)N[C@@H](CC(=O)O)C(=O)O)[C@@H](O)[C@H]1O
CHEMBL45927 CCCCN(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)c1nnn(CC(C)C)c1C(=O)O
CHEMBL3649311 CC(C)CN(Cc1cc(Cl)c2c(c1)CCCCO2)C(=O)C1CCN(Cc2cccc3c2CCN3)C1
CHEMBL392900 CCC(C)NCc1ccc(Nc2cc(-c3ccc(-c4ccc(O)cc4O)cc3)[nH]n2)cn1
CHEMBL339049 CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2ccc(Cl)cc2)c1O
CHEMBL186252 CCCCN(CC)c1cc(C)nc2c1NC(=O)CN2c1ccc(C(C)C)cc1Br
CHEMBL5173013 CCCCN(CCc1cn(C(=O)N(C)C)c2ccccc12)CCC1CCCCCC1
CHEMBL168554 CCCCN(CC)c1nc(C)nc2c1nc(C)n2-c1ccc(C(C)C)cc1Br
CHEMBL115142 CCCCN(CCCC)c1cc(C)nc2c(-c3ccc(Cl)cc3Cl)nn(C)c12
CHEMBL4640537 CCCCN(CCCC)CCCOc1ccc2c(=O)c3c(Cl)c(Cl)ccc3[nH]c2c1
CHEMBL48273 CCCCN(CCCC)C(=O)c1ccc2[nH]c(-c3cc(C)cc(C)c3)c(CCNCCCCc3cccnc3)c2c1
CHEMBL569465 CCCC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
CHEMBL59167 CCCCN(CCCC)C(=O)c1cccc(CN2CCN(c3ccccc3OC(C)C)CC2)c1
CHEMBL205986 CC(C)CN(CC(C)C)C(=O)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
CHEMBL129740 CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)CCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(CC)cc1
CHEMBL338754 CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)CCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(CC)c(F)c1
CHEMBL110366 CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)CCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1
CHEMBL368558 CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](CC(=O)O)[C@@H]1c1ccc(OC)cc1
CHEMBL326685 CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1CC/C=C(/C)CC
CHEMBL112832 CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3occc3c2)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1
CHEMBL5687007 CCCCN(CCCC)C(=O)CN1[C@H](c2cc(OC)c3c(c2)OCO3)C[C@@H](C(=O)O)[C@@H]1CC(C)(C)CCC
CHEMBL1651225 CCCCN(CCCC)C(=O)C(=O)c1c(-c2ccccc2)n(C)c2ccccc12
CHEMBL292847 CCCCN(CCCC)C(=O)C(=O)c1c(-c2ccc(Cl)cc2)[nH]c2ccccc12
CHEMBL493301 CCCCN(CCCC)C(=O)C(=O)c1c(-c2ccc([N+](=O)[O-])cc2)[nH]c2ccccc12
CHEMBL101455 CCCCN(CCC(=O)c1c(CC)nc(CCC)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC(C)C)cc1F)C(=O)c1ccccc1
CHEMBL552398 CC(C)(C)NC[C@@H](O)c1ccc(OB(O)O)c(CO)c1
CHEMBL4785296 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc2oc(=O)ccc2c1)S(=O)(=O)c1ccc(N)cc1
CHEMBL457783 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1)S(=O)(=O)c1ccc2ncsc2c1
CHEMBL5184578 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(O)cc1O)S(=O)(=O)c1ccc(F)cc1
CHEMBL5200806 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)c(O)c(O)c1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1
CHEMBL516262 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C1(C(N)=O)CC1)S(=O)(=O)c1ccc2ncsc2c1
CHEMBL4861507 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN(C)C1)S(=O)(=O)c1ccc(C(F)(F)F)cc1
CHEMBL1233804 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccccc2C(F)(F)F)C(=O)O1)S(=O)(=O)c1ccc2ncsc2c1
CHEMBL1276056 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccccc2C(F)(F)F)C(=O)O1)S(=O)(=O)c1ccc(N)cc1
CHEMBL218403 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccccc2)C(=O)O1)S(=O)(=O)c1ccc(N)cc1
CHEMBL266948 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2cccc(F)c2)C(=O)O1)S(=O)(=O)c1ccc2c(c1)OCO2
CHEMBL219913 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2cccc(F)c2)C(=O)O1)S(=O)(=O)c1ccc(N)cc1
CHEMBL1276082 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2cccc(OC(F)(F)F)c2)C(=O)O1)S(=O)(=O)c1ccc(CO)cc1
CHEMBL1276060 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccc(F)cc2F)C(=O)O1)S(=O)(=O)c1ccc(N)cc1
CHEMBL374709 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccc(F)c(F)c2)C(=O)O1)S(=O)(=O)c1ccc(N)cc1
CHEMBL94384 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)S(=O)(=O)N1ONc2ccccc21
CHEMBL478893 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](O)C(C)C)S(=O)(=O)c1ccc2ncsc2c1
CHEMBL4868304 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC[C@H]1CCCNC1)S(=O)(=O)c1ccc(N)cc1
CHEMBL5277648 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1C2CO[C@H]3OCC1C3C2)S(=O)(=O)c1ccc2oc(NC3CC3)nc2c1
CHEMBL1651161 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(CO)cc1
CHEMBL2057459 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2c(c1)C(=CNC(C)(C)C)C(=O)N2
CHEMBL4059839 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2nc(NC3CC3)sc2c1
CHEMBL4448856 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc([C@H](O)CO)cc1
CHEMBL1323 CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1
CHEMBL4533315 CC(C)CN(C[C@@H](O)[C@H](Cc1cccc(F)c1)NC(=O)O[C@H]1C[C@H]2CO[C@H]3OC1C[C@@H]23)S(=O)(=O)c1ccc2nc(NC3CC3)sc2c1
CHEMBL4460799 CC(C)CN(C[C@@H](O)[C@H](Cc1ccc(F)cc1)NC(=O)O[C@H]1C[C@H]2CO[C@H]3OC1C[C@@H]23)S(=O)(=O)c1ccc2nc(NC3CC3)sc2c1
CHEMBL3085291 CC(C)(C)NC[C@H](O)COc1ccc(-c2nc(C(F)(F)F)c[nH]2)cc1
CHEMBL499 CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
CHEMBL5897793 CC(C)(C)NCCNc1ccc(-c2cncc(F)c2)nc1C1CCN(c2ncnc3c2C(C)(C)C(=O)N3)CC1
CHEMBL5866601 CC(C)(C)NCCNc1ccc(-c2nnc(C3CC3)s2)nc1C1CCN(c2ncnc3c2C(C)(C)C(=O)N3)CC1
CHEMBL5789687 CC(C)(C)NCCNc1ccc(-c2nnc(C(F)(F)F)o2)nc1C1CCN(c2ncnc3c2C(C)(C)C(=O)N3)CC1
CHEMBL1800660 CCCCN(CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1
CHEMBL179551 CCCCN(C)CNCC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1ccnc(NCc2nonc2C)c1=O
CHEMBL481537 CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1
CHEMBL714 CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
CHEMBL213012 CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)O[C@@H]1C[C@@H]2CCO[C@@H]2C1)S(=O)(=O)c1ccc(N)cc1
CHEMBL1911620 CCCCN(C)C(=O)Cn1c2nn(-c3ccccc3)c(=O)c-2c(C)c2ccccc21
CHEMBL460998 CCCCN(C)C(=O)C(=O)c1c(-c2ccc(Cl)cc2)[nH]c2ccc(Cl)cc12
CHEMBL839 CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
CHEMBL105212 CC(C)(CN(CC(=O)NC(CCCCN)B(O)O)C(=O)CCc1ccccc1)c1ccccc1
CHEMBL105137 CC(C)(CN(CC(=O)NC(CCCN=C(N)N)B(O)O)C(=O)CCc1ccccc1)c1ccccc1
CHEMBL3354584 CCCCN(CC(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)C(=O)[C@@H]1CCSCCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1
CHEMBL3354583 CCCCN(CC(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)C(=O)[C@@H]1CSCCCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1
CHEMBL134282 CCCCN(C)C(=O)OC1=C(c2ccccc2)Oc2ccccc2-n2cccc21
CHEMBL3647777 CC(C)(C)N[C@H]1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)[C@@H](C#N)C1
CHEMBL5805433 CCC(C#N)[C@H]1CCOc2cc(-c3ccnc(Nc4ccnn4C)n3)cc3nnc1n23
CHEMBL5861939 CC(C)(C)N[C@H](c1ccc(Nc2nn([C@]3(CC#N)CCOC[C@@H]3F)c3cc[nH]c(=O)c23)cc1)C(F)(F)F
CHEMBL3670876 CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](Cc1ccccc1Br)NC(=O)c1ccccn1)S(=O)(=O)c1ccc(N)cc1
CHEMBL3670877 CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](Cc1ccccc1Br)NC(=O)c1cccnc1)S(=O)(=O)c1ccc(N)cc1
CHEMBL3670875 CC(C)CN([C@H](CO)CCCCNC(=O)[C@H](Cc1ccccc1Br)NC(=O)c1cnccn1)S(=O)(=O)c1ccc(N)cc1
CHEMBL3670890 CC(C)CN([C@H](CO)CCCCNC(=O)[C@H](Cc1ccccc1Br)NC(=O)N1CCOCC1)S(=O)(=O)c1ccc2c(c1)CCO2
CHEMBL378557 CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)C1CC1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1
CHEMBL378134 CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)c1cccc(O)c1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1
CHEMBL377826 CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)c1cnccc1N)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1
CHEMBL380545 CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)N1CCNCC1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1
CHEMBL386314 CCCC/N=C(/NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCNC(=O)c1cccnc1)NC(=O)[C@H](CCCCNC(=O)c1cccnc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O)NC(N)=O
CHEMBL520349 CCCCNC(=O)c1ccc2c(c1)N=C(c1ccc(F)c(Cl)c1)c1ccccc1S2
CHEMBL5797254 CCC(CNC(=O)c1cc(-c2cnn3ccc(-c4cccs4)nc23)nc(N2CC[C@H]2C(=O)NC)c1)N(CC)CC
CHEMBL121872 CCCCNC(=O)c1ccc(Br)c(-n2nc(CCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OC(C)(C)C)cc3F)c2=O)c1
CHEMBL504391 CC(C)CNC(=O)c1ccc(-c2ccc(-c3ccncc3)cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1
CHEMBL506771 CC(C)CNC(=O)c1ccc(-c2ccc(-c3ccoc3)cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1
CHEMBL505190 CC(C)CNC(=O)c1ccc(-c2ccc(-c3ccsc3)cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1
CHEMBL499829 CC(C)CNC(=O)c1ccc(-c2ccc(-c3ccsc3C(=O)O)cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1
CHEMBL451066 CC(C)CNC(=O)c1ccc(-c2ccc(-c3cscc3CN=[N+]=[N-])cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1
CHEMBL502292 CC(C)CNC(=O)c1ccc(-c2ccc(-c3sccc3CO)cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1
CHEMBL500947 CC(C)CNC(=O)c1ccc(-c2ccc(C#CC(C)(C)O)cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1
CHEMBL497067 CC(C)CNC(=O)c1ccc(-c2ccc(/C=C/CO)cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1
CHEMBL2207790 CCCCN(C(=O)c1ccccc1)c1nnc(-c2ccc(CN3CC(C(=O)O)C3)cc2)s1
CHEMBL11143 CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS(=O)(=O)c1cccc2ccccc12)NS(C)(=O)=O
CHEMBL230270 CC(C)(C)NC(=O)c1ccccc1C[C@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CS(=O)(=O)c1ccc(Cl)cc1)NS(C)(=O)=O
CHEMBL276656 CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS(=O)(=O)c1ccc(F)cc1)NS(C)(=O)=O
CHEMBL124903 CCCCNC(=O)c1ccc(C(F)(F)F)c(-n2nc(CC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OC(C)(C)C)cc3F)c2=O)c1
CHEMBL56136 CC(C)C(NC(=O)C1CCCN1C(=O)[C@@H](NC(=O)c1ccc(Oc2ccccc2)cc1)C(C)C)C(=O)C(F)(F)F
CHEMBL3660041 CC(C)(CN)COc1cc(F)cc2ccc(-c3nnc4ccccn34)nc12
CHEMBL3962511 CC(C)(C)NC(=O)C1CCN(Cc2cccc(NC(=O)c3ccc(C(F)(F)F)cn3)c2)CC1
CHEMBL3920616 CC(C)(C)NC(=O)C1CCN(Cc2cccc(NC(=O)c3ccc(F)cc3)c2)CC1
CHEMBL3953828 CC(C)(C)NC(=O)C1CCN(Cc2cccc(NC(=O)c3cncc(C(F)(F)F)c3)c2)CC1
CHEMBL3916030 CC(C)(C)NC(=O)C1CCN(Cc2cccc(NC(=O)C(C)(C)c3ccc(Cl)cc3)c2)CC1
CHEMBL4177268 CCCCNC(=O)c1cc(S(N)(=O)=O)c(Br)cc1NC1CCCCC1
CHEMBL4450306 CCCCNC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1S(=O)(=O)C1CCCCC1
CHEMBL5820894 CCCCNC(=O)c1cn(C2C(O)[C@@H](CO)OC(S[C@@H]3OC(CO)[C@H](O)[C@H](n4cc(-c5cc(F)c(F)c(F)c5)nn4)C3O)[C@@H]2O)nn1
CHEMBL4125900 CC(C)CN(C(=O)c1nc2ccccc2[nH]1)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1
CHEMBL6029026 CC(C)(C)NC(=O)c1nn(-c2cc(C(F)(F)F)ccn2)c2c1C[C@H]1C[C@@H]21
CHEMBL359593 CCCCN(C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12)c1ccccc1
CHEMBL3957178 CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1cccc(F)c1F
CHEMBL3923181 CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1cc(F)cc(F)c1F
CHEMBL183118 CC(C)CN(C(=O)C(C)(C)C)c1cc(C(Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)cc(C(F)(F)F)c1
CHEMBL4747480 CC(C)(C)NC(=O)CC[C@H](NC(=O)N1CCC(C(=O)Nc2cccnc2)CC1)C(=O)N[C@@H](CCc1ccccc1)C(=O)NCc1ccccc1Cl
CHEMBL1783184 CCCCNC(=O)C(CC(=O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)CS(=O)(=O)C(C)(C)C)C(C)C
CHEMBL5178326 C#CCC(NC(=O)CCSC1CC(=O)N(CCCCCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc2ccc(COC(=O)N(C)[C@H](C(=O)N[C@H](C(=O)N(C)[C@@H]([C@@H](C)CC)[C@@H](CC(=O)N3CCC[C@H]3[C@H](OC)[C@@H](C)C(=O)N[C@H](C)[C@@H](O)c3ccccc3)OC)C(C)C)C(C)C)cc2)C(C)C)C1=O)C(=O)NCCCCCC(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O
CHEMBL138225 CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL2282655 CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CNC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL4212927 CC[C@](C)(NC(=O)[C@H]1CCCN1C(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](Cc1ccncc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)NC(C)(C)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC1CCCCC1)C(N)=O)[C@@H](C)O
CHEMBL293809 CC(C)C(NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1)C(C)C)C(=O)C(F)(F)F
CHEMBL3085518 CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)COc1cccc2ccccc12
CHEMBL83506 CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
CHEMBL154519 CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS(C)(=O)=O)NC(=O)c1ccc2ccccc2n1
CHEMBL17612 CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccc2ccccc2n1)C1CCOC1
