assay_chembl_id	smarts	fraction_of_average_molecule_size
CHEMBL856320	[#6]-&!@[#6](-&!@[#6])-&!@[#6]-&!@[#6](-&!@[#7])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6](=&!@[#8])-&!@[#6]	0.6253101736972704
CHEMBL908038	[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@1)-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@2)-&!@[#6]-&!@[#6]	0.4484797297297297
CHEMBL869276	[#6]-&!@[#6](-&!@[#7])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6](=&!@[#8])-&!@[#6]-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.6951219512195123
CHEMBL909463	[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]	0.31351351351351353
CHEMBL912951	[#8]=&!@[#6](-&!@[#6]1:,-;@[#6]:,=;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,=;@1-&!@[#7]-&!@[#16](=&!@[#8])(=&!@[#8])-&!@[#6])-&!@[#7]	0.4741703729045501
CHEMBL873739	[#6]-&!@[#6]-&!@[#7]=,-;!@[#6](-,=;!@[#7])-&!@[#6]1:&@[#6](-&!@[#8]):&@[#7]:&@[#16]:&@[#6]:&@1-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.6094316807738815
CHEMBL856552	[#6]-&!@[#6]1:&@[#6]:&@[#6](-&!@[#7]):&@[#6]2:&@[#6](:&@[#7]:&@1):&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@2)-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6]	0.5513905683192261
CHEMBL911362	[#6]-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6](=&!@[#8])-&!@[#7](-&!@[#6]-&!@[#6]-&!@[#7])-&!@[#6]-&!@[#6]	0.46892904363155574
CHEMBL912015	[#6]-&!@[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.4581253466444814
CHEMBL855762	[#6]-&!@[#7]-&!@[#16](=&!@[#8])(=&!@[#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2	0.44096385542168676
CHEMBL920402	[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#7]:&@[#6](:&@[#7]:&@1)-&!@[#7]1:&@[#6]:&@[#6]:&@[#7]:&@[#6]:&@1	0.3574087862993298
CHEMBL916755	[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#8]-&@[#6]-&@[#6]-&@1	0.29821843532145625
CHEMBL917154	[#6]-&!@[#6]-&!@[#7]1:&@[#6](-&!@[#6]-&!@[#6]):&@[#7]:&@[#7]:&@[#6]:&@1-&!@[#6](-&!@[#6]-&!@[#6]1:&@[#6]:&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6](-&!@[#6])(-&!@[#6])-&!@[#7]	0.6624535315985131
CHEMBL919032	[#6]1:&@[#7]:&@[#6](:&@[#7]:&@[#7]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#8]:&@1	0.306965761511216
CHEMBL915480	[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:&@[#6]:,-;@1	0.29069767441860467
CHEMBL914034	[#6]-&!@[#8]-&!@[#6](=&!@[#8])-&!@[#6]1=,-;@[#6](-&!@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@1	0.8449554896142434
CHEMBL914744	[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@1)-&@[#6]-&@[#6]1:&@[#6]-&@2:&@[#7]:&@[#7]:&@[#6]:&@1-&!@[#6]	0.37934904601571273
CHEMBL903910	[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6](-&!@[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#6])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.6459426725878078
CHEMBL906590	[#8]=&!@[#6](-&!@[#7]-&!@[#6])-&!@[#7](-&!@[#6]-&!@[#6])-&!@[#6]1-&@[#6]-&@[#6]=,-;@[#6](-&@[#6]-&@[#6]-&@1)-&!@[#6]	0.38923766816143496
CHEMBL889241	[#7]-&!@[#6](-&!@[#6]-&!@[#8]-&!@[#6]1:&@[#6]:&@[#7]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.7510204081632653
CHEMBL889318	[#6]-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6](-&!@[#17]):&@[#6]:&@[#6](:&@[#6]:&@1-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6]1:&@[#16]:&@[#6]:&@[#6](:&@[#6]:&@1-&!@[#17])-&!@[#6]-&!@[#7])-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#7]:&@1)-&!@[#17]	0.8419958419958421
CHEMBL890447	[#6]-&!@[#6]1:&@[#7]:&@[#8]:&@[#6](:&@[#7]:&@1)-&!@[#6](-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#6]1-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@[#6]-,:;@1)-&!@[#6]-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#8]	0.7546201232032854
CHEMBL891881	[#6]-&!@[#6](-&!@[#6]-,=;!@[#8])-&!@[#7]1-&@[#6](=&!@[#8])-&@[#6](-&@[#6]-&@1-&!@[#6]=,-;!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#7]1-&@[#6](=&!@[#8])-&@[#8]-&@[#6]-&@[#6]-&@1-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.5740469208211144
CHEMBL892114	[#6]-&!@[#6]1(-&!@[#8])-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6](-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.7319711538461539
CHEMBL894518	[#6]-&!@[#6](-&!@[#6])-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6]1-&@[#6]-&@[#6]-&@[#6](-&@[#6]-&@[#6]-&@1)-&!@[#7]-&!@[#16](=&!@[#8])(=&!@[#8])-&!@[#6]	0.7781780751415338
CHEMBL894022	[#6]-&!@[#16]-&!@[#6]1:&@[#7]:&@[#7]:&@[#6](:&@[#7]:&@1)-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.6256607400288323
CHEMBL895231	[#6]-&!@[#6]-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6](-&!@[#6])-&!@[#6]-&!@[#6](-&!@[#8])-&!@[#6](-&!@[#7])-&!@[#6]-&!@[#6](-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6](:&@[#6]:&@1)-&!@[#8]-&!@[#6]-&!@[#6])-&!@[#8]-&!@[#6])-&!@[#6](-&!@[#6])-&!@[#6]	0.7739174219536757
CHEMBL894220	[#6]-&!@[#6]1:&@[#7]:&@[#6](-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6]-&!@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2):&@[#6](:&@[#6](:&@[#7]:&@1-&!@[#6])=&!@[#8])-&!@[#8]	0.6988934187536401
CHEMBL895361	[#6]-&!@[#7]-&!@[#6]1(-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6](-&!@[#6]-&!@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6])-&@[#6]-&@[#6]-,=;@[#6]-&@[#6]-&@1	0.5201793721973094
CHEMBL897085	[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#7]:&@1-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#8]-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.7523650528658876
CHEMBL895641	[#6]1:&@[#7]:&@[#6]2:&@[#6](:&@[#7]:&@1-&!@[#6]):&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2)-&!@[#6](=&!@[#8])-&!@[#7](-&!@[#6]-&!@[#6]-&!@[#6](-&!@[#6])-&!@[#6])-&!@[#6]-&!@[#6]-&!@[#6](-&!@[#6])-&!@[#6]	0.577699530516432
CHEMBL898074	[#8]=&!@[#6](-&!@[#7]-&!@[#6])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.3042763157894737
CHEMBL898226	[#6]-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.28309305373525556
CHEMBL897706	[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]-&!@[#7](-&!@[#6]-&!@[#6](-&!@[#8])-&!@[#6](-&!@[#9])(-&!@[#9])-&!@[#9])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.5983240223463686
CHEMBL897862	[#8]=&!@[#16](=&!@[#8])(-&!@[#6])-&!@[#6]1:&@[#6]:&@[#7](:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#7]:&@2)-&!@[#6]	0.5400593471810089
CHEMBL900990	[#6]-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6](-&!@[#6]-&!@[#6]1:&@[#6]:&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#6]1:,=;@[#7]:,-;@[#7]:,-;@[#6](:,-;@[#7]:,-;@1-&!@[#6])-&!@[#6]-&!@[#6]-&!@[#6]	0.5714285714285714
CHEMBL899931	[#6]-&!@[#6]-&!@[#6](-&!@[#7])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6](=&!@[#8])-&!@[#6]1-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6]	0.7792207792207793
CHEMBL885484	[#6]-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#6]1:,-;@[#7]:,=;@[#6](:,-;@[#7]2:,-;@[#6]:,-;@1:,-;@[#6](:,=;@[#7]:,-;@[#6]:,=;@[#6]:,-;@2)-&!@[#7])-&!@[#6]	0.6258823529411764
CHEMBL885678	[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@1):&@[#6](:&@[#6]:&@[#7]:&@2)-&!@[#6]-&!@[#6](-&!@[#7])=&!@[#8]	0.6558185404339251
CHEMBL886170	[#6]-&!@[#7](-&!@[#6])-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#7]2:&@[#6](:&@[#6]:&@1):&@[#7]:&@[#6](:&@[#6]:&@2-&!@[#6]1:&@[#6]:&@[#6]:&@[#7]:&@[#6](:&@[#7]:&@1)-&!@[#7])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#9]	0.8427172582619339
CHEMBL888080	[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1	0.21201413427561838
CHEMBL923957	[#6]-&!@[#6]1-&@[#6]-&@[#7]-&@[#6](-&@[#6]2:&@[#6]-&@1:&@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1:&@[#7]:&@2)=&!@[#8]	0.6015831134564643
CHEMBL940859	[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]-&!@[#7]-&!@[#6]-&!@[#6](-&!@[#6])-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6]-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.6599373477201531
CHEMBL942952	[#6]-&!@[#6]-&!@[#7]-&!@[#6]-&!@[#6]1(-&!@[#7]2-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@2)-&!@[#6](=&!@[#8])-&!@[#6]2-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@2-&!@[#6]2:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2)-&!@[#17])-&!@[#6])-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@1	0.7790017211703959
CHEMBL925069	[#6]-&!@[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#6]-&@[#6](-&@[#6]-&@1)-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#9]	0.4218181818181818
CHEMBL925154	[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6](=,-;!@[#8])-&!@[#6](-&!@[#9])(-&!@[#9])-&!@[#9]	0.4143646408839779
CHEMBL944160	[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]2:&@[#6]:&@1-,:;@[#6]-,:;@[#7]-,:;@[#6]-,:;@[#6]-,:;@2	0.43536503683858
CHEMBL930579	[#6]-&!@[#6]-&!@[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#6]-&@[#6]-&@1	0.5042016806722689
CHEMBL949088	[#6](-&!@[#6]-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#7]:&@[#6]:&@[#6]:&@[#8]:&@1	0.4914491449144915
CHEMBL948183	[#6]-&!@[#6]-&!@[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#6]2:&@[#6](-&@[#6]-&@[#6]-&@1):&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2	0.3800268096514745
CHEMBL950162	[#7]1-&@[#6]-&@[#6]-&@[#6]2-&@[#6](-&@[#6]-&@1)(-&@[#6]-&@[#6]1:&@[#6](-&@[#6]=&@2):&@[#7](:&@[#7]:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#9])-&!@[#6]	0.5788804071246819
CHEMBL937605	[#6]1:&@[#6]:&@[#6]:&@[#7]:&@[#7]:&@1-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6](-&!@[#17]):&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#8]-&!@[#6]-&!@[#6]	0.5282112845138055
CHEMBL947228	[#16](=&!@[#8])(=&!@[#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#7]:&@[#6]:&@[#6]:&@[#6](:&@[#7]:&@1)-&!@[#7]-&!@[#6]-&!@[#6]	0.6413130504403523
CHEMBL948917	[#6]-&!@[#6]-&!@[#6](-&!@[#7]-&!@[#6](=&!@[#8])-&!@[#6])-&!@[#6](=&!@[#8])-&!@[#6]	0.24606299212598426
CHEMBL933431	[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#6](-&@[#6]-&@[#6]-&@1)(-&!@[#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.463531669865643
CHEMBL933439	[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#7]1-&@[#6]-&@[#6]-&@[#6]-&@[#6](-&@[#6]-&@1=&!@[#8])-&!@[#7]-&!@[#16](=&!@[#8])(=&!@[#8])-&!@[#6]	0.4610923151280812
CHEMBL939996	[#6]-&!@[#7]	0.052411697683251046
CHEMBL921838	[#8]=&!@[#6](-&!@[#6]-&!@[#6])-&!@[#7]-&!@[#6]-&!@[#6]1:&@[#7]:&@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2:&@[#6](:&@[#7]:&@1-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)=&!@[#8]	0.5945863746958638
CHEMBL924743	[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#8]-&!@[#6]-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#7]:&@[#6]2:&@[#6](:&@[#8]:&@1):&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2	0.8504672897196262
CHEMBL925727	[#6]-&!@[#6]-&!@[#7]1-&@[#6](=&!@[#8])-&@[#6]-&@[#6]2(-&@[#6]-&@1)-&@[#6](=&!@[#8])-&@[#7](-&@[#6]1:&@[#6]-&@2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6]-&!@[#6]	0.6426470588235295
CHEMBL921473	[#7]-&!@[#6]1:&@[#7]:&@[#6](-&!@[#6]):&@[#6]:&@[#6]:&@[#7]:&@1	0.33626097867001253
CHEMBL995584	[#6]-&!@[#7]1:&@[#6](-&!@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2):&@[#7]:&@[#7]:&@[#6]:&@1-&!@[#6]1(-&!@[#6]2:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2)-&!@[#17])-&@[#6]-&@[#6]-&@[#6]-&@1	0.8168523676880223
CHEMBL961495	[#6]-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6](-&!@[#7]-&!@[#6]2:&@[#6]:&@[#7]:&@[#6]:&@[#6]:&@[#7]:&@2):&@[#6]:&@[#6](:&@[#6]:&@1-&!@[#8]-&!@[#6])-&!@[#8]-&!@[#6]	0.6483851310176721
CHEMBL981183	[#8]-&!@[#6]1:&@[#6]:&@[#6](-&!@[#8]):&@[#6]:&@[#6]2:&@[#6]:&@1:&@[#6](:&@[#6]:&@[#6](:&@[#8]:&@2)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)=&!@[#8]	0.7297843665768193
CHEMBL970754	[#6](-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#6]-&!@[#6])-&!@[#6]	0.3475208424747696
CHEMBL1000360	[#8]=&!@[#6]1-&@[#7]-&@[#6](-&@[#6]2:&@[#6]-&@1:&@[#6](-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1):&@[#6]:&@[#6]1:&@[#6]:&@2:&@[#6]2:&@[#6]:&@[#6](-&!@[#8]):&@[#6]:&@[#6]:&@[#6]:&@2:&@[#7]:&@1-&!@[#6]-&!@[#6])=&!@[#8]	0.8325991189427312
CHEMBL973601	[#6]-&!@[#6]-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#6](=&!@[#8])-&!@[#6]-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1-&!@[#17])-&!@[#17]	0.7219251336898396
CHEMBL984527	[#6]-&!@[#6]-&!@[#6]-&!@[#7](-&!@[#6])-&!@[#6]1-&@[#6]-&@[#8]-&@[#6]2:&@[#6](-&@[#6]-&@1):&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2	0.46335078534031415
CHEMBL962309	[#6]-&!@[#7]-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.8077669902912622
CHEMBL963901	[#6]-&!@[#6]1:&@[#6](-&!@[#6]):&@[#7]:&@[#6](:&@[#7]:&@1-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1-&!@[#17])-&!@[#17]	0.6441717791411042
CHEMBL963081	[#8]=&!@[#6](-&!@[#6]-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]2:&@[#6]:&@1:&@[#6](:&@[#6]:&@[#7]:&@2)-&!@[#16]-&!@[#6])-&!@[#7]-&!@[#16](=&!@[#8])(=&!@[#8])-&!@[#6]	0.5763440860215053
CHEMBL1021377	[#6]-,=;!@[#6]	0.08056872037914692
CHEMBL1021382	[#7]-&!@[#6]1:&@[#7]:&@[#6](-&!@[#6]):&@[#6]2:&@[#6](:&@[#7]:&@1):&@[#7](:&@[#7]:&@[#7]:&@2)-&!@[#6]-&!@[#6]	0.5592452830188679
CHEMBL1011777	[#6]1:,-,=;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1	0.2626865671641791
CHEMBL980957	[#6]-&!@[#6]-&!@[#7](-&!@[#6])-&!@[#6](=&!@[#8])-&!@[#6](=&!@[#8])-&!@[#6]1:&@[#6](-&!@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2):&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2	0.7805145046524357
CHEMBL947342	[#6]-&!@[#16](=&!@[#8])(=&!@[#8])-&!@[#7]-&!@[#6]-&!@[#6]-&!@[#6]1:&@[#6](-&!@[#6]-&!@[#6]):&@[#6]2:&@[#6](:&@[#7]:&@1-&!@[#6](-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1):&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@2)-&!@[#17]	0.6366179670500466
CHEMBL993111	[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@[#6]:,-;@1	0.2389572773352643
CHEMBL1031359	[#6]-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6](-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)-&!@[#6](-&!@[#8])-&!@[#6]-&!@[#7](-&!@[#6]-&!@[#6])-&!@[#16](=&!@[#8])(=&!@[#8])-&!@[#6]	0.553919239904988
CHEMBL940410	[#6]-&!@[#6]1:&@[#6](-&!@[#6]2:&@[#7]:&@[#7]:&@[#6](:&@[#8]:&@2)-&!@[#6]):&@[#7]:&@[#7](:&@[#6]:&@1-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#17])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1-&!@[#17])-&!@[#17]	0.7993767043241138
CHEMBL1011882	[#8]=&!@[#6](-&!@[#6])-&!@[#7]1-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@1)-&!@[#16](=&!@[#8])(=&!@[#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.5454545454545454
CHEMBL1010168	[#6]1(-&!@[#6]2:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2)-&!@[#7]2-&@[#6]-&@[#6]-&@[#6]3:,-;@[#6](-&@[#6]-&@2=&!@[#8]):,-;@[#7](:,-;@[#7]:,=;@[#6]:,-;@3)-&!@[#6]2:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2)-&!@[#8]-&!@[#6])-&@[#6]-&@[#6]-&@1	0.7320772058823529
CHEMBL1030622	[#6]-&!@[#6]-&!@[#7]1-&@[#6]-&@[#7](-&@[#6]2(-&@[#6]-&@1=&!@[#8])-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@2)-&!@[#6])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.5677966101694916
CHEMBL1005039	[#6]=,-;!@[#6]-&!@[#7]1-&@[#6]-&@[#6]-&@[#7]2:&@[#6]3:&@[#6](-&@[#6]-&@1):&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@3:&@[#7]:&@[#6]:&@2	0.7504690431519699
CHEMBL1027667	[#6]1:,-;@[#6]:,-;@[#6]:,-;@[#6](:,-;@[#6]:,-;@[#6]:,-;@1)-&!@[#6]	0.24005486968449932
CHEMBL975287	[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]1=&@[#6](-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6]-&!@[#6]2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&@[#6]2-&@[#6]-&@[#7]-&@[#6]-&@[#6](-&@[#6]-&@1)-&@[#7]-&@2	0.550755939524838
CHEMBL1026910	[#6]-&!@[#6]-&!@[#6]-&!@[#7]1:&@[#6]:&@[#6](:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2)-&!@[#6](=&!@[#8])-&!@[#6]	0.5661925601750547
