molregno	chembl_id	smiles
1165315	CHEMBL1807628	[N-]=[N+]=N[C@H]1[C@@H](\C=C\c2ccccc2)N(C3CCCCC3)C1=O
1165377	CHEMBL1807690	N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)O
1165624	CHEMBL1807934	[O-][N+](=O)c1ccc2SN(C(=O)c2c1)c3ccc(Cl)cc3
1165932	CHEMBL1808239	Fc1ccc2nc([nH]c2c1)c3n[nH]c4ncc(cc34)c5cccnc5
1166177	CHEMBL1808482	Clc1ccc(cc1)C(=O)n2nc(C(=O)Nc3ccccc3)c4ccccc24
1166188	CHEMBL1808493	Nc1cccc(c1)C(=O)n2nc(C(=O)Nc3ccccc3)c4ccccc24
1166291	CHEMBL1808595	Cc1c(O)cncc1c2ccc3[nH]nc(c4nc5ccccc5[nH]4)c3c2
1166462	CHEMBL1808764	Clc1ccc(CNc2cc3c(cn2)[nH]c4ccccc34)cc1
1166473	CHEMBL1808775	COc1cccc(CNc2cc3c(cn2)[nH]c4ccccc34)c1OC
1166848	CHEMBL1809146	Nc1ccccc1NC(=O)c2ccc(cc2)C(=O)CNC(=O)c3ccccn3
1166989	CHEMBL1811971	COc1cc(O)c(cc1CC=C(C)C)[C@]2(O)COc3cc(O)ccc3C2=O
1167061	CHEMBL1812042	CN1C(=O)[C@H]2[C@H]3[C@@H](Cc4cccc1c24)C(C)(C)N5[C@@H]3C(=O)\C(=C(/C)\O)\C5=O
1167759	CHEMBL1812733	CCN1C(=C(c2ccccc2)c3cc(Cl)ccc3C1=O)CN
1168045	CHEMBL1813016	CC(=O)Nc1cccc(Nc2ccnc(n2)N3CCc4ccccc4C3)c1
1168164	CHEMBL1813134	CCOC(=O)CC(=O)NS(=O)(=O)c1ccc(C)cc1
1168452	CHEMBL1813419	CNC1=N[C@@H]2[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4NC(=O)C)[C@@H](O)[C@H]3NC(=O)C)[C@@H](CO)[C@@H]2O1
1169444	CHEMBL1814401	COC(=O)c1cc(nc2ccc(Cl)cc12)c3ccc(OC)cc3
1169446	CHEMBL1814403	COC(=O)c1c(c(C)nc2ccc(Cl)cc12)c3ccccc3
1169458	CHEMBL1814415	COC(=O)c1cc(CCc2ccccc2)nc3ccc(OC)cc13
1170236	CHEMBL1818042	CNCC(C)(C)NC(=O)N1CCC[C@H](C1)[C@@](O)(CCCCOC)c2ccccc2Oc3ccccc3
1170981	CHEMBL1818780	CN(C)CC1CCc2cc(NC(=O)c3cccc(c3)c4ccccc4)ccc2C1
1171116	CHEMBL1818913	COc1ccc(C(CC(=O)c2ccccc2)NC(=O)C)c(OC)c1OC
1171117	CHEMBL1818914	COc1cc(cc(OC)c1OC)C(CC(=O)c2ccccc2)NC(=O)C
1171127	CHEMBL1818924	CC(=O)NC(CC(=O)c1ccc(cc1)[N+](=O)[O-])c2ccc(Cl)cc2
1171329	CHEMBL1819124	COc1cc2ncnc(N3CCCC(C3)c4ccccc4)c2cc1OCc5cccnc5
1171954	CHEMBL1821879	Cc1ccc(cc1)C2CC(=NN2c3nc(cs3)c4ccccc4)c5ccc(Br)cc5
1171965	CHEMBL1821890	COc1ccc(cc1)C2=NN(C(C2)c3ccc(F)cc3)c4nc(cs4)c5ccccc5
1172664	CHEMBL1822582	Oc1cccc(CC(=O)N\N=C\2/C(=O)Nc3ccccc23)c1
1173198	CHEMBL1823111	CCC[C@]1(OC)OC(=O)c2c(C)c(O)c(O)cc12
1173722	CHEMBL1823629	CN(C)C(=O)C1=C(C(=O)C(=C(C)N1)Cl)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2
1173915	CHEMBL1823820	Clc1ccccc1CCNC(=O)c2cc(ccc2Cl)c3cccnc3
1174081	CHEMBL1823985	CN(C)CCOc1ccc(cc1)C(N2CCC(O)CC2)c3c(O)ccc4ccccc34
1174086	CHEMBL1823990	OC1CCN(CC1)C(c2ccc(OCCN3CCOCC3)cc2)c4c(O)ccc5ccccc45
1174087	CHEMBL1823991	CN(C)CCOc1ccc(Cc2c(O)ccc3ccccc23)cc1
1174703	CHEMBL1824600	Nc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4)c1
1174852	CHEMBL1824748	N#Cc1ccc(cc1)C(c2ccc(cc2)C#N)n3cc(COc4ccccc4)nn3
1174856	CHEMBL1824752	Cc1ccc(OCc2cn(nn2)C(c3ccc(cc3)C#N)c4ccc(cc4)C#N)cc1
1174868	CHEMBL1824764	N#Cc1ccc(OCc2cn(nn2)C(c3ccccc3)c4ccccc4)cc1
1174872	CHEMBL1824768	C(Oc1ccc(cc1)c2ccccc2)c3cn(nn3)C(c4ccccc4)c5ccccc5
1175093	CHEMBL1824987	NC(CCC(=O)NC(CSCC(=O)c1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O
1175135	CHEMBL1825028	CCCCCCCCCCc1cn(Cc2ccc(cc2)C#N)nn1
1175137	CHEMBL1825030	N#Cc1ccc(Cn2cc(nn2)c3ccccc3)cc1
1175151	CHEMBL1825044	Clc1ccc(OCc2cn(Cc3ccccc3)nn2)cc1
1176568	CHEMBL1829868	CN(CC(=O)N(Cc1ccc(cc1)C2CCCCC2)c3ccc(C(=O)O)c(O)c3)S(=O)(=O)c4ccc(cc4)[N+](=O)[O-]
1176671	CHEMBL1829970	Clc1cc(Cl)nc(Nc2ccc3OC(=O)C=Cc3c2)n1
1176756	CHEMBL1830054	COc1ccc2NC(=O)\C(=C\3/Nc4ccccc4C3=O)\c2c1
1177202	CHEMBL1830495	COc1ccc2C=CC(=O)Oc2c1C(=O)\C=C\c3cccs3
1177991	CHEMBL1831277	COc1ccc(cc1Br)[C@@H]2[C@H](C(=O)N2c3cc(OC)c(OC)c(OC)c3)c4ccccc4
1178165	CHEMBL1834124	COc1c(NCCNc2cccc3ccccc23)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O
1178540	CHEMBL1834495	OC(=O)c1cc(ccc1Oc2ccccc2Cn3ncc4cc(ccc34)N5CCN(CC5)c6cccc(c6)C(F)(F)F)[N+](=O)[O-]
1178550	CHEMBL1834505	CCOC(=O)c1cc([nH]n1)c2ccc(NC(=O)c3ccccc3Br)cc2
1179384	CHEMBL1835331	CC(C)(C)c1ccc(CCC(=O)O)c(CC(N)C(=O)O)c1
1179394	CHEMBL1835341	CC(C)(C)OC(=O)N1CC2(C[C@H]1C(=O)NCCCCCC(=O)NO)SCCS2
1179402	CHEMBL1835348	C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CC2(C[C@H]1C(=O)NCCCCCC(=O)NO)SCCS2
1180071	CHEMBL1836011	COc1nc(C)c2C(=C)N(Cc3cccc(C)c3)C=Nc2c1C#N
1180428	CHEMBL1836364	COC(=O)CN1C(c2ccccc2)c3cc(C)ccc3N=C1c4cc(OC)c(OC)c(OC)c4
1180434	CHEMBL1836370	CC1=Nc2ccc(Cl)cc2C(N1Cc3cccc(c3)C(F)(F)F)c4ccccc4
1180436	CHEMBL1836372	CC1=Nc2ccc(Cl)cc2C(N1Cc3ccc(C)cc3)c4ccccc4
1180445	CHEMBL1836381	CNCCN1C(c2ccccc2)c3cc(Cl)ccc3N=C1C
1180449	CHEMBL1836385	CC1=Nc2ccc(Cl)cc2C(N1CCNC(=O)C3CC3)c4ccccc4
1180680	CHEMBL1836614	COc1ccc(cc1)C2N(CCN3CCCCC3)C(=Nc4ccc(Cl)cc24)C
1180683	CHEMBL1836617	CC1=Nc2ccc(Cl)cc2C(N1CCN3CCCCC3)c4cccc(C)c4
1180707	CHEMBL1836640	OC(=O)COc1ncnc2cc(sc12)c3ccc4[nH]ccc4c3
1180840	CHEMBL1836772	Cc1cc(ccc1n2c(CCC(=O)O)ccc2c3ccc(cc3)n4ccnn4)C(=O)N
1192297	CHEMBL1851618	CCNC(=S)NCCCNCCCCCCNCCCNC(=S)NCC
1247515	CHEMBL1906929	CN(C)CCOC1c2ccccc2C=Cc3ccccc13
1248468	CHEMBL1907917	CCN(C(=O)C1=CCC[C@@H]1C(=O)NCc2ccc(cc2)C(=N)N)c3cccc(OC)c3
1249604	CHEMBL1910014	CC(C)(C)OC(=O)Nc1cccc(c1)C(=O)NC2N=C(c3ccccc3)c4ccccc4N(CC=O)C2=O
1250034	CHEMBL1910440	CC(C)[C@@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(=O)N)C(=O)O
1250051	CHEMBL1910457	CC(C)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OCC3CCCCC3)cc2)C(=O)O
1250327	CHEMBL1910730	NCCCCNC(=O)c1cc2c3cc(O)ccc3[nH]c2c(n1)C(=O)c4c[nH]c5ccccc45
1250852	CHEMBL1911250	COc1ccc(OCC(=O)Nc2ccc(cc2)S(=O)(=O)N=C(N)N)cc1
1251220	CHEMBL1911614	CCN(CC)C(=O)CN1N(C(=O)c2c(C)c3ccccc3nc12)c4ccc(F)cc4
1251320	CHEMBL1911713	CO\N=C\1/C[C@H](N[C@H]([C@@H]1C)c2ccc(Cl)cc2)c3ccc(Cl)cc3
1251335	CHEMBL1911728	CO\N=C\1/C[C@H](N(C)[C@H]([C@@H]1C)c2ccc(OC)cc2)c3ccc(OC)cc3
1262742	CHEMBL1915297	COc1cc2N(C)C(=O)CN=C(c3ccccc3)c2cc1OC
1262755	CHEMBL1915310	CCOc1ccc(cc1OCC)C(=O)c2ccc(Cl)c(Cl)c2
1263713	CHEMBL1916258	CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccccc2C)c3ccccc3
1263769	CHEMBL1916314	COc1cc(\C=N\NC(=O)c2oc3ccc(cc3c2)[N+](=O)[O-])cc(c1OCc4ccc(cc4)[N+](=O)[O-])[N+](=O)[O-]
1263912	CHEMBL1916455	Cc1ccc(cc1)S(=O)(=O)Oc2c(c3ccc(Cl)cc3)c(c4ccc(Cl)cc4)n5ccc(cc25)C#N
1263923	CHEMBL1916466	CN(C)S(=O)(=O)Oc1c(c2ccccc2)c(c3ccccc3)n4ccc(cc14)C#N
1264077	CHEMBL1916619	Clc1ccc(cc1)S(=O)(=O)Oc2c(c3ccccc3)c(c4ccccc4)n5ccc(cc25)C#N
1264373	CHEMBL1916912	COc1ccc2[nH]c3nc(SCC(=O)Nc4nc(cs4)C(C)(C)C)nnc3c2c1
1265856	CHEMBL1922263	CC1C2CN(CCC2Cc3[nH]c4ccc(cc4c13)C(F)(F)F)C(=O)C5CCOC5
1268162	CHEMBL1927208	COc1cc(Cl)cc2C=C(C(=O)Oc12)C3=CN(C(=S)N3)c4cccc(c4)C(=O)O
1268612	CHEMBL1927653	N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N2CCC[C@H]2C(=O)NCC(=O)N[C@@H](Cc3ccccc3)C(=O)O
1268919	CHEMBL1927957	C\C(=C/C[C@@H](O)\C=C(/C)\[C@@H](O)C[C@@H]1C(=CCC(=O)C1(C)C)C)\CC[C@H]2C(C)(C)[C@H](CC[C@]2(C)OC(=O)C)O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O
1268972	CHEMBL1928010	OCc1cc(on1)c2nn(Cc3ccccc3)c4ccccc24
1269122	CHEMBL1928158	COc1ccc(cc1)\C(=C\C(=O)c2nnn(Cc3ccc(F)cc3)c2C)\O
1269174	CHEMBL1928210	CN(C)CCNc1nc(NCCc2ccc(Cl)cc2)nc(NCCc3ccc(Cl)cc3)n1
1269311	CHEMBL1928345	COC(=O)c1ccc(CNc2nc(NCCCN(C)C)nc(NCc3ccc(cc3)C(=O)OC)n2)cc1
1269340	CHEMBL1928374	CC(C)[C@@H]1C[C@@H](OC(=O)C)[C@](C)(OC(=O)C)[C@H]2[C@@H]3CC(=C)[C@H](O)CC[C@](C)(OC(=O)C)[C@@H](O3)[C@@H]12
1269704	CHEMBL1928734	CCc1nnc(c2ccc(cc2)c3ccccc3)n1c4cccc5nc[nH]c45
1270051	CHEMBL1929078	NCCN1C(=O)S\C(=C/CCc2ccc(cc2)S(=O)(=O)N)\C1=O
1270059	CHEMBL1929086	OC(C#CCOCc1ccccc1)c2ccccc2
1270060	CHEMBL1929087	CCCCCC(O)C#CCOCc1ccc(SC)cc1
1270182	CHEMBL1929208	CC(C)(C)c1cc(NC(=O)Nc2ccc3ccccc3c2)c(s1)N4CCS(=O)(=O)CC4
1270971	CHEMBL1933512	CS(=O)(=O)c1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NC3CCCCCC3
1271000	CHEMBL1933072	Fc1ccc2[nH]c(cc2c1)C(=O)N3C[C@]4(CCN(CC5CCCNC5)C4)c6ccccc36
1271755	CHEMBL1934288	Brc1ccccc1[C@@H]2CNC[C@H]2C(=O)N3CCC(CC3)c4ccccc4
1272018	CHEMBL1934548	Clc1ccc2c(ccnc2c1)n3cc(CN(Cc4cn(nn4)c5ccnc6cc(Cl)ccc56)[C@H]7[C@@H](\C=C\c8ccccc8)N(Cc9ccccc9)C7=O)nn3
1272022	CHEMBL1934552	CCOc1ccc(cc1)c2nc3c4cccnc4c5ncccc5c3[nH]2
1272158	CHEMBL1934687	O=C(Nc1ccc2C(=O)OCc2c1)\C=C\c3ccc(cc3)C#N
1272241	CHEMBL1934769	CCNS(=O)(=O)c1c(C2=CC=CNC2=O)c3cc(Cl)ccc3n1Cc4ccc(F)cc4F
1272426	CHEMBL1934952	Fc1ccc(cc1)c2nn(cc2[C@H]3CC(=NN3C(=O)c4ccccc4)c5ccc(Br)cc5)c6ccccc6
1272443	CHEMBL1934969	Nc1nc(cc(n1)c2cn(nc2c3ccc(F)cc3)c4ccccc4)c5ccc(F)cc5
1272626	CHEMBL1935150	COc1cc2CC3(C(C4CSCN4C35C(=O)Nc6ccc(Cl)cc56)c7ccccc7)C(=O)c2cc1OC
1272630	CHEMBL1935154	COc1cc2CC3(C(C4CSCN4C35C(=O)Nc6ccc(cc56)[N+](=O)[O-])c7ccccc7Cl)C(=O)c2cc1OC
1273610	CHEMBL1938772	O=C(Nc1cccnc1)c2ccc3cc4C(=O)NCC5(CCOCC5)Cn4c3c2
1273702	CHEMBL1938863	CC(C)(C)c1ccc(CSC2=NC(=CC(=O)N2)NS(=O)(=O)C)cc1
1273704	CHEMBL1938865	CC(C)(C)c1ccc(CSC2=NC(=C(N)C(=O)N2)N)cc1
1273805	CHEMBL1938965	C1C2CC3CC1CC(C2)C3n4nncc4c5ccccn5
1274975	CHEMBL1940124	Brc1ccc(nc1)N2CCN(CC2)C(=O)CCNS(=O)(=O)c3cccc4ncccc34
1274978	CHEMBL1940127	CN(C)c1cccc2c(cccc12)S(=O)(=O)NCCC(=O)N3CCN(CC3)c4ccncc4
1275180	CHEMBL1940327	CN(C)C(=O)c1ncn(n1)c2cc3C(=O)N(NS(=O)(=O)C)C(=O)Nc3cc2C(F)(F)F
1275415	CHEMBL1940559	OC1=C(C(N(CCc2c[nH]c3ccccc23)C1=O)c4ccccc4)C(=O)c5ccc(F)cc5
1275421	CHEMBL1940565	CCc1ccc(cc1)C2N(Cc3ccc(cc3)C(=O)O)C(=O)C(=C2C(=O)c4ccc(OC)cc4)O
1275669	CHEMBL1940811	OCc1cc(ccc1O)C(O)CNCCc2ccc(CCNCC(O)c3ccc(O)c(CO)c3)cc2
1276862	CHEMBL1945486	CCCCCC\C=C/CCCCCCCCCCCCCCCCOC[C@H](CO[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O)O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O
1277152	CHEMBL1945773	COC(=O)c1cccc(c1)c2ccc(NC(=O)c3ccc4cc(N)ccc4c3)cc2
1277302	CHEMBL1945921	COc1ccc2cc(ccc2c1)S(=O)(=O)Nc3ccc(cc3)c4cccc(Cl)c4
1279148	CHEMBL1950174	CCOC(=O)\C(=N/Nc1ccc(Br)cc1)\CCCC(=O)O
1279151	CHEMBL1950177	CCOC(=O)\C(=N/Nc1ccc(OC)cc1)\CCCC(=O)O
1279231	CHEMBL1950256	CCOP(=O)(OCC)\C=C\C(NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)c1ccccc1
1279387	CHEMBL1950411	COc1cc(OC)c(\C=C\C(=O)c2ccc(\C=C\c3ccccc3)cc2)cc1OC
1279578	CHEMBL1950600	CC1CC(=O)N(C1=O)c2ccccc2C(=O)CCC3CCCN(CCCCOc4ccc(cc4)C(F)(F)F)C3
1279592	CHEMBL1950614	C(OCc1ccccc1c2ccccc2)C3CCCNC3
1279968	CHEMBL1950986	C=C[C@H]1C[C@H]2N([C@H](COCc3ccccc3)Cc4c2n(Cc5ccccc5)c6ccccc46)C(=O)C1
1279969	CHEMBL1950987	COC[C@@H]1Cc2c([C@H]3CCCC(=O)N13)n(C)c4ccccc24
1280199	CHEMBL1951215	CCCCCC(=O)Oc1c(OC)ccc2C[C@H]3[C@H]4C=C(OC)C(=O)C[C@@]4(CCN3C)c12
1280858	CHEMBL1951867	COc1cc(c(OC)c2oc3cc(O)c(O)cc3c12)c4ccccc4
1281030	CHEMBL1952037	Cc1ccc2c(C(=O)[C@H](O)[C@H]3C(C)(C)CC[C@@H](O)[C@]23C)c1C=C
1281484	CHEMBL1955968	CC(O)(CS(=O)(=O)c1ccc(Cl)cc1)c2onc(n2)c3ccc(F)c(Cl)c3
1282611	CHEMBL1957083	COc1ccc(cc1)c2ocnc2C(=O)NCc3ccccn3
1282616	CHEMBL1957088	O=C(NCc1ccncc1)c2ncoc2c3ccc(cc3)C#N
1331638	CHEMBL2010387	CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(=C1O)C(=O)NCN4CCCC4)C(=O)c5c(O)cccc5C3(C)O
1332725	CHEMBL2011673	C[C@H](\C=C(/C)\C=C\C(=O)NCCS(=O)(=O)O)C(=O)c1ccc(cc1)N(C)C
1332805	CHEMBL2011752	COc1cccc(C(=O)Nc2ccc(CN)cc2)c1O
1332807	CHEMBL2011754	NCc1ccc(NC(=O)c2ccc(Cl)cc2O)cc1
1333865	CHEMBL2012802	CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)O
1334839	CHEMBL2017118	OC(=O)C(=O)Nc1ccc(NC(=O)c2cc3ccccc3s2)cc1C(=O)c4ccccc4
1334949	CHEMBL2017227	C(Nc1ncnc2c(NC3CCCCC3)nc(nc12)N4CCNCC4)C5CC5
1335125	CHEMBL2017401	CC[C@@H]1C[C@H](N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)c3nnn(C)n3)c4nc(ccc4N1C(=O)OCCN5CCOCC5)C(F)(F)F
1335213	CHEMBL2017488	CCCC[P+](c1ccccc1)(c2ccccc2)c3ccccc3
1335522	CHEMBL2017794	Oc1ccc(cc1)C2NC(=O)C(=C(SCc3ccccc3)S2)C#N
1338681	CHEMBL2023304	COC(=O)Nc1nc2ccc(cc2[nH]1)S(=O)(=O)NCc3cccc(C)c3
1339689	CHEMBL2024302	FC(F)(F)c1cccc(c1)N2CCN(CCC(=O)NNc3nncc4ccccc34)CC2
1341283	CHEMBL2029051	C[C@H]1[C@@H](O)[C@H](O)[C@H](O)CN1CCCO[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O
1341549	CHEMBL2029504	OC(CC(C=C)c1cccc(O)c1)c2ccc(O)cc2
1342521	CHEMBL2030466	OC(=O)CCSc1cc(NS(=O)(=O)c2cccs2)c3ccccc3c1O
1342538	CHEMBL2030483	Cc1cc(F)c(Sc2nccn2C)cc1C(=O)Nc3cccc(N)c3
1343424	CHEMBL2031360	CC[C@H](C)[C@H](NC(=O)c1ccc(N)c(OCc2ccc3ccccc3c2)c1)C(=O)O
1343428	CHEMBL2031364	Nc1ccc(cc1OCc2ccc3ccccc3c2)C(=O)N[C@@H](Cc4ccccc4)C(=O)O
1344340	CHEMBL2032267	ONC(=O)\C=C\c1ccc(cc1Cl)N2CCOCC2
1344611	CHEMBL2035090	COC(=O)C[C@H]1C(C)(C)C(=O)C=C[C@]1(C)[C@H]2[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@]3(C)[C@@H](C[C@H]4O[C@@]34C2=C)C5=CC(=O)OC5O
1345006	CHEMBL2035481	Clc1ccc2[Se]N(CCCCCN3[Se]c4ccc(Cl)cc4C3=O)C(=O)c2c1
1347107	CHEMBL2037561	CCCSc1nc(NCc2ccc(OC)cc2)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n1
1347114	CHEMBL2037568	COc1ccc(CCNc2nc(SC)nc3c2ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)cc1
1347116	CHEMBL2037570	CCCSc1nc(NCCc2ccc(OC)cc2)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n1
1347213	CHEMBL2040604	CC(C)CC1=N\C(=C/c2ccccc2F)\C(=O)N(O)C1=O
1347219	CHEMBL2040610	COCON1C(=O)[C@H](CC(C)C)N(Cc2ccccc2)[C@@H]([C@H](O)c3ccccc3)C1=O
1347228	CHEMBL2040619	COCON1C(=O)[C@H](Cc2ccccc2)N(Cc3ccccc3)[C@@H]([C@@H](O)C(C)C)C1=O
1347374	CHEMBL2040958	CN(C(=O)[C@@H]1Cc2ccccc2CN1C(=O)c3cccs3)c4ccc(cc4)N5CCCCC5=O
1347381	CHEMBL2040965	COc1ccc(CC(=O)N2Cc3ccccc3C[C@H]2C(=O)N(C)c4ccc(cc4)N5CCCCC5=O)cc1
1348291	CHEMBL2041866	COc1ccc(cc1)c2nn(cc2\C=C\C(=O)c3ccc(O)c4CC(C)(C)Oc34)c5ccccc5
1348698	CHEMBL2042269	O=C1N(c2cnc3ccccc3c2)c4ccccc4C15CCN(Cc6nocn6)CC5
1348768	CHEMBL2042338	CC(C)[C@H](NC(=O)c1onc(c1)c2ccc(NC(=O)Nc3cccc(C)c3)cc2)C(=O)O
1348777	CHEMBL2042347	CC(C)[C@H](NC(=O)c1onc(c1)c2ccc(NC(=O)Nc3cc(C)ccc3F)cc2)C(=O)O
1348845	CHEMBL2042414	COc1cc2CCc3cccc(O)c3c2c(OC)c1O
1350284	CHEMBL2046868	C[C@@H]1C[C@@H]2[C@H](C1)[C@]2(N3CCN(CC3)c4ccccc4)c5ccccc5
1350486	CHEMBL2047068	NC(=O)c1nccc2c3cc(ccc3[nH]c12)S(=O)(=O)Nc4ccc(F)cc4
1350493	CHEMBL2047075	COc1ccc(cc1)c2oc3ccc(OCc4cccc(Cl)c4)cc3c2C(=O)O
1350496	CHEMBL2047078	COc1ccc(cc1)c2oc3ccc(OCc4ccc(F)c(F)c4)cc3c2C(=O)O
1350505	CHEMBL2047086	Cc1ccc(cc1)c2oc3ccc(OCc4cccc(c4)C(F)(F)F)cc3c2C(=O)O
1350734	CHEMBL2047313	COc1ccc2ccc(cc2c1)S(=O)(=O)N(Cc3ccccc3)[C@H]4CCN(Cc5ccc(s5)C(=N)N)C4=O
1350735	CHEMBL2047314	COc1ccc2ccc(cc2c1)S(=O)(=O)N(Cc3ccsc3)[C@H]4CCN(Cc5csc(c5)C(=N)N)C4=O
1351579	CHEMBL2048150	CCCCCCSc1nc2ccccc2n1CC(=O)O
1351700	CHEMBL2046462	Clc1cncc(Cl)c1NNC(=O)Cc2ccccc2
1351709	CHEMBL2048278	Clc1cncc(Cl)c1NNC(=O)C2Cc3ccccc3C2
1351872	CHEMBL2048440	Clc1cncc(Cl)c1NNC(=O)C2CC3CCC2C3
1351882	CHEMBL2048450	O=C(CCN1C=CC(=O)NC1=O)NCC(c2ccccc2)c3ccccc3
1351885	CHEMBL2048453	CC(C)(NC(=O)CCN1C=CC(=O)NC1=O)C(O)(c2ccccc2)c3ccccc3
1351888	CHEMBL2048456	O=C(CCCN1C=CC(=O)NC1=O)NCc2ccccc2
1351896	CHEMBL2048464	CC(C)(Cc1ccc2ccccc2c1)NC(=O)CCCN3C=CC(=O)NC3=O
1353045	CHEMBL2057295	CN(C)C(=O)N[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O)C1
1353067	CHEMBL2057317	COC(=O)N[C@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@@]4(C)CC[C@H]23)C1
1353449	CHEMBL2057695	COc1ccc2c(c1)c(Cl)c3c4ccccc4nc3n2C
1353702	CHEMBL2057945	OC(=O)c1sc2CNCCc2c1c3nc4ccccc4s3
1355000	CHEMBL2057229	OC(COc1ccccc1C(=O)c2ccccc2)CN3CCOCC3
1355349	CHEMBL2059576	CC(C)N(Cc1ccc2OC(C)(C)C=Cc2c1)S(=O)(=O)c3ccccc3
1355520	CHEMBL2059745	COC(=O)c1cc(OC)c2OCOc2c1c3c4OCOc4c(OC)cc3C(=O)NCCC(=O)OCCCOc5no[n+]([O-])c5S(=O)(=O)c6ccccc6
1356545	CHEMBL2063150	CC(C)[C@@H]1[C@H](O)[C@@H](O)[C@@H]2[C@@]3(C)CC=C4[C@@H]([C@@H](O)CC5=C4CC[C@H](O)C5(C)C)[C@]3(C)CC[C@@]12CO
1357193	CHEMBL2063792	CNc1ccc2N(C)c3ccc(OC)cc3Sc2c1
1357795	CHEMBL2064388	Oc1ccccc1Nc2ncnc3cc4OC(=O)N(CCCN5CCOCC5)c4cc23
1357807	CHEMBL2064399	C[C@H](Nc1ncnc2cc3OC(=O)N(CCCN4CCOCC4)c3cc12)c5ccccc5
1359217	CHEMBL2068903	CO\N=C\C=C\[C@H]1CC[C@]2(O)[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
1359290	CHEMBL2068976	C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4(C)[C@H](CC[C@]34O)\C=N\O
1359611	CHEMBL2069471	CCOc1cc(ccc1O)C2NC(C3CC(C)CC2C3=O)c4ccc(O)c(OCC)c4
1360494	CHEMBL2070346	CN(c1ccc(cc1)C(O)(Cc2ccccc2)C(F)(F)F)S(=O)(=O)c3ccccc3
1360917	CHEMBL2070764	FC(F)(F)c1nc(NCCCc2ccccc2)c3nnn(C[C@H]4CCCO4)c3n1
1361303	CHEMBL2071146	[O-][n+]1nn(c(Br)c1Br)c2ccccc2
1361304	CHEMBL2071147	[O-][n+]1nn(c(Br)c1Cl)c2ccccc2
1364078	CHEMBL2086426	COc1ccc(cc1)C(=O)n2c(C)c(CC(=O)Nc3ccc(Cl)cc3)c4cc(OC)ccc24
1364928	CHEMBL2087267	CO[C@H]1C[C@@H]2N=CC(=O)[C@@]2(C=C1)c3cc4OCOc4cc3C=O
1364929	CHEMBL2087268	O[C@H]1C[C@@H]2N3C[C@@H](O)[C@@]2(C=C1)c4cc(O)c(O)cc4C3O
1364934	CHEMBL2087273	Brc1ccc(cc1)C(=O)O[C@H]2C[C@@H]3N4C[C@@H](OC(=O)c5ccc(Br)cc5)[C@@]3(C=C2)c6cc7OCOc7cc6C4
1365133	CHEMBL2087470	COc1ccc(cn1)c2cn3cc(CN4CCN(CC4)S(=O)(=O)C)nc3c(n2)N5CCOCC5
1365281	CHEMBL2087617	C[C@@H]1CCC=C(C)[C@@]1(C)CC[C@]2(C)[C@@H](O)CC[C@@]3(C)[C@H]2CC[C@]4(C)[C@@H]3CC[C@@]5(C)[C@H]4Cc6c(O)ccc(C=O)c56
1365365	CHEMBL2087700	OS(=O)(=O)C(F)(F)c1ccc(cc1)c2cccc(F)c2
