molregno	chembl_id	smiles
361622	CHEMBL217043	O=C(NCCOC1(N(Cc2ccccc2)C(=O)c3ccccc13)c4ccccc4)c5ccncc5
361773	CHEMBL410641	OC(=O)c1ccc2cc(ccc2c1)N3C=Nc4cc(sc4C3=O)c5ccc(Cl)cc5
361892	CHEMBL216008	CN(C)CC1CN(c2cc(ccc2O1)N3C=Nc4cc(sc4C3=O)c5ccc(Cl)cc5)S(=O)(=O)C
363727	CHEMBL217532	C[C@H](CCc1ccc(cc1)C(=O)N)NCC(=O)c2ccccc2F
363739	CHEMBL386895	C[C@H](CCc1ccc(cc1)C(=O)N)NCC(=O)c2ccc(C)cc2
363751	CHEMBL384074	Oc1ccc(cc1)c2c(OC(=O)Cc3ccccc3)c(OC(=O)Cc4ccccc4)c5c(oc6cc(O)c(O)cc56)c2OC(=O)Cc7ccccc7
363765	CHEMBL219810	Oc1ccc(cc1)c2c(O)c(O)c3c(oc4cc(O)c(O)cc34)c2O
364218	CHEMBL385787	CNc1nc(nc(n1)N2C[C@H](N)C[C@H](N)C2)N3C[C@H](N)C[C@H](N)C3
364262	CHEMBL375411	N[C@@H]1C[C@H](N)CN(C1)c2nc(Nc3ccc(N)cc3)nc(n2)N4C[C@H](N)C[C@H](N)C4
364565	CHEMBL219029	OCCCCCNS(=O)(=O)c1ccc(cc1)c2ccc(cc2C(F)(F)F)C(F)(F)F
364728	CHEMBL441551	CCOCC(=O)CCCCCCCNC(=O)c1cc(OC)c(OC)c(OC)c1
365607	CHEMBL374669	Cc1ccc2c(C(=O)O)c(O)c(nc2c1C)c3ccc(cc3)N4CCOCC4
365727	CHEMBL219280	OC(=O)c1c(O)c(Cc2ccc(Cl)cc2)nc3c4CCCc4ccc13
365737	CHEMBL218244	OC(=O)c1c(O)c(Cc2ccc(Cl)cc2)nc3cc(Cl)ccc13
366048	CHEMBL219450	COCCCNC(=O)c1ccc(CN(C2CCC(CC2)C(C)(C)C)C(=O)Nc3ccc(OC(F)(F)F)cc3)cc1
366085	CHEMBL376891	OC(=O)CCNC(=O)c1ccc(CN(C2CCC(CC2)C(=O)NCC3CC3)C(=O)Nc4ccc(OC(F)(F)F)cc4)cc1
367226	CHEMBL449035	OC(=O)c1cnn(c1)c2ccc(cn2)c3occc3
367378	CHEMBL425284	CN(C)C(=O)[C@H](Cc1ccccc1)N(C)C(=O)c2cc3sc(Br)c(Br)c3[nH]2
367637	CHEMBL376051	CCn1c(cc2ccccc12)C(=O)NS(=O)(=O)c3cccc(c3)C(F)(F)F
368734	CHEMBL221734	CC(=O)Nc1ccc(C)c(Nc2nccc(n2)n3cnc4ccccc34)c1
368991	CHEMBL426886	CCN1CCC[C@@H]1CNc2ccc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2
369170	CHEMBL223425	COc1cc2ncn(c3cc(OCCN4CCCCC4)c(C#N)s3)c2cc1OC
369180	CHEMBL376262	COc1cc2ncn(c3cc(O[C@H](C)c4ccccc4Cl)c(C#N)s3)c2cc1OC
370550	CHEMBL223234	CCOC(=O)c1ccc(cc1)C(=O)\C=C\c2cc(c(OC)cc2OC)c3cc4ccccc4s3
370568	CHEMBL220839	CCc1cc(\C=C\C(=O)c2ccc(cc2)C(=O)O)c(OC)cc1OC
370966	CHEMBL223758	CN(C)CCn1nc2c3ccccc3Oc4c5[nH]c(C)nc5cc1c24
372155	CHEMBL222543	OC(=O)c1cc(\C=C\2/CCC\C(=C/c3ccc(O)c(c3)C(=O)O)\C2=O)ccc1O
372376	CHEMBL222553	OC[C@@H]1C[C@H](Cn2cnc3c(NC4CCC4)ncnc23)c5c(nnc(c6ccccc6)c15)c7ccccc7
372475	CHEMBL222957	CO[C@@H]1OC([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1F)N2C=C(F)C(=O)NC2=O
372488	CHEMBL374727	OC[C@@H]1CCC[C@@H]1CN2C=C(I)C(=O)NC2=O
372497	CHEMBL221930	COc1nc(I)nc2c1ncn2COCCO
372501	CHEMBL222335	CC1(C)[C@@H](CO)CC[C@@]1(C)Cn2nnc3c(N)ncnc23
372502	CHEMBL373583	OC[C@@H]1CCC[C@H]1N2C=C(I)C(=O)NC2=O
372530	CHEMBL384672	C[C@@]1(CO)O[C@@H](C[C@@H]1O)c2cc(F)c(N)cc2F
372808	CHEMBL269049	CC(=O)OCC(O)COc1c(ccc(SC(C)(C)Sc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c1C(C)(C)C)C(C)(C)C
373479	CHEMBL225389	CCCCCCCC(O)(C(=O)OCC)c1ccccc1
373660	CHEMBL373405	CC(C)(C)c1ccc(SC(C)(C)Sc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(c1OCC(=O)NCCC(=O)O)C(C)(C)C
373810	CHEMBL222428	CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CCC(OC(=O)C)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(COC(=O)C)c6nccnc16
374211	CHEMBL224831	Clc1ccc2C(=O)NN(C(=O)Nc3cccc(Br)c3)c2c1
374895	CHEMBL375691	COc1ccc(CN2C=CC=C3N(C)S(=O)(=O)c4cc(Cl)ccc4N=C23)cc1
374920	CHEMBL387882	COc1ccc(CCN2C=CC=C3N(C)S(=O)(=O)c4ccc(cc4N=C23)C(F)(F)F)cc1
374967	CHEMBL224371	COc1ccc(CCN2c3ccccc3S(=O)(=O)N(C)c4cccnc24)cc1
375408	CHEMBL224537	CCCCCCCc1ccc(cc1)C(=O)N[C@@H](CO)C(O)c2ccccc2
375775	CHEMBL389050	C[C@H]1OO[C@@H](COC(=O)CC23CC4CC(CC(Br)(C4)C2)C3)[C@H]5O[C@@H]15
375790	CHEMBL225039	C(OCc1ccccc1)[C@@H]2OO[C@H](COCc3ccccc3)[C@H]4O[C@@H]24
378477	CHEMBL438657	Clc1ccc(\C=C\c2nc3cc(ccc3[nH]2)N4C(=O)c5c(Cl)c(Cl)c(Cl)c(Cl)c5C4=O)cc1
378908	CHEMBL226502	CN1CCN(CC1)C(CN2CCN(CCc3ccc4ccccc4c3)CC2)c5ccc(F)cc5
380206	CHEMBL390821	NCCCCCCCCN(CCCNC(=N)N)C(=O)\C=C/C(=O)NCCCNC(=N)N
380355	CHEMBL228616	OC(=O)c1cc(cc(Cc2cc(cc(C(=O)O)c2O)c3cccs3)c1O)c4cccs4
381195	CHEMBL229532	COc1ccc(\C=C\c2cc(OC)cc(OC)c2\C=N\C3CCCC3)cc1
381376	CHEMBL388375	COc1ccc(\C=C\C(O)c2ccccc2O)cc1CC=C(C)C
383041	CHEMBL227289	CC(C)CC(N)P(=O)(O)C(N)Cc1ccccc1
383057	CHEMBL375268	CC(C)CC(N)P(=O)(O)C(=O)Nc1ccccc1
383292	CHEMBL230576	CCCN(CCC)C(=O)C1CCCN(C1)C(=O)Nc2ccc3nc(c4occc4)c(nc3c2)c5occc5
383293	CHEMBL395086	CCNC(=O)C1CCCN(C1)C(=O)Nc2ccc3nc(c4occc4)c(nc3c2)c5occc5
383440	CHEMBL230621	CC(C)(C)c1ccc(Oc2cccc(\C=C/3\SC(=S)NC3=O)c2)cc1
383629	CHEMBL231050	N[C@@H](CC(=O)N1CCn2cc(nc2C1c3ccc(F)cc3)C(F)(F)F)Cc4ccc(F)c(F)c4
383814	CHEMBL231355	CN(C(=O)Nc1ccc(cc1)c2csc3ccnc(N)c23)c4cccc(C)c4
384305	CHEMBL231532	CN(C)C(=O)c1ncccc1NCC(=O)N2CCC(CC2)Oc3ccccc3C(F)(F)F
384559	CHEMBL394363	Brc1cc([nH]c1Br)c2nccc3[nH]cnc23
384746	CHEMBL228796	OC(=O)c1ccccc1\C=N\NC(=S)NC2CC2
384938	CHEMBL425653	Clc1ccc2c(NC3CCC(CC3)NC4CCCCC4)ccnc2c1
385398	CHEMBL388040	Oc1nsc(Nc2cc(cc(c2)S(=O)(=O)NC34CC5CC(CC(C5)C3)C4)C(F)(F)F)c1C#N
385479	CHEMBL228337	CC(C)(C=C)c1c(O)cc(O)c2C(=O)c3cc(O)c(O)cc3Oc12
385577	CHEMBL395771	C[C@@H](N(CCN(C)C)C(=O)c1ccc(cc1)c2ccccc2)C3=Nc4ccccc4C(=O)N3c5ccc(F)cc5
385615	CHEMBL230127	CCOCCN([C@@H](C1=Nc2ccccc2C(=O)N1c3ccc(OCC)cc3)c4ccccc4)C(=O)Cc5ccc(cc5)c6ccccc6
386626	CHEMBL243952	S=C(N1CCC(Cc2ccccc2)CC1)N3N=C(CC3c4ccccc4)c5ccccc5
386907	CHEMBL428214	C=C(c1c[nH]c2ccccc12)c3c[nH]c4ccccc34
388724	CHEMBL231584	O[C@@H]1CC[C@H](CC1)NC(=O)N[C@@H]2CC[C@@H](O)CC2
388934	CHEMBL387612	COc1ccc(CN2C(=O)[C@@H]3C4CCC(C=C4)[C@@H]3C2=O)cc1
388989	CHEMBL230014	Clc1ccc(cc1)N2C(=O)c3cccnc3C2=O
390252	CHEMBL243486	CC1CCN(CC1)C(=S)N\N=C/c2c[nH]c3ccccc23
390594	CHEMBL388717	NCC(=O)Nc1cc(ccc1SCc2ccccc2)C(=O)O
391784	CHEMBL390222	C[C@@H]1CC[C@H](CC1)NCc2ccc3c(Cc4c(n[nH]c34)c5ccc(N)cc5)c2
392096	CHEMBL394584	O=C1NC(=O)C(Cc2ccc(OCC3COc4cc5OCOc5cc4O3)cc2)S1
392228	CHEMBL232265	CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1C[C@H](O)C[C@H]1C(=O)NO
392892	CHEMBL234355	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@H]2O[C@H]([C@@H](O)CO)[C@@H](O)[C@@H]2O)[C@@H](CO[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)O[C@@H]1OCc4ccccc4
393137	CHEMBL449042	CCc1oc(\C=C\2/SC(=NC2=O)N[C@H](CC(=O)O)c3ccc(F)cc3)cc1
393142	CHEMBL234141	CCc1oc(\C=C\2/SC(=NC2=O)N[C@H](CC(=O)O)c3ccc(C)cc3)cc1
393145	CHEMBL393529	CCc1oc(\C=C\2/SC(=NC2=O)N[C@H](CC(=O)O)c3ccccc3)cc1
393148	CHEMBL233931	CCc1oc(\C=C\2/SC(=NC2=O)NC(c3ccccc3)c4nn[nH]n4)cc1
393863	CHEMBL232640	CCN(CC)CCCC(C)Nc1nc(NCc2ccc(Cl)cc2Cl)c3[nH]cnc3n1
394245	CHEMBL243048	O=C(CCc1cccnc1)N2CCC(CC2)NC(=O)C3c4ccccc4Cc5ccccc35
395100	CHEMBL234062	C(Oc1ccc2NC3CNCCC3c2c1)c4ccccc4
395236	CHEMBL388462	CC(Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(C)cc3
395241	CHEMBL428191	CC(Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)[N+](=O)[O-]
395265	CHEMBL389795	CC(Cc1c[nH]c2ccccc12)NS(=O)(=O)c3cc(Cl)cc(Cl)c3
395327	CHEMBL243693	COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3c(C)cc(C)cc3C
395861	CHEMBL429622	C[C@@H]1CC=CC[C@@H]1Nc2nc(C)c(c(n2)n3ccnc3C)[N+](=O)[O-]
396142	CHEMBL232991	CCOC(=O)CC(CC)CCCCCn1c(C)nc(c2ccccc2)c1c3ccccc3
396144	CHEMBL232992	CNC(=O)CCCCCCn1c(C)nc(c2ccccc2)c1c3ccccc3
396155	CHEMBL233596	CCCN(CCCCCCn1c(C)nc(c2ccccc2)c1c3ccccc3)C(=O)Oc4ccccc4F
396686	CHEMBL394032	CC(C)C[C@]1(C[C@@H]([C@@H](N1C(=O)c2ccc(cc2)C(F)(F)F)c3nccs3)C(=O)N)C(=O)O
396808	CHEMBL233832	COc1cc2c(Cc3c(n[nH]c23)c4ccc(cc4)c5ccc(O)c(c5)C#N)cc1CN6CCN(C)CC6
396973	CHEMBL231928	CCN(CC)c1cc(C)cc2C(=O)C(=C(Oc12)c3ccc(O)c(O)c3)O
396987	CHEMBL232353	Cc1cc(N2C(=O)CNC2=O)c3OC(=C(O)C(=O)c3c1)c4ccc(O)c(O)c4
397020	CHEMBL233779	NC(=NC(=O)c1oc(cc1N2CCCC2)c3cccc(Cl)c3)N
397022	CHEMBL233780	NC(=NC(=O)c1oc(cc1N2CCCCC2)c3cccc(Cl)c3)N
397275	CHEMBL234184	Oc1cc(Cl)cc2c1NC(=NS2(=O)=O)Nc3ccccc3
397442	CHEMBL231754	Cn1nc(c(\C=C\2/SC(=S)NC2=O)c1SCc3occc3)c4ccccc4
397792	CHEMBL394877	CCN(c1cc(Cl)ccc1CO)S(=O)(=O)c2ccc(C)cc2
397912	CHEMBL391025	O=C1OC[C@@H]2[C@H]1Cc3ccccc3[C@H]2\C=C\c4ccccn4
398196	CHEMBL233605	CC(C)Oc1ccc(cc1)C(=O)N(CCc2ccccc2Cl)C3CCN(C3)C=O
398389	CHEMBL392697	N[C@H]1CN(C[C@@H]1c2ccccc2)c3cc(ncn3)c4cccc(Cl)c4
398390	CHEMBL235202	N[C@H]1CN(C[C@@H]1c2ccccc2)c3ncccc3C#N
398391	CHEMBL235420	N[C@H]1CN(C[C@@H]1c2ccccc2)c3cc(ncn3)c4ccccc4Cl
398897	CHEMBL236482	COc1cccc(Nc2nc(NCCO)nc(n2)N3CCCC3)c1
399232	CHEMBL238397	C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(=O)OC=C
399411	CHEMBL236105	CCCc1ccc2c(NC(=O)C23NN=C(S3)c4ccc(C)cc4)c1
399841	CHEMBL235998	COc1cc2c(cc1NCCN(C)C)ncc3c(N)nc4c(C)c(N)ccc4c23
400425	CHEMBL235152	CN(CCCCOCC(=O)O)c1cc(c2ccccc2)c(nn1)c3ccccc3
400550	CHEMBL237509	COc1cccc2C(=O)c3cc(OC)c(C(=O)O)c(\C=C\c4ccccc4OCCC=C)c3C(=O)c12
400700	CHEMBL237956	CC(C)OC(=O)C(=CC1=CC(=O)N(C)N=C1c2ccccc2)C(=O)OC(C)C
400861	CHEMBL236009	OC(=O)COc1c(O)cc(Br)cc1OCc2ccc(cc2)C(F)(F)F
402208	CHEMBL235978	Fc1ccc(Nc2cc3c(NC4CCCC4)c(cnc3cn2)C#N)cc1Cl
402378	CHEMBL236794	[O-][N+](=O)c1ccccc1c2oc(\C=C\c3nc4ccccc4[nH]3)cc2
402394	CHEMBL241331	C\C(=C/c1oc(cc1)c2ccc(Cl)cc2[N+](=O)[O-])\c3nc4ccccc4[nH]3
403612	CHEMBL236365	FC(F)(F)c1cccc(\C=C\C(=O)Nc2ccc3OCCOc3c2)c1
404755	CHEMBL240361	CCOCN1C(=C(CNc2cc(C)ccc2C)C(=O)NC1=O)C
405548	CHEMBL239924	O=C1Nc2ccccc2C(=O)N1c3csc(n3)c4ccncc4
406170	CHEMBL240708	OC(=O)COCCCCOc1cnc(c2ccccc2)c(n1)c3ccccc3
406241	CHEMBL396395	Cc1ccc(NC(=O)c2cc(Sc3nccn3C)c(F)cc2N)cc1
406263	CHEMBL240551	COc1ccccc1NC(=O)c2cc(Sc3nccn3C)c(F)cc2N
406344	CHEMBL241586	CCCCOC(=O)Cc1cc(Br)c(O)c(Br)c1
407456	CHEMBL429992	C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@@]4(C)C[C@@H](O)[C@H]23
407457	CHEMBL239611	CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
407683	CHEMBL246433	NC(=O)c1ccccc1[C@H]2CCCO[C@@H](OC2)c3cccc(c3)[N+](=O)[O-]
407868	CHEMBL248500	CC(=O)N[C@@H]1[C@@H](OCc2ccccc2)C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(=O)O
407869	CHEMBL398047	CC(=O)N[C@@H]1[C@@H](OCc2ccccc2c3ccccc3)C=C(O[C@H]1[C@H](O)[C@H](O)CO)C(=O)O
407975	CHEMBL246865	COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c3ccc4nc(c5occc5)c(nc4c3)c6occc6
408069	CHEMBL248308	OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c3ccc4nc(C5CCCCC5)c(nc4c3)c6ccccc6
408075	CHEMBL239381	OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c3ccc4nc(C5CCCCC5)c(nc4c3)c6ccc(F)cc6
408092	CHEMBL392338	OC(=O)c1oc(cc1)c2ccc(NC(=O)c3ccc4nc(c5ccccc5)c(nc4c3)C6CCCCC6)cc2
408098	CHEMBL241724	FC(F)(F)C(=O)c1ccc(NC(=O)c2ccc(cc2)C#N)cc1
408144	CHEMBL246035	CCN(CCOC)C(=O)c1ccc(cc1)C(=O)C(F)(F)F
408380	CHEMBL246661	CCc1ccc(O)c(c1)C2=CC(=C(C#N)C(=O)N2)c3cccc(Cl)c3
408775	CHEMBL391746	Nc1nccn2c(nc(c3cccc(OCC4CC4)c3)c12)C5CCC5
408795	CHEMBL394998	Nc1nccn2c(nc(c3cccc(OCc4ccc(F)cc4)c3)c12)C5CCC5
408879	CHEMBL241292	Nc1nccn2c(nc(c3cccc(OCc4ccccc4)c3)c12)[C@@H]5CC[C@H](CC5)C(=O)Nc6ccccc6
409081	CHEMBL241459	CCC1CN(C(c2cc(cc(c2)C(F)(F)F)C(F)(F)F)c3nnn(C)n3)c4cc(ccc4N1C(=O)NCCO)C(F)(F)F
409117	CHEMBL393653	OC(=O)COc1c(Br)c(Br)sc1C(=O)N2CCOCC2
409224	CHEMBL441143	CCOC(=O)N1C(CC)CN(C(c2cc(cc(c2)C(F)(F)F)C(F)(F)F)c3nnn(CC(=O)N)n3)c4cc(ccc14)C(F)(F)F
409323	CHEMBL428034	Cc1cccc(c1)c2ccc3c(c2)c(CC(=O)N)cn3Cc4ccc5ccccc5c4
409328	CHEMBL241275	CC(C)Cn1cc(CC(=O)N)c2cc(ccc12)c3cccc(F)c3
409335	CHEMBL241294	NC(=O)Cc1cn(Cc2ccccc2)c3ccc(cc13)c4cccc(F)c4
409376	CHEMBL391670	CCCCCCCCn1cc(CC(=O)N)c2cc(ccc12)c3ccccc3OC
409408	CHEMBL240834	NC(=O)Cc1c[nH]c2ccc(cc12)c3cc(cc(c3)C(F)(F)F)C(F)(F)F
409661	CHEMBL239775	F[C@H]1CNCC[C@H]1Cn2c3ccccc3c4cc(cc(Oc5ccc(Cl)cc5)c24)C(=O)N6CCc7[nH]cnc7C6
410153	CHEMBL240000	CCC1CCCCN1C[C@@H](O)CNS(=O)(=O)c2cccc3ccccc23
410156	CHEMBL241290	CC1CCCN(C[C@@H](O)CNS(=O)(=O)c2cccc3ccccc23)C1
410163	CHEMBL240042	CC1CC(C)N(C[C@@H](O)CNS(=O)(=O)c2cc(Cl)sc2Cl)C1
410223	CHEMBL393723	Cc1cc(COc2ccc(CCCC3(C)C(=O)NC(=O)NC3=O)cc2)c4ccccc4n1
410350	CHEMBL248171	COc1ccc(CN2CCC(CC2)N3CC(OC3=O)c4ccnc5ccc(OC)cc45)cc1
410353	CHEMBL248373	CCN(Cc1cc(cc2[nH]c(nc12)C3=CC=CNC3=O)n4ccnc4)c5ncc[nH]5
411257	CHEMBL245960	COc1ccc(CNc2ncc(c(NCC3CCC(CN)CC3)n2)[N+](=O)[O-])cc1
411297	CHEMBL246325	CC(C)(Nc1ncc(c(NCC2CCC(CN)CC2)n1)[N+](=O)[O-])c3ccccc3
411303	CHEMBL246532	NCC1CCC(CNc2nc(N[C@H]3CCc4ccccc34)ncc2[N+](=O)[O-])CC1
411322	CHEMBL247173	OC(=O)C(Cc1ccc(O)cc1)NC(=O)CP(=O)(O)O
411453	CHEMBL395161	CN(C)CCN1C(=N)N(CC(O)c2ccc(C)cc2)c3ccccc13
412012	CHEMBL247906	CC1CNC(=O)c2[nH]c3ccc(cc3c12)c4ccccc4
412021	CHEMBL247095	CC1CNC(=O)c2[nH]c3ccc(cc3c12)C(=O)N4CCCCC4
412041	CHEMBL246907	CC(C)c1cccc(NC(=O)c2ccc3[nH]c4C(=O)NCC(C)c4c3c2)c1
412043	CHEMBL246697	CC1CNC(=O)c2[nH]c3ccc(cc3c12)C(=O)Nc4cccc(F)c4
412053	CHEMBL248533	CC1CNC(=O)c2[nH]c3ccc(cc3c12)C(=O)Nc4ccc(C)cc4
412065	CHEMBL246294	COc1ccc(Cc2nc(N)sc2Cc3ccc(O)cc3)cc1
412069	CHEMBL393225	CN1C(=O)N=C(Nc2nc(c(Cc3ccc(O)cc3)s2)c4ccc(Cl)cc4)C1=O
412083	CHEMBL245681	COc1ccc(cc1)c2nc(NC(=O)NCc3ccccc3)sc2c4ccc(OC)cc4
412408	CHEMBL437766	COc1ccc2[nH]c3C(N(CCc3c2c1)C(C)C)C(=O)O
412417	CHEMBL248313	COc1ccc2[nH]c3C(NCCc3c2c1)c4nn[nH]n4
412419	CHEMBL396151	COc1ccc2[nH]c3c(CCNC3(C)C(=O)O)c2c1
412657	CHEMBL247118	CN1CCc2nc(sc2C1)C(=O)N[C@@H]3CCCC[C@@H]3NS(=O)(=O)c4cc5cc(Cl)ccc5[nH]4
412670	CHEMBL247535	CN1CCc2nc(sc2C1)C(=O)N[C@@H]3CCCCCC[C@@H]3NC(=O)c4cc5cc(Cl)ccc5[nH]4
412841	CHEMBL248358	COc1cccc(c1)C(=O)Nc2ccc(C[N+](C)(C)C3CCOCC3)cc2
412927	CHEMBL427878	COc1cc(\C=C\c2cc(Br)cc(\C=C\c3ccc(O)c(OC)c3)n2)ccc1O
413306	CHEMBL399363	COc1ccc(cc1)C2=C(C(=O)N3CCCC3C2)c4ccccc4Cl
414266	CHEMBL398608	CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@H](Cc3ccccc3)C(=O)N
416296	CHEMBL248602	CC(C)c1ccccc1N2C(=O)c3ccc(O)cc3C2=O
416301	CHEMBL400279	CC1=C(O)C(C)(Cc2ccc(cc2)c3cccc(Cl)c3)SC1=O
416866	CHEMBL401637	Clc1ccc(cc1)C2CCN(CCCCCNC(=O)\C=C\c3ccc(Cl)c(Cl)c3)CC2
416977	CHEMBL248806	COc1ccc(CN(C2CCNC2=O)S(=O)(=O)c3ccc(Cl)cc3)cc1F
417374	CHEMBL400471	[O-][N+](=O)c1cnn2c(NCc3cccnc3)cc(nc12)c4ccccc4
417645	CHEMBL249162	[O-][N+](=O)c1oc(cc1)C(=O)Nc2ccccc2N3CCC3
417697	CHEMBL399541	OC1CCN(C1)c2ccccc2NC(=O)c3oc(cc3)[N+](=O)[O-]
417769	CHEMBL250958	O=C(Nc1ccccc1N2CCCCC2)c3oc(Nc4ccccc4)cc3
417869	CHEMBL399131	Cc1nc(sc1CCOc2cccc(c2)C(O)(C(=O)O)C(F)(F)F)c3ccc(Cl)cc3
417896	CHEMBL249147	Cc1nc(sc1CCOc2cc(ccc2OCC(=O)O)C(O)(C(=O)O)C(F)(F)F)c3ccc(Cl)cc3
418060	CHEMBL399723	CC1Oc2c(CC=C(C)C)c3Oc4cc(O)c(O)cc4C(=O)c3c(O)c2C1(C)C
419224	CHEMBL438164	[O-][N+](=O)c1ccc(Oc2cccc(c2)C(=O)Nc3ccccc3)cc1
419275	CHEMBL401484	NCCOc1c(Cl)cc(cc1Cl)C(=O)O
420766	CHEMBL399282	CCC(C)CC(=O)O[C@H]1C=C2[C@H]([C@H](OC(=O)C=C(C)C)OC=C2COC(=O)C)[C@@]13CO3
420774	CHEMBL400774	CC(C)CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)(C)O)[C@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]2(O)COC(=O)CC(C)C
420798	CHEMBL427714	Cc1ccccc1CNC(=O)c2oc(cc2)c3ccc(Cl)cc3
420889	CHEMBL250449	COC1=C2OC(=O)c3c(O)cc(C(C)C)c(C(=O)C1(C)O)c23
421084	CHEMBL249839	Cc1c(F)cccc1COc2ccc(cc2)S(=O)(=O)N3CCC[C@@](C)(O)C3C(=O)NO
421149	CHEMBL249245	CNC(=O)[C@@H](Cc1ccc(OC)cc1)NC(=O)C(CC(C)C)CP(=O)(O)Cc2ccc(cc2)c3ccccc3
421428	CHEMBL254389	CCCCOc1ccc(cc1)S(=O)(=O)N2CC(C[C@@H]2C(=O)NO)N3C(=O)CN(CCC)C3=O
421632	CHEMBL253307	Cn1c(ncc1[N+](=O)[O-])c2nnc(N\N=C\c3ccccc3Br)s2
422286	CHEMBL402385	CC(C)NC(=O)C(=O)[C@H](Cc1ccccc1)NC(=O)C2=C(C)C(=O)c3ccccc3N2
423369	CHEMBL254053	CN1CCCC1CCNc2nc(NC3CCCCCC3)nc(NC45CC6CC(CC(C6)C4)C5)n2
423613	CHEMBL254491	COc1cccc(c1)C2=Nn3c(SC2)nnc3c4cccc(OC)c4OC
423651	CHEMBL253030	CCOc1ccccc1c2nnc3SCC(=Nn23)c4ccc(OC)cc4OC
424243	CHEMBL400930	CS(=O)(=O)c1ccc(cc1)C(=O)Nc2ccc(I)cc2
424306	CHEMBL254281	Fc1ccc(CC(=O)NC(=O)Nc2ccc(Oc3ncnn4ccc(Cl)c34)c(F)c2)cc1
424331	CHEMBL398909	COc1ccc2[nH]cc(CCNC(=O)c3ccc(nc3)C(F)(F)F)c2c1
424366	CHEMBL399585	Oc1ccc2CCCC(CCNC(=O)c3ccc(OC(F)(F)F)cc3)c2c1
424678	CHEMBL401603	CCCN(CCC)c1ccc2[nH]nc(NC(=O)Cc3ccccc3)c2c1
424712	CHEMBL404062	Fc1ccc(cc1)c2[nH]c3ccc(cc3c2CCCC(=O)NS(=O)(=O)Cc4ccccc4)C#N
425440	CHEMBL256289	Oc1cc2CCc3cc(Br)c(O)c(O)c3c2cc1O
425897	CHEMBL404178	CS(=O)(=O)c1ccccc1Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2
426330	CHEMBL429683	OC(=O)CN1C(=S)S\C(=C/c2oc(cc2)c3ccc(O)c(c3)C(=O)O)\C1=O
426474	CHEMBL258233	Cn1nccc1Nc2cccc(n2)c3cnc4ccccn34
426610	CHEMBL257589	CC#CCn1c(cnc1N2CCCC(N)C2)C(=O)N(C)Cc3cccc4ccccc34
426961	CHEMBL403048	COC(=O)CN1C(=O)S\C(=C/c2oc(cc2)c3ccc(O)c(c3)C(=O)OC)\C1=O
427013	CHEMBL255900	CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(C=O)c(OC)ccc5nc34)C2=O
427255	CHEMBL401703	N#Cc1cnc2sc(cc2c1NCc3ccc4[nH]ccc4c3)c5ccccc5
427299	CHEMBL258383	N#Cc1cnc2sc(cc2c1Oc3ccc4[nH]ccc4c3)c5ccccc5
427359	CHEMBL405351	CC(C)(C)[C@H](NC(=O)OC1CCCC1)C(=O)N2C[C@@H](C[C@H]2C(=O)N[C@@]3(C[C@H]3C=C)C(=O)O)n4cc(nn4)c5ccccn5
427873	CHEMBL260237	Cc1cccc(SC2=C(Cl)C(=O)c3nc([nH]c3C2=O)c4ccccc4)c1
427890	CHEMBL408148	CSc1nc2cc(F)c(cc2[nH]1)N3CCNCC3
428096	CHEMBL410888	COc1ccc(NC2=C(Cl)C(=O)c3nc([nH]c3C2=O)c4ccccc4)cc1
