doc_chembl_id	smarts	fraction_of_average_molecule_size
CHEMBL3621069	[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@1)-&!@[#7]-&!@[#6]1:&@[#7]:&@[#6]:&@[#6]:&@[#6](:&@[#7]:&@1)-&!@[#7]	0.4519774011299435
CHEMBL3621104	[#7]-&!@[#6](=&!@[#8])-&!@[#6]1-&@[#6]-&@[#6]2:&@[#6](-&@[#7]-&@1-&!@[#6](=&!@[#8])-&!@[#6]):&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2	0.6045627376425856
CHEMBL3632544	[#6]-&!@[#6](=&!@[#8])-&!@[#7]1-&@[#6]-&@[#6]-&@[#6]-&@[#7]:&@[#6]-&@1	0.4021276595744681
CHEMBL3734751	[#6]1:&@[#7]:&@[#6]2:&@[#6](:&@[#7]:&@1-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#6]):&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@2-&!@[#6])-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#6]-&!@[#6]	0.6908678389109473
CHEMBL3758163	[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]1:&@[#6]:&@[#6]2:&@[#6](:&@[#16]:&@1):&@[#7]:&@[#6]:&@[#7]:&@[#6]:&@2-&!@[#7]-&!@[#6]	0.5951293759512938
CHEMBL3758160	[#6](=&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#6]:&@[#6]:&@1)-&!@[#6]=&!@[#6]-&!@[#6](=&!@[#8])-&!@[#7]-&!@[#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.700583819849875
CHEMBL3763144	[#6]1:&@[#6]:&@[#6]2:&@[#7]:&@[#6]:&@[#7]:&@[#6](:&@[#6]:&@2:&@[#6]:&@[#6]:&@1)-&!@[#7]	0.37494242284661444
CHEMBL3769379	[#6]-&!@[#7]1:&@[#7]:&@[#6](:&@[#6](:&@[#6]:&@1-&!@[#7])-&!@[#6](-&!@[#7])=&!@[#8])-&!@[#6]	0.41036269430051814
CHEMBL3769365	[#6]-&!@[#6]-&!@[#7]1:&@[#6]:&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@2	0.46172839506172836
CHEMBL3774320	[#6]-&!@[#6]1:&@[#6]:&@[#7]:&@[#6](:&@[#7]:&@1)-&!@[#6]1-&@[#6]-&@[#6]2:&@[#6](-&@[#6](-&@[#7]-&@1)-&!@[#6]):&@[#7]:&@[#6]1:&@[#6]:&@2:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.6189111747851003
CHEMBL3774372	[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.16641375821952453
CHEMBL3785091	[#8]=,-;!@[#6]-&!@[#6]	0.10442629995702621
CHEMBL3784951	[#6]1:&@[#6]:&@[#6](-&!@[#6]-&!@[#7]):&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#8]-&!@[#6]	0.30052592036063114
CHEMBL3797190	[#6]-&!@[#16]-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.3435114503816794
CHEMBL3804799	[#6]-&!@[#6]-&!@[#6]-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6](:&@[#7](:&@[#7]:&@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1)=&!@[#8]	0.6839080459770115
CHEMBL3826935	[#8]-&!@[#6]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#7]:&@1	0.3501683501683502
CHEMBL3853265	[#6]-&!@[#7]-&!@[#16](=&!@[#8])(=&!@[#8])-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.4907063197026022
CHEMBL3853327	[#6]-&!@[#6]1:&@[#6]:&@[#6](-&!@[#6]):&@[#6](:&@[#6](:&@[#6]:&@1)-&!@[#6])-&!@[#8]-&!@[#6]1:&@[#7]:&@[#6](-&!@[#7]-&!@[#6]2-&@[#6]-&@[#6]-&@[#7](-&@[#6]-&@[#6]-&@2)-&!@[#6]-&!@[#6]):&@[#7]:&@[#6]2:&@[#6]:&@1:&@[#16]:&@[#6]:&@[#6]:&@2	0.7697594501718213
CHEMBL3853331	[#6]-&!@[#6]1-&@[#6]-&@[#6](=,-;@[#7]-&@[#7]-,=;@1)-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1	0.403183023872679
CHEMBL3856276	[#6]1:&@[#6]:&@[#6]:&@[#6]2:&@[#6](:&@[#6]:&@1)-&@[#6]-&@[#6]-&@[#7]1-&@[#6]-&@2-&@[#6]-&@[#6]2:&@[#6]3:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@3:&@[#7]:&@[#6]:&@2-&@[#6]-&@1	0.7607244995233556
CHEMBL3860059	[#6]-&!@[#6]-&!@[#8]-&!@[#6]1:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@[#6]:&@1-&!@[#6]1:&@[#7]:&@[#6]2:&@[#6](-&!@[#6]-&!@[#6]):&@[#7]:&@[#7](:&@[#6]:&@2:&@[#6](:&@[#7]:&@1)=&!@[#8])-&!@[#6]	0.6266666666666667
