"doc_id","molregno","standard_relation","standard_value","standard_units","standard_flag","standard_type","pchembl_value","canonical_smiles","compound_chembl_id"
76473,1611751,"=",450,"nM",1,"EC50",6.35,"COc1ccc(CNC(=O)c2sc(C)c3[C@H]4[C@@H](Cc23)C4(C)C)c(OC)c1","CHEMBL3103677"
76473,1611750,"=",7490,"nM",1,"EC50",5.13,"COc1cccc(CNC(=O)c2sc(C)c3[C@H]4[C@@H](Cc23)C4(C)C)c1OC","CHEMBL3103676"
76473,1611749,"=",520,"nM",1,"EC50",6.28,"COc1ccccc1CNC(=O)c2sc(C)c3[C@H]4[C@@H](Cc23)C4(C)C","CHEMBL3103675"
76473,1611748,">",10000,"nM",1,"EC50",,"COc1ccccc1CNC(=O)c2[nH]c(C)c3[C@H]4[C@@H](Cc23)C4(C)C","CHEMBL3103674"
76473,1611747,"=",8570,"nM",1,"EC50",5.07,"COc1ccccc1CNC(=O)C2=NN(C)C3C2C[C@@H]4[C@H]3C4(C)C","CHEMBL3103673"
76473,1611746,"=",30,"nM",1,"EC50",7.52,"COc1ccccc1CCC(=O)n2cc(C)c3[C@H]4[C@@H](Cc23)C4(C)C","CHEMBL3103672"
76473,1611745,"=",97,"nM",1,"EC50",7.01,"COc1ccccc1CNC(=O)n2nc(C)c3[C@H]4[C@@H](Cc23)C4(C)C","CHEMBL3103671"
76473,1611744,"=",3.8,"nM",1,"EC50",8.42,"COc1ccccc1CCC(=O)n2nc(C)c3[C@H]4[C@@H](Cc23)C4(C)C","CHEMBL3103670"
76473,1611757,"=",3,"nM",1,"EC50",8.52,"Cc1nn(C(=O)\C=C\c2cc(F)ccc2F)c3C[C@@H]4[C@H](c13)C4(C)C","CHEMBL3103683"
76473,591081,"=",16,"nM",1,"EC50",7.8,"Cc1nn(C(=O)\C=C\c2ccccc2)c3C[C@@H]4[C@H](c13)C4(C)C","CHEMBL589402"
76973,1621287,"=",1.4,"nM",1,"EC50",8.85,"CCc1cc(cc(C)c1OCCNCCC(=O)O)c2noc(n2)c3sc(CC)c4CC(C)(C)CCc34","CHEMBL3121961"
76973,1621286,"=",4.7,"nM",1,"EC50",8.33,"CCc1cc(cc(C)c1OCCC(=O)O)c2noc(n2)c3sc(CC)c4CC(C)(C)CCc34","CHEMBL3121960"
76973,1621300,"=",2.4,"nM",1,"EC50",8.62,"CCc1cc(cc(C)c1OC[C@@H](C)CO)c2noc(n2)c3sc(CC)c4CC(C)(C)CCc34","CHEMBL3120183"
76973,1621298,"=",4.3,"nM",1,"EC50",8.37,"CCc1ccc(s1)c2onc(n2)c3cc(C)c(OCC(O)CNC(=O)CO)c(C)c3","CHEMBL3121972"
76973,1621297,"=",0.9,"nM",1,"EC50",9.05,"CCCc1ccc(s1)c2onc(n2)c3cc(C)c(OCC(O)CNC(=O)CO)c(C)c3","CHEMBL3121971"
76973,1621296,"=",4.7,"nM",1,"EC50",8.33,"CCCCc1ccc(s1)c2onc(n2)c3cc(C)c(OCC(O)CNC(=O)CO)c(C)c3","CHEMBL3121970"
76973,1621295,"=",0.6,"nM",1,"EC50",9.22,"CC(C)Cc1ccc(s1)c2onc(n2)c3cc(C)c(OCC(O)CNC(=O)CO)c(C)c3","CHEMBL3121969"
76973,1621294,"=",1.5,"nM",1,"EC50",8.82,"CC(C)Cc1cc(sc1C)c2onc(n2)c3cc(C)c(OCC(O)CNC(=O)CO)c(C)c3","CHEMBL3121968"
76973,1621293,"=",1.5,"nM",1,"EC50",8.82,"CC(C)Cc1csc(c1C)c2onc(n2)c3cc(C)c(OCC(O)CNC(=O)CO)c(C)c3","CHEMBL3121967"
76973,1621292,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Cc1c(C)sc(c1C)c2onc(n2)c3cc(C)c(OCC(O)CNC(=O)CO)c(C)c3","CHEMBL3121966"
76973,1621291,"=",6.6,"nM",1,"EC50",8.18,"CCc1c(CC(C)C)c(C)sc1c2onc(n2)c3cc(C)c(OCC(O)CNC(=O)CO)c(C)c3","CHEMBL3121965"
76973,1621290,"=",1.6,"nM",1,"EC50",8.8,"Cc1cc(cc(C)c1OCC(O)CNC(=O)CO)c2noc(n2)c3sc(C)c4CC(C)(C)CCc34","CHEMBL3121964"
76973,1613570,"=",1.4,"nM",1,"EC50",8.85,"Cc1cc(cc(C)c1OCC(O)CNC(=O)CO)c2noc(n2)c3sc(C)c4[C@H]5[C@@H](Cc34)C5(C)C","CHEMBL3105478"
76973,1621289,"=",7.7,"nM",1,"EC50",8.11,"CC(C)Cc1ccc(s1)C(=O)CCc2cc(C)c(OCC(O)CNC(=O)CO)c(C)c2","CHEMBL3121963"
76973,1621288,"=",2.7,"nM",1,"EC50",8.57,"CC(C)Cc1c(C)sc(C(=O)CCc2cc(C)c(OCC(O)CNC(=O)CO)c(C)c2)c1C","CHEMBL3121962"
76973,1621315,"=",4.7,"nM",1,"EC50",8.33,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3sc(CC)c4CC5(CCCC5)CCc34","CHEMBL3121988"
76973,1621314,"=",1.1,"nM",1,"EC50",8.96,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3sc(CC)c4CC5(CCc34)CC5","CHEMBL3121987"
76973,1621313,"=",6,"nM",1,"EC50",8.22,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3sc(CC)c4CC(CC)(CC)CCc34","CHEMBL3121986"
76973,1621312,"=",0.9,"nM",1,"EC50",9.05,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3sc(CC)c4CCCCc34","CHEMBL3121985"
76973,1621311,"=",1600,"nM",1,"EC50",5.8,"CCc1sc(C(=O)CCc2cc(C)c(OCC(O)CO)c(C)c2)c3CC[C@@H](Cc13)N(C)C","CHEMBL3121984"
76973,1621310,"=",79,"nM",1,"EC50",7.1,"CCc1sc(C(=O)CCc2cc(C)c(OCC(O)CO)c(C)c2)c3CC[C@](C)(O)Cc13","CHEMBL3121983"
76973,1621309,"=",860,"nM",1,"EC50",6.07,"CCc1sc(C(=O)CCc2cc(C)c(OCC(O)CO)c(C)c2)c3CC[C@H](O)Cc13","CHEMBL3121982"
76973,1621308,"=",1.6,"nM",1,"EC50",8.8,"CCc1sc(C(=O)CCc2cc(C)c(OCC(O)CO)c(C)c2)c3CCC(C)Cc13","CHEMBL3121981"
76973,1621307,"=",0.4,"nM",1,"EC50",9.4,"CCc1sc(C(=O)CCc2cc(C)c(OC[C@@H](O)CO)c(C)c2)c3CCC4(CCCC4)Cc13","CHEMBL3121980"
76973,1621306,"=",1.1,"nM",1,"EC50",8.96,"CCc1sc(C(=O)CCc2cc(C)c(OC[C@@H](O)CO)c(C)c2)c3CCC4(CC4)Cc13","CHEMBL3121979"
76973,1621305,"=",0.4,"nM",1,"EC50",9.4,"CCc1sc(C(=O)CCc2cc(C)c(OC[C@@H](O)CO)c(C)c2)c3CCC(CC)(CC)Cc13","CHEMBL3121978"
76973,1621304,"=",0.4,"nM",1,"EC50",9.4,"CCc1sc(C(=O)CCc2cc(C)c(OC[C@@H](O)CO)c(C)c2)c3CCC(C)(C)Cc13","CHEMBL3121977"
76973,1621303,"=",20,"nM",1,"EC50",7.7,"CCc1sc(C(=O)CCc2cc(C)c(OC[C@@H](O)CO)c(C)c2)c3CCCCc13","CHEMBL3121976"
76973,1621302,"=",1.8,"nM",1,"EC50",8.74,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3sc(OC)c4CC(C)(C)CCc34","CHEMBL3121975"
76973,1621301,"=",20,"nM",1,"EC50",7.7,"CCCc1sc(c2CCC(C)(C)Cc12)c3onc(n3)c4cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c4","CHEMBL3121974"
76973,1621328,"=",4.6,"nM",1,"EC50",8.34,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3sc(CC)c4CC(C)(C)CCc34","CHEMBL3122001"
76973,1621327,"=",1.5,"nM",1,"EC50",8.82,"CCc1cc(cc(C)c1OCC(O)CNC(=O)CO)c2noc(n2)c3sc(C)c4CC(C)(C)CCc34","CHEMBL3122000"
76973,1621326,"=",1.7,"nM",1,"EC50",8.77,"CCc1cc(cc(C)c1OCC(O)CNC(=O)CO)c2noc(n2)c3scc4CC(C)(C)CCc34","CHEMBL3121999"
76973,1621325,"=",1.3,"nM",1,"EC50",8.89,"CCc1cc(CCC(=O)c2sc(OC)c3CC(C)(C)CCc23)cc(C)c1OCC(O)CNC(=O)CO","CHEMBL3121998"
76973,1621324,"=",1.3,"nM",1,"EC50",8.89,"CCc1cc(CCC(=O)c2sc(c3CC(C)(C)CCc23)C(F)(F)F)cc(C)c1OCC(O)CNC(=O)CO","CHEMBL3121997"
76973,1621323,"=",1.3,"nM",1,"EC50",8.89,"CCCc1sc(C(=O)CCc2cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c2)c3CCC(C)(C)Cc13","CHEMBL3121996"
76973,1621322,"=",0.6,"nM",1,"EC50",9.22,"CCc1cc(CCC(=O)c2sc(CC)c3CC(C)(C)CCc23)cc(C)c1OCC(O)CNC(=O)CO","CHEMBL3121995"
76973,1621321,"=",1.2,"nM",1,"EC50",8.92,"CCc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OCC(O)CNC(=O)CO","CHEMBL3121994"
76973,1621320,"=",4.8,"nM",1,"EC50",8.32,"CCc1cc(CCC(=O)c2scc3CC(C)(C)CCc23)cc(C)c1OC[C@@H](O)CNC(=O)CO","CHEMBL3121993"
76973,1621319,"=",21,"nM",1,"EC50",7.68,"Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1CCC(=O)O","CHEMBL3121992"
76973,1621318,"=",4.3,"nM",1,"EC50",8.37,"Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OCC(O)CN4CC(C4)C(=O)O","CHEMBL3121991"
76973,1621317,"=",1.2,"nM",1,"EC50",8.92,"Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OCC(O)CNCCC(=O)O","CHEMBL3121990"
76973,1621316,"=",0.5,"nM",1,"EC50",9.3,"Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OCC(O)CNC(=O)CO","CHEMBL3121989"
76973,1621338,"=",14,"nM",1,"EC50",7.85,"Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OCC(O)CNCCO","CHEMBL3122011"
76973,1621329,"=",21,"nM",1,"EC50",7.68,"Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1O","CHEMBL3122002"
76973,1621336,"=",48,"nM",1,"EC50",7.32,"Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OCCCNCCO","CHEMBL3122009"
76973,1621337,"=",7,"nM",1,"EC50",8.15,"Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OCC(O)CN","CHEMBL3122010"
76973,1621330,"=",19,"nM",1,"EC50",7.72,"Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OCCO","CHEMBL3122003"
76973,1621331,"=",71,"nM",1,"EC50",7.15,"Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OCCCO","CHEMBL3122004"
76973,1621332,"=",2.6,"nM",1,"EC50",8.59,"Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OC[C@@H](O)CO","CHEMBL3122005"
76973,1621333,"=",3.4,"nM",1,"EC50",8.47,"Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OC[C@H](O)CO","CHEMBL3122006"
76973,1621334,"=",6.1,"nM",1,"EC50",8.21,"Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OCCN","CHEMBL3122007"
76973,1621335,"=",11,"nM",1,"EC50",7.96,"Cc1cc(CCC(=O)c2sc(C)c3CC(C)(C)CCc23)cc(C)c1OCCNCCO","CHEMBL3122008"
76973,1613576,"=",1.2,"nM",1,"EC50",8.92,"Cc1cc(CCC(=O)c2sc(C)c3[C@H]4[C@@H](Cc23)C4(C)C)cc(C)c1OCC(O)CNC(=O)CO","CHEMBL3105484"
77097,1623210,"=",1.9,"nM",1,"EC50",8.72,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(C)nc(c3)N4CCCC4","CHEMBL3126593"
77097,1623209,"=",0.6,"nM",1,"EC50",9.22,"CCN(CC)c1cc(cc(C)n1)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126592"
77097,1623208,"=",0.4,"nM",1,"EC50",9.4,"CCNc1cc(cc(C)n1)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126591"
77097,1623207,"=",2,"nM",1,"EC50",8.7,"CCc1cc(cc(n1)C2CCCCC2)c3onc(n3)c4cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c4","CHEMBL3126590"
77097,1623206,"=",0.3,"nM",1,"EC50",9.52,"CCc1cc(cc(n1)C2CCCC2)c3onc(n3)c4cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c4","CHEMBL3126589"
77097,1623205,"=",0.1,"nM",1,"EC50",10,"CCc1cc(cc(n1)C2CCC2)c3onc(n3)c4cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c4","CHEMBL3126588"
77097,1623204,"=",0.2,"nM",1,"EC50",9.7,"CCC(CC)c1cc(cc(CC)n1)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126587"
77097,1623203,"=",1,"nM",1,"EC50",9,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(C)nc(c3)C4CCCCC4","CHEMBL3126586"
77097,1623202,"=",0.2,"nM",1,"EC50",9.7,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(C)nc(c3)C4CCCC4","CHEMBL3126585"
77097,1623201,"=",0.1,"nM",1,"EC50",10,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(C)nc(c3)C4CCC4","CHEMBL3126584"
77097,1623200,"=",0.2,"nM",1,"EC50",9.7,"CCC(CC)c1cc(cc(C)n1)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3124957"
77097,1623051,"=",0.1,"nM",1,"EC50",10,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(C)nc(CC(C)C)c3","CHEMBL3126436"
77097,1623050,"=",0.4,"nM",1,"EC50",9.4,"CCCc1cc(cc(C)n1)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126435"
77097,1623049,"=",0.3,"nM",1,"EC50",9.52,"CCc1cc(cc(C)n1)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126434"
77097,1623048,"=",0.1,"nM",1,"EC50",10,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3ccnc(c3)C4CCCC4","CHEMBL3126433"
77097,1623224,"=",0.1,"nM",1,"EC50",10,"CCC(CC)c1cc(ccn1)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126607"
77097,1623223,"=",8.4,"nM",1,"EC50",8.08,"CCc1cc(cc(C)c1OCC(O)CNC(=O)CO)c2noc(n2)c3ccnc(CCC(C)C)c3","CHEMBL3126606"
77097,1623222,"=",0.2,"nM",1,"EC50",9.7,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3ccnc(CC(C)C)c3","CHEMBL3126605"
77097,1623221,"=",1.8,"nM",1,"EC50",8.74,"CCCCc1cc(ccn1)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126604"
77097,1623220,"=",0.3,"nM",1,"EC50",9.52,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3ccnc(c3)C(C)C","CHEMBL3126603"
77097,1623219,"=",0.7,"nM",1,"EC50",9.15,"CCCc1cc(ccn1)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126602"
77097,1623218,"=",2.1,"nM",1,"EC50",8.68,"CCc1cc(ccn1)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126601"
77097,1623217,"=",86,"nM",1,"EC50",7.07,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3ccnc(C)c3","CHEMBL3126600"
77097,1623216,"=",1110,"nM",1,"EC50",5.96,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3ccncc3","CHEMBL3126599"
77097,1623215,"=",54,"nM",1,"EC50",7.27,"CCN(CC)c1cc(C)nc(c1)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126598"
77097,1623214,"=",1.3,"nM",1,"EC50",8.89,"CCN(CC)c1cc(C)cc(n1)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126597"
77097,1623213,"=",0.9,"nM",1,"EC50",9.05,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(cc(C)n3)C4CCCC4","CHEMBL3126596"
77097,1623236,"=",0.2,"nM",1,"EC50",9.7,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(C)cc(n3)C4CCCC4","CHEMBL3126619"
77097,1623235,"=",1.3,"nM",1,"EC50",8.89,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(CC(C)C)cc(C)n3","CHEMBL3126618"
77097,1623234,"=",0.5,"nM",1,"EC50",9.3,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(C)cc(CC(C)C)n3","CHEMBL3126617"
77097,1623233,"=",9.5,"nM",1,"EC50",8.02,"CCN(CC)c1ccc(nc1C)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126616"
77097,1623232,"=",0.2,"nM",1,"EC50",9.7,"CCN(CC)c1cnc(cc1C)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126615"
77097,1623231,"=",0.8,"nM",1,"EC50",9.1,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3ccc(C4CCCC4)c(C)n3","CHEMBL3126614"
77097,1623230,"=",0.2,"nM",1,"EC50",9.7,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(C)c(cn3)C4CCCC4","CHEMBL3126613"
77097,1623229,"=",4.4,"nM",1,"EC50",8.36,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3ccc(CC(C)C)c(C)n3","CHEMBL3126612"
77097,1623228,"=",0.2,"nM",1,"EC50",9.7,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cc(C)c(CC(C)C)cn3","CHEMBL3126611"
77097,1623227,"=",2.8,"nM",1,"EC50",8.55,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cnc(N4CCCC4)c(CC)c3","CHEMBL3126610"
77097,1623226,"=",23,"nM",1,"EC50",7.64,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cnc(N4CCCC4)c(C)c3","CHEMBL3126609"
77097,1623225,"=",0.3,"nM",1,"EC50",9.52,"CCN(CC)c1ncc(cc1CC)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126608"
77097,1623242,"=",2.1,"nM",1,"EC50",8.68,"CCN(CC)c1ncc(cc1C)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126625"
77097,1623241,"=",0.2,"nM",1,"EC50",9.7,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cnc(C4CCCC4)c(CC)c3","CHEMBL3126624"
77097,1623240,"=",0.1,"nM",1,"EC50",10,"CCc1cc(cnc1CC(C)C)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126623"
77097,1623239,"=",0.1,"nM",1,"EC50",10,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cnc(C4CCCC4)c(C)c3","CHEMBL3126622"
77097,1623238,"=",0.9,"nM",1,"EC50",9.05,"CCC(CC)c1ncc(cc1C)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126621"
77097,1623237,"=",0.1,"nM",1,"EC50",10,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cnc(C(C)C)c(C)c3","CHEMBL3126620"
77097,1623251,"=",1.9,"nM",1,"EC50",8.72,"CCc1cc(cc(C)c1OC[C@H](O)CNC(=O)CO)c2noc(n2)c3cnc(CC(C)C)c(C)c3","CHEMBL3126634"
77097,1623250,"=",1,"nM",1,"EC50",9,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3cnc(CC(C)C)c(C)c3","CHEMBL3126633"
77097,1623249,"=",248,"nM",1,"EC50",6.61,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3ccc(C)nc3","CHEMBL3126632"
77097,1623248,"=",23,"nM",1,"EC50",7.64,"CCc1ccc(cn1)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126631"
77097,1623247,"=",3.9,"nM",1,"EC50",8.41,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3ccc(nc3)C(C)C","CHEMBL3126630"
77097,1623246,"=",4.6,"nM",1,"EC50",8.34,"CCCc1ccc(cn1)c2onc(n2)c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3","CHEMBL3126629"
77097,1623245,"=",89,"nM",1,"EC50",7.05,"CCc1cc(cc(C)c1OC[C@H](O)CNC(=O)CO)c2noc(n2)c3ccc(CC(C)C)nc3","CHEMBL3126628"
77097,1623244,"=",5.7,"nM",1,"EC50",8.24,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3ccc(CC(C)C)nc3","CHEMBL3126627"
77097,1623243,"=",0.7,"nM",1,"EC50",9.15,"CCc1cc(cc(C)c1OC[C@@H](O)CNC(=O)CO)c2noc(n2)c3ccc(CC(C)C)s3","CHEMBL3126626"
77279,1625698,"=",632,"nM",1,"EC50",6.2,"CCCc1occ(n1)c2ccc(cc2)c3ccc(CCC(N)(CO)COP(=O)(O)O)cc3","CHEMBL3133603"
77279,1625697,"=",876,"nM",1,"EC50",6.06,"Cc1occ(n1)c2ccc(cc2)c3ccc(CCC(N)(CO)COP(=O)(O)O)cc3","CHEMBL3133602"
77279,1625696,"=",27,"nM",1,"EC50",7.57,"CCc1occ(n1)c2ccc(Oc3ccc(CCC(N)(CO)COP(=O)(O)O)c(Cl)c3)cc2","CHEMBL3133601"
77279,1625695,"=",14,"nM",1,"EC50",7.85,"CCCCc1ccc(Oc2ccc(CCC(N)(CO)COP(=O)(O)O)c(Cl)c2)cc1","CHEMBL3133600"
77279,1625694,"=",52.9,"nM",1,"EC50",7.28,"CCCCc1ccc(Oc2ccc(CCC(N)(CO)COP(=O)(O)O)c(F)c2)cc1","CHEMBL3133599"
77279,1625693,"=",66.3,"nM",1,"EC50",7.18,"CCCCc1ccc(Oc2ccc(CCC(N)(CO)COP(=O)(O)O)cc2F)cc1","CHEMBL3133598"
77279,1625692,"=",48.1,"nM",1,"EC50",7.32,"CCc1nc(c[nH]1)c2ccc(Oc3ccc(CCC(N)(CO)COP(=O)(O)O)cc3)cc2","CHEMBL3133597"
77279,1625691,"=",19.8,"nM",1,"EC50",7.7,"NC(CO)(CCc1ccc(Oc2ccc(cc2)c3coc(n3)C4CC4)cc1)COP(=O)(O)O","CHEMBL3133596"
77279,1625690,"=",89,"nM",1,"EC50",7.05,"CCc1occ(n1)c2ccc(Oc3ccc(CCC(N)(CO)COP(=O)(O)O)cc3)cc2","CHEMBL3133595"
77279,1625689,"=",40.9,"nM",1,"EC50",7.39,"Cc1occ(n1)c2ccc(Oc3ccc(CCC(N)(CO)COP(=O)(O)O)cc3)cc2","CHEMBL3133594"
77279,1625805,"=",329,"nM",1,"EC50",6.48,"COc1cccc(c1)c2ccc(Oc3ccc(CCC(N)(CO)COP(=O)(O)O)cc3)cc2","CHEMBL3133708"
77279,1625804,"=",529,"nM",1,"EC50",6.28,"CCc1ccc(cc1)c2ccc(Oc3ccc(CCC(N)(CO)COP(=O)(O)O)cc3)cc2","CHEMBL3133707"
77279,1625803,"=",51,"nM",1,"EC50",7.29,"NC(CO)(CCc1ccc(Oc2ccc(cc2)c3ccccc3)cc1)COP(=O)(O)O","CHEMBL3133706"
77279,1625802,"=",254,"nM",1,"EC50",6.59,"NC(CO)(CCc1ccc(Oc2ccc(Cc3ccc(Cl)cc3)cc2)cc1)COP(=O)(O)O","CHEMBL3133705"
77279,1625801,"=",35,"nM",1,"EC50",7.46,"NC(CO)(CCc1ccc(Oc2ccc(Cc3ccc(F)cc3)cc2)cc1)COP(=O)(O)O","CHEMBL3133704"
77279,1625800,"=",157,"nM",1,"EC50",6.8,"CCc1ccc(Cc2ccc(Oc3ccc(CCC(N)(CO)COP(=O)(O)O)cc3)cc2)cc1","CHEMBL3132870"
77279,1625799,"=",172,"nM",1,"EC50",6.76,"Cc1ccc(Cc2ccc(Oc3ccc(CCC(N)(CO)COP(=O)(O)O)cc3)cc2)cc1","CHEMBL3133703"
77279,1625709,"=",85.8,"nM",1,"EC50",7.07,"NC(CO)(CCc1ccc(Oc2ccc(Cc3ccccc3)cc2)cc1)COP(=O)(O)O","CHEMBL3133613"
77279,1625708,"=",66.3,"nM",1,"EC50",7.18,"CCCCc1ccc(Oc2ccc(CCC(N)(CO)COP(=O)(O)O)cc2)cc1","CHEMBL3133612"
77279,1625707,"=",800,"nM",1,"EC50",6.1,"CCCCCCC1CCc2cc(CCC(N)(CO)COP(=O)(O)O)ccc2O1","CHEMBL3133611"
77279,1625701,"=",37,"nM",1,"EC50",7.43,"CCCc1ccc(CCc2ccc(CCC(N)(CO)COP(=O)(O)O)cc2)cc1","CHEMBL3133605"
77279,1625705,"=",886,"nM",1,"EC50",6.05,"CCCCCCc1ccc2cc(CCC(N)(CO)COP(=O)(O)O)ccc2c1","CHEMBL3133609"
77279,1625706,"=",932,"nM",1,"EC50",6.03,"CCCCCCc1ccc2c(CCC(N)(CO)COP(=O)(O)O)cccc2c1","CHEMBL3133610"
77279,1625700,"=",91.5,"nM",1,"EC50",7.04,"CCc1ccc(CCc2ccc(CCC(N)(CO)COP(=O)(O)O)cc2)cc1","CHEMBL3132869"
