canonical_smiles molregno activity_id standard_value standard_units
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OC[C@H]6C[C@@H]6C(=O)OCOC(=O)C(C)(C)C)c1 1138812 6161965 40 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CN(CC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)C(=O)OCC6=C(C)OC(=O)O6)cc(OC[C@H]7C[C@@H]7C(=O)O)c1 1138813 6161966 3700 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCC6(CC(=O)O)CC6)c1 1138814 6161967 1000 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCC(C)(C)C(=O)O)c1 1138815 6161968 600 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCCC(C)(C)C(=O)O)c1 1138816 6161969 400 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCCCC(C)(C)C(=O)O)c1 1138817 6161970 200 nM
CCC(CC)(CCOc1cc(CCCOC)cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)c1)C(=O)O 1138818 6161971 400 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCCC6(CCCC6)C(=O)O)c1 1138819 6161972 500 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCC[C@](C)(OC)C(=O)O)c1 1138820 6161973 2300 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OC[C@H]6C[C@@H]6C(=O)NS(=O)(=O)C)c1 1138958 6161974 500 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCC6(Cc7nn[nH]n7)CC6)c1 1138959 6161975 500 nM
CC(C)NCc1c(onc1C(=O)N[C@@H]2CCC[C@H](O)C2)c3ccc(cc3)C(F)(F)F 1138973 6162878 6309.57 nM
O[C@H]1CCC[C@H](C1)NC(=O)c2noc(c2CNCC3CC3)c4ccc(cc4)C(F)(F)F 1138979 6162879 5011.87 nM
O[C@H]1CCC[C@H](C1)NC(=O)c2noc(c2CNCC3CCC3)c4ccc(cc4)C(F)(F)F 1138980 6162880 1258.93 nM
Cc1cccc(Nc2ccc(cc2)c3ccc(nc3)N4CCNCC4)n1 1143056 6181376 700 nM
Clc1ccc(C[C@@H](NC(=O)Cc2ccc(Cl)cc2)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4)cc1 1145066 6196186 4168.69 nM
Clc1ccc(C[C@@H](NC(=O)C2(CC2)c3ccc(Cl)cc3)C(=O)N[C@H]4C[C@H]5CC[C@@H](C4)N5)cc1 1145067 6196187 1584.89 nM
Cc1cc(nc(N)n1)c2c(Cl)cc(Cl)cc2OCCCC(F)(F)F 1145886 6187263 11600 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCCOC)c1 1138803 6263794 800 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccccc4)cc(OCCOC)c1 1158945 6263800 7200 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)c5ccccc45)cc(OCCOC)c1 1158950 6263830 28000 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)c5cc(Cl)ccc45)cc(OCCOC)c1 1158951 6263836 6800 nM
CN1C=CC(=CC1=O)[C@H]2CCNC[C@@H]2C(=O)N(Cc3cccc(Cl)c3Cl)C4CC4 1158952 6263842 13000 nM
COCCCc1cc(Cl)c(Cl)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c1 1158953 6263848 4800 nM
COCCCc1ccc(Cl)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c1 1158954 6263861 28000 nM
COCCCc1cc(Cl)cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c1 1158955 6263867 7600 nM
COCCc1cc(Cl)c(Cl)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c1 1158956 6263872 11000 nM
CN1C=CC(=CC1=O)[C@H]2CCNC[C@@H]2C(=O)N(Cc3cc(CCCC#N)cc(Cl)c3Cl)C4CC4 1158957 6263878 8400 nM
CN1C=CC(=CC1=O)[C@H]2CCNC[C@@H]2C(=O)N(Cc3cc(CCC#N)cc(Cl)c3Cl)C4CC4 1158958 6263884 17000 nM
COC(=O)NCCc1cc(Cl)c(Cl)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c1 1158960 6263896 15000 nM
COCCNc1cc(Cl)c(Cl)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c1 1159106 6263902 18000 nM
COCCCc1cc(Br)cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c1 1159108 6263914 5000 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)cc(Br)c1C 1159109 6263920 18000 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)cc(c1)c5ccccc5 1159110 6263954 1700 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c5ccccc5c1 1159111 6263960 17000 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c5ncccc5c1 1159113 6263972 27000 nM
COCCCn1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c5c(Cl)cccc15 1159116 6264002 23000 nM
COCCCn1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c5c(Br)cccc15 1159117 6264623 11000 nM
CN1C=CC(=CC1=O)[C@H]2CCNC[C@@H]2C(=O)N(Cc3cn(Cc4ccccc4)c5cccc(F)c35)C6CC6 1159119 6264635 950 nM
CN1C=CC(=CC1=O)[C@H]2CCNC[C@@H]2C(=O)N(Cc3cn(Cc4cccc(F)c4)c5cccc(F)c35)C6CC6 1159120 6264641 1200 nM
CN1C=CC(=CC1=O)[C@H]2CCNC[C@@H]2C(=O)N(Cc3cn(Cc4ccc(F)cc4)c5cccc(F)c35)C6CC6 1159121 6264649 750 nM
CN1C=CC(=CC1=O)[C@H]2CCNC[C@@H]2C(=O)N(Cc3cn(Cc4cccnc4)c5cccc(F)c35)C6CC6 1159123 6264657 12000 nM
CN1C=CC(=CC1=O)[C@H]2CCNC[C@@H]2C(=O)N(Cc3cn(Cc4ccncc4)c5cccc(F)c35)C6CC6 1159124 6264658 15000 nM
CC(C)NCc1c(onc1C(=O)N[C@@H]2CCC[C@H](O)C2)c3ccc(cc3)C(F)(F)F 1138973 6292149 6309.57 nM
CN(C)C1CCC(CC1)c2ccc(OCCCN3CCCCC3)cc2 1172947 6345450 10000 nM
CCOC(=O)c1ccc(cc1)c2ccc(OCCCN3CCCCC3)cc2 1172946 6345451 8 nM
O=C(N1CCCCC1)c2ccccc2c3ccc(OCCCN4CCCCC4)cc3 1172945 6345452 818 nM
COc1ccccc1c2ccc(OCCCN3CCCCC3)cc2 1172944 6345453 76 nM
C(COc1ccc(cc1)c2ccc3OCOc3c2)CN4CCCCC4 1172943 6345454 5 nM
C(COc1ccc(cc1)C2CCOCC2)CN3CCCCC3 1172942 6345455 2220 nM
C(COc1ccc(cc1)C2CCCCO2)CN3CCCCC3 1172941 6345456 1125 nM
C(COc1ccc(cc1)N2CCCCC2)CN3CCCCC3 1172940 6345457 841 nM
C(COc1ccc(cc1)C2CCCCC2)CN3CCCCC3 1172939 6345458 13 nM
C(COc1ccc(cc1)C2=CCCC2)CN3CCCCC3 1172938 6345459 230 nM
C(COc1ccc(cc1)C2=NCCO2)CN3CCCCC3 1172937 6345460 10000 nM
C(COc1ccc(cc1)c2ocnc2)CN3CCCCC3 1172936 6345461 1194 nM
Cn1nccc1c2ccc(OCCCN3CCCCC3)cc2 1172935 6345462 190 nM
C(COc1ccc(cc1)c2ncc[nH]2)CN3CCCCC3 1172934 6345463 10000 nM
C(COc1ccc(cc1)C2CCCO2)CN3CCCCC3 1172773 6345464 2747 nM
C(COc1ccc(cc1)c2occc2)CN3CCCCC3 1172772 6345465 90 nM
C(COc1ccc(cc1)c2cccs2)CN3CCCCC3 1172771 6345466 14 nM
CC(C)CN1C(=O)CN(Cc2ccc(cc2)c3cccc(CN4CCCCC4)n3)C1=O 1179170 6383737 3162.28 nM
CN(C)CCC=C1c2ccccc2CCc3ccccc13 27072 7639199 14410.6 nM
CC(C)(C)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4 111060 7649803 85.8 nM
CC1=C(Oc2c(cccc2C1=O)C(=O)OCCN3CCCCC3)c4ccccc4 418484 7665523 19750.3 nM
Fc1ccc(cc1)C(N2CCN(C\C=C\c3ccccc3)CC2)c4ccc(F)cc4 38764 7665651 496.3 nM
CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2 2223 7665768 10066 nM
OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1 36842 7670033 4674.6 nM
Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)N3C(=O)Nc4ccccc34 152751 7675411 759.6 nM
COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23 36662 7679556 3374.9 nM
CN(C)CCOC(c1ccccc1)c2ccccc2 27629 7681482 26101.3 nM
CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3 469763 7682348 323.7 nM
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4 33373 7685945 1815.1 nM
COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC 557741 7686554 139.4 nM
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2 165774 7691914 16869.7 nM
CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3 14367 7695096 13661.8 nM
CNCCCN1c2ccccc2CCc3ccccc13 6243 7698065 22816.6 nM
CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24 2261 7706248 8660.6 nM
CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13 6216 7707788 4774.3 nM
CN1CCC(=C2c3ccccc3C=Cc4ccccc24)CC1 11005 7710876 13967.9 nM
Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3 6643 7721287 8544.5 nM
NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1 3965 7721414 12880.2 nM
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4 97 7728391 19890.2 nM
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1 10661 7735207 10337.8 nM
OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1 16505 7736473 3454.1 nM
Cc1ccc(cc1)N(CC2=NCCN2)c3cccc(O)c3 20131 7736595 16448 nM
CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1 37266 7745734 1514.1 nM
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12 4504 7747726 2937 nM
CCN(CC)CCOCCC1=CCC2CC1C2(C)C 1052745 7750108 4835.7 nM
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc4cccnc24)CC1 110803 7778776 32022.8 nM
CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1 1325 7781271 5100.8 nM
CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1 5970 7802084 1301 nM
CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3 6968 7803847 792.2 nM
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1 7714 7806980 3432.8 nM
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13 53616 7811599 6814.1 nM
C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O 65351 7816024 38619.4 nM
COCCCc1cc(CN(C2CC2)C(=O)C3CNCCC3(O)c4ccc(F)c(F)c4)cc(OCCOC)c1 1249886 7854173 4500 nM
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cccc(Cl)c2Cl)C3CC3)c4ccc(F)c(F)c4 1249887 7854202 680 nM
COCCCc1ccc(Cl)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c1 1249888 7854206 1000 nM
COCCc1ccc(Cl)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c1 1174601 7854210 2200 nM
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2c[nH]c3cccc(F)c23)C4CC4)c5ccc(F)c(F)c5 1249889 7854214 1400 nM
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2c[nH]c3cccc(Cl)c23)C4CC4)c5ccc(F)c(F)c5 1249890 7854218 910 nM
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2c[nH]c3cccc(Br)c23)C4CC4)c5ccc(F)c(F)c5 1249891 7854222 460 nM
COCCCn1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c5c(F)cccc15 1249892 7854226 1300 nM
COCCCc1ccc(F)c2c(CN(C3CC3)C(=O)[C@H]4CNCC[C@]4(O)c5ccc(F)c(F)c5)c[nH]c12 1249893 7854230 1100 nM
COCCCc1ccc(F)c2c(CN(C3CC3)C(=O)[C@H]4CNCC[C@]4(O)c5ccc(F)c(F)c5)cn(CCCOC)c12 1249894 7854234 850 nM
COCCCn1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c5c(F)ccc(CCC#N)c15 1249895 7854238 600 nM
COCCCn1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c5c(F)ccc(CS(=O)(=O)C)c15 1249896 7854242 1800 nM
COCCCn1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c5c(F)ccc(CN6CCOCC6)c15 1249897 7854246 900 nM
COCCCn1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c5c(F)ccc(Cn6ccnc6)c15 1249898 7854250 1400 nM
CONC(=O)Cn1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c5c(F)cccc15 1249899 7854254 8400 nM
CON(C)C(=O)Cn1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c5c(F)cccc15 1249900 7854258 2100 nM
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3occn3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6 1249901 7854262 1100 nM
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3ccon3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6 1249902 7854266 900 nM
Cc1onc(Cn2cc(CN(C3CC3)C(=O)[C@H]4CNCC[C@]4(O)c5ccc(F)c(F)c5)c6c(F)cccc26)c1 1249903 7854270 880 nM
Cc1noc(Cn2cc(CN(C3CC3)C(=O)[C@H]4CNCC[C@]4(O)c5ccc(F)c(F)c5)c6c(F)cccc26)n1 1249904 7854274 1900 nM
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3conc3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6 1249905 7854278 620 nM
Cc1onc(C)c1Cn2cc(CN(C3CC3)C(=O)[C@H]4CNCC[C@]4(O)c5ccc(F)c(F)c5)c6c(F)cccc26 1249906 7854282 710 nM
Cn1ncnc1Cn2cc(CN(C3CC3)C(=O)[C@H]4CNCC[C@]4(O)c5ccc(F)c(F)c5)c6c(F)cccc26 1249907 7854286 4400 nM
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3ccccc3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6 1249908 7854290 250 nM
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3ccccc3OC(F)F)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6 1249909 7854294 240 nM
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3cccc(OC(F)F)c3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6 1249910 7854298 300 nM
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3ccc(OC(F)F)cc3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6 1249911 7854302 160 nM
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3cccc(F)c3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6 1249912 7854306 250 nM
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3ccc(F)c(F)c3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6 1249913 7854310 300 nM
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3cccnc3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6 1249914 7854314 340 nM
O[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3ccncc3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6 1249915 7854318 1100 nM
Cc1ccc(Cn2cc(CN(C3CC3)C(=O)[C@H]4CNCC[C@]4(O)c5ccc(F)c(F)c5)c6c(F)cccc26)cn1 1250140 7854322 360 nM
Cc1cc(Cn2cc(CN(C3CC3)C(=O)[C@H]4CNCC[C@]4(O)c5ccc(F)c(F)c5)c6c(F)cccc26)ccn1 1250141 7854326 970 nM
OCC(O)CO[C@@]1(CCNC[C@@H]1C(=O)N(Cc2cn(Cc3cccc(F)c3)c4cccc(F)c24)C5CC5)c6ccc(F)c(F)c6 1250142 7854347 800 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccccc4)cc(OCCOC)c1 1249878 7951279 5000 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OCc5ccccc45)cc(OCCOC)c1 1266708 7951280 20000 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OC(=O)c5ccccc45)cc(OCCOC)c1 1266709 7951281 19000 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OCCc5ccccc45)cc(OCCOC)c1 1266710 7951892 24000 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OC=Cc5ccccc45)cc(OCCOC)c1 1266711 7951893 7000 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OC(=O)Cc5ccccc45)cc(OCCOC)c1 1266712 7951894 43000 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OCc5cc(F)c(F)cc45)cc(OCCOC)c1 1266713 7951895 24000 nM
Fc1cc2CO[C@@]3(CCNC[C@@H]3C(=O)N(Cc4ccccc4Cl)C5CC5)c2cc1F 1266714 7951896 20000 nM
Fc1cc2CO[C@@]3(CCNC[C@@H]3C(=O)N(Cc4cccc(Cl)c4Cl)C5CC5)c2cc1F 1266715 7951897 11000 nM
Fc1cc2CO[C@@]3(CCNC[C@@H]3C(=O)N(Cc4ccc(Cl)cc4Cl)C5CC5)c2cc1F 1266716 7951898 9300 nM
Fc1cc2CO[C@@]3(CCNC[C@@H]3C(=O)N(Cc4cc(Cl)ccc4Cl)C5CC5)c2cc1F 1266717 7951899 1800 nM
Cc1cccc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OCc5cc(F)c(F)cc45)c1C 1266718 7951900 27000 nM
Cc1c(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OCc5cc(F)c(F)cc45)cccc1C(F)(F)F 1266719 7951901 6400 nM
Fc1cc2CO[C@@]3(CCNC[C@@H]3C(=O)N(Cc4cccc(c4Cl)C(F)(F)F)C5CC5)c2cc1F 1266720 7951902 12000 nM
COCCCc1cc(C)c(C)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OCc5cc(F)c(F)cc45)c1 1266721 7951903 10000 nM
Fc1cc2CO[C@@]3(CCNC[C@@H]3C(=O)N(Cc4cccc5ccccc45)C6CC6)c2cc1F 1266722 7951904 5700 nM
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OCc5cc(F)c(F)cc45)c6ccccc6c1 1266723 7951905 12000 nM
COCCCc1cccc2cccc(CN(C3CC3)C(=O)[C@H]4CNCC[C@@]45OCc6cc(F)c(F)cc56)c12 1266724 7951906 7600 nM
Fc1cc2CO[C@@]3(CCNC[C@@H]3C(=O)N(Cc4ccnc5ccccc45)C6CC6)c2cc1F 1266726 7951908 55000 nM
Fc1cc2CO[C@@]3(CCNC[C@@H]3C(=O)N(Cc4cccc5cccnc45)C6CC6)c2cc1F 1266727 7951909 29000 nM
Fc1cc2C(=O)O[C@@]3(CCNC[C@@H]3C(=O)N(Cc4cccc(c4Cl)C(F)(F)F)C5CC5)c2cc1F 1266728 7951910 13000 nM
COCCCc1cc(CCCN2CCOCC2)c(Cl)c(CN(C3CC3)C(=O)[C@H]4CNCC[C@@]45OCc6cc(F)c(F)cc56)c1 1266729 7951911 23000 nM
CCN(CC)CCCc1cc(CCCOC)cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OCc5cc(F)c(F)cc45)c1Cl 1266730 7951912 12000 nM
COCCCc1cc(CCCCNS(=O)(=O)C)c(Cl)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OCc5cc(F)c(F)cc45)c1 1266731 7951913 8200 nM
COCCCc1cc(CCCNS(=O)(=O)C)c(Cl)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OCc5cc(F)c(F)cc45)c1 1266732 7951914 22000 nM
COCCCc1cc(CCCN2CCS(=O)(=O)CC2)c(Cl)c(CN(C3CC3)C(=O)[C@H]4CNCC[C@@]45OCc6cc(F)c(F)cc56)c1 1266733 7951915 7700 nM
COCCCc1cc(CCC(=O)N2CCOCC2)c(Cl)c(CN(C3CC3)C(=O)[C@H]4CNCC[C@@]45OCc6cc(F)c(F)cc56)c1 1266734 7951916 47000 nM
CN1CCC[C@H](C1)c2nc3ccccc3n2Cc4ccc(F)cc4 628854 7982074 3900 nM
CN(C)C(=O)CN1CCCC(C1)c2nc3ccccc3n2Cc4ccc(F)cc4 1272910 7982075 2600 nM
CN1CCCC(C1)c2nc3ccccc3n2CCOc4ccccc4 628707 7982078 5900 nM
O=S1(=O)c2ccccc2c3ccc(cc13)N4CCN5CCC4CC5 1279141 8042589 470 nM
CN1CC2CN(CC2C1)c3ccc4Oc5ccccc5C(=O)c4c3 1279145 8042590 1100 nM
Nc1ncnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1 1333002 10834840 2300 nM
Nc1ccnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1 1333005 10834841 430 nM
Nc1nccc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1 1333007 10834842 320 nM
Nc1cncc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)c1 1333001 10834843 160 nM
Nc1ccnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)c1 1333069 10834844 50 nM
Nc1cncc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1 1333072 10834845 2900 nM
CN(c1ccc(Cl)cc1)c2ccc(Nc3nccc(N)n3)cc2 1333078 10834846 800 nM
Nc1ccnc(Nc2ccc(Oc3ccccc3Cl)cc2)n1 1333082 10834847 1400 nM
Nc1ccnc(Nc2ccc(Oc3ccc(F)cc3)cc2)n1 1333083 10834848 1900 nM
Cc1ccc(Oc2ccc(Nc3nccc(N)n3)cc2)cc1 1333084 10834849 1100 nM
Nc1ccnc(Nc2ccc(Oc3ccc(cc3)C4CC4)cc2)n1 1333085 10834850 500 nM
Nc1ccnc(Nc2ccc(Oc3ccc(cc3)C#N)cc2)n1 1333087 10834851 1200 nM
Nc1ccnc(Nc2ccc(Oc3ccc(cc3)C(F)(F)F)cc2)n1 1333092 10834852 900 nM
Nc1ccnc(Nc2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)n1 1333093 10834853 100 nM
Nc1cncc(Nc2ccc(Oc3ccc(F)cc3)cc2)n1 1333095 10834854 1100 nM
Cc1ccc(Oc2ccc(Nc3cncc(N)n3)cc2)cc1 1333096 10834855 2000 nM
Nc1cncc(Nc2ccc(Oc3ccc(cc3)C(F)(F)F)cc2)n1 1333099 10834856 2800 nM
Cc1c(C)n(Cc2ccccc2)c3ncnc(OC4CCN(Cc5cscn5)CC4)c13 1333235 10836707 2500 nM
Cc1cn(Cc2ccccc2)c3ncnc(OC4CCN(Cc5cscn5)CC4)c13 1333236 10836708 1400 nM
Fc1cn(Cc2ccccc2)c3ncnc(OC4CCN(Cc5cscn5)CC4)c13 1333237 10836709 2500 nM
Clc1cn(Cc2ccccc2)c3ncnc(OC4CCN(Cc5cscn5)CC4)c13 1333238 10836710 1500 nM
FC(F)(F)c1nc(OC2CCN(Cc3cscn3)CC2)c4ccn(Cc5ccccc5)c4n1 1333304 10836711 990 nM
Fc1ccccc1Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23 1333317 10836712 1500 nM
Fc1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23)c1 1333318 10836713 1100 nM
Clc1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23)c1 1333321 10836714 1200 nM
Cc1ccccc1Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23 1333323 10836715 3200 nM
Cc1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23)c1 1333324 10836716 930 nM
Cc1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23)cc1 1333325 10836717 2750 nM
FC(F)(F)c1ccccc1Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23 1333326 10836718 2460 nM
